时间,索力值(kN)
2023-01-01 01:10:00,3859.952
2023-01-01 02:20:00,3859.304
2023-01-01 03:30:00,3859
2023-01-01 04:40:00,3858.856
2023-01-01 05:50:00,3858.712
2023-01-01 07:00:00,3858.816
2023-01-01 08:10:00,3858.776
2023-01-01 09:20:00,3858.8
2023-01-01 10:30:00,3859.184
2023-01-01 11:40:00,3859.416
2023-01-01 12:50:00,3859.568
2023-01-01 14:00:00,3859.656
2023-01-01 15:10:00,3859.728
2023-01-01 16:20:00,3859.816
2023-01-01 17:30:00,3859.848
2023-01-01 18:40:00,3859.736
2023-01-01 19:50:00,3859.816
2023-01-01 21:00:00,3859.68
2023-01-01 22:10:00,3859.48
2023-01-01 23:20:00,3859.448
2023-01-02 00:40:00,3859.448
2023-01-02 02:00:00,3859.28
2023-01-02 03:10:00,3858.984
2023-01-02 04:20:00,3858.888
2023-01-02 05:30:00,3858.864
2023-01-02 06:40:00,3858.8
2023-01-02 07:50:00,3858.872
2023-01-02 09:00:00,3859.04
2023-01-02 10:10:00,3859.264
2023-01-02 11:30:00,3859.416
2023-01-02 12:40:00,3859.728
2023-01-02 13:50:00,3860.12
2023-01-02 15:00:00,3859.768
2023-01-02 16:10:00,3859.864
2023-01-02 17:20:00,3859.928
2023-01-02 18:30:00,3859.576
2023-01-02 19:40:00,3859.456
2023-01-02 20:50:00,3859.136
2023-01-02 22:00:00,3858.984
2023-01-02 23:10:00,3858.872
2023-01-03 00:30:00,3858.728
2023-01-03 01:40:00,3858.536
2023-01-03 02:50:00,3858.624
2023-01-03 04:00:00,3858.48
2023-01-03 05:10:00,3858.456
2023-01-03 06:20:00,3858.616
2023-01-03 07:30:00,3858.696
2023-01-03 08:40:00,3858.728
2023-01-03 09:50:00,3859.112
2023-01-03 11:00:00,3859.176
2023-01-03 12:10:00,3859.72
2023-01-03 13:20:00,3860.032
2023-01-03 14:30:00,3860.28
2023-01-03 15:40:00,3860.472
2023-01-03 16:50:00,3860.448
2023-01-03 18:00:00,3860.368
2023-01-03 19:10:00,3860.28
2023-01-03 20:20:00,3860.192
2023-01-03 21:30:00,3859.928
2023-01-03 22:40:00,3859.808
2023-01-03 23:50:00,3859.608
2023-01-04 01:10:00,3859.416
2023-01-04 02:20:00,3859.288
2023-01-04 03:30:00,3859.24
2023-01-04 04:40:00,3859.128
2023-01-04 05:50:00,3859.16
2023-01-04 07:00:00,3859.208
2023-01-04 08:10:00,3859.272
2023-01-04 09:20:00,3859.344
2023-01-04 10:30:00,3859.648
2023-01-04 11:40:00,3859.768
2023-01-04 12:50:00,3859.928
2023-01-04 14:00:00,3860.344
2023-01-04 15:10:00,3860.504
2023-01-04 16:20:00,3860.576
2023-01-04 17:30:00,3860.64
2023-01-04 18:40:00,3860.6
2023-01-04 19:50:00,3860.456
2023-01-04 21:00:00,3860.28
2023-01-04 22:10:00,3860.032
2023-01-04 23:20:00,3859.896
2023-01-05 00:40:00,3859.752
2023-01-05 01:50:00,3859.568
2023-01-05 03:00:00,3859.584
2023-01-05 04:10:00,3859.432
2023-01-05 05:20:00,3859.496
2023-01-05 06:30:00,3859.432
2023-01-05 07:40:00,3859.552
2023-01-05 08:50:00,3859.824
2023-01-05 10:00:00,3859.928
2023-01-05 11:10:00,3860.248
2023-01-05 12:20:00,3860.184
2023-01-05 13:30:00,3860.376
2023-01-05 14:40:00,3860.696
2023-01-05 15:50:00,3860.92
2023-01-05 17:00:00,3861.16
2023-01-05 18:10:00,3861.432
2023-01-05 19:20:00,3860.968
2023-01-05 20:30:00,3860.888
2023-01-05 21:40:00,3859.976
2023-01-05 22:50:00,3859.304
2023-01-06 00:10:00,3858.92
2023-01-06 01:20:00,3858.6
2023-01-06 02:30:00,3858.424
2023-01-06 03:40:00,3858.048
2023-01-06 04:50:00,3858.016
2023-01-06 06:00:00,3857.896
2023-01-06 07:10:00,3858.056
2023-01-06 08:20:00,3858.04
2023-01-06 09:30:00,3857.896
2023-01-06 10:40:00,3858.336
2023-01-06 11:50:00,3858.848
2023-01-06 13:00:00,3859.304
2023-01-06 14:10:00,3859.704
2023-01-06 15:20:00,3859.864
2023-01-06 16:30:00,3860.584
2023-01-06 17:40:00,3860.456
2023-01-06 18:50:00,3860.504
2023-01-06 20:00:00,3859.928
2023-01-06 21:10:00,3859.368
2023-01-06 22:20:00,3858.856
2023-01-06 23:30:00,3858.312
2023-01-07 00:50:00,3858.048
2023-01-07 02:00:00,3857.728
2023-01-07 03:10:00,3857.528
2023-01-07 04:20:00,3857.168
2023-01-07 05:30:00,3857.064
2023-01-07 06:40:00,3857.336
2023-01-07 07:50:00,3857.608
2023-01-07 09:00:00,3856.872
2023-01-07 10:10:00,3857.784
2023-01-07 11:20:00,3859.704
2023-01-07 12:30:00,3861.072
2023-01-07 13:40:00,3862.344
2023-01-07 14:50:00,3863.608
2023-01-07 16:00:00,3863.016
2023-01-07 17:20:00,3862.264
2023-01-07 18:30:00,3861.4
2023-01-07 19:40:00,3860.52
2023-01-07 20:50:00,3859.896
2023-01-07 22:00:00,3859.208
2023-01-07 23:10:00,3858.648
2023-01-08 00:30:00,3858.168
2023-01-08 01:40:00,3857.784
2023-01-08 02:50:00,3857.688
2023-01-08 04:00:00,3857.512
2023-01-08 05:10:00,3857.464
2023-01-08 06:20:00,3857.552
2023-01-08 07:30:00,3857.448
2023-01-08 08:40:00,3857.192
2023-01-08 09:50:00,3857.288
2023-01-08 11:00:00,3857.656
2023-01-08 12:10:00,3858.312
2023-01-08 13:20:00,3858.936
2023-01-08 14:30:00,3859.736
2023-01-08 15:40:00,3861.064
2023-01-08 16:50:00,3860.392
2023-01-08 18:00:00,3860.08
2023-01-08 19:10:00,3859.608
2023-01-08 20:20:00,3859.224
2023-01-08 21:30:00,3858.712
2023-01-08 22:40:00,3858.384
2023-01-08 23:50:00,3858.12
2023-01-09 01:10:00,3858.136
2023-01-09 02:20:00,3857.904
2023-01-09 03:30:00,3857.904
2023-01-09 04:40:00,3857.544
2023-01-09 05:50:00,3857.648
2023-01-09 07:00:00,3857.352
2023-01-09 08:10:00,3857.408
2023-01-09 09:20:00,3857.712
2023-01-09 10:30:00,3858.104
2023-01-09 11:40:00,3858.232
2023-01-09 12:50:00,3858.76
2023-01-09 14:00:00,3859.752
2023-01-09 15:10:00,3860.272
2023-01-09 16:20:00,3860.208
2023-01-09 17:30:00,3859.944
