时间,索力值(kN)
2023-01-01 01:10:00,2220.432
2023-01-01 02:20:00,2219.784
2023-01-01 03:30:00,2219.48
2023-01-01 04:40:00,2219.336
2023-01-01 05:50:00,2219.192
2023-01-01 07:00:00,2219.296
2023-01-01 08:10:00,2219.256
2023-01-01 09:20:00,2219.28
2023-01-01 10:30:00,2219.664
2023-01-01 11:40:00,2219.896
2023-01-01 12:50:00,2220.048
2023-01-01 14:00:00,2220.136
2023-01-01 15:10:00,2220.208
2023-01-01 16:20:00,2220.296
2023-01-01 17:30:00,2220.328
2023-01-01 18:40:00,2220.216
2023-01-01 19:50:00,2220.296
2023-01-01 21:00:00,2220.16
2023-01-01 22:10:00,2219.96
2023-01-01 23:20:00,2219.928
2023-01-02 00:40:00,2219.928
2023-01-02 02:00:00,2219.76
2023-01-02 03:10:00,2219.464
2023-01-02 04:20:00,2219.368
2023-01-02 05:30:00,2219.344
2023-01-02 06:40:00,2219.28
2023-01-02 07:50:00,2219.352
2023-01-02 09:00:00,2219.52
2023-01-02 10:10:00,2219.744
2023-01-02 11:30:00,2219.896
2023-01-02 12:40:00,2220.208
2023-01-02 13:50:00,2220.6
2023-01-02 15:00:00,2220.248
2023-01-02 16:10:00,2220.344
2023-01-02 17:20:00,2220.408
2023-01-02 18:30:00,2220.056
2023-01-02 19:40:00,2219.936
2023-01-02 20:50:00,2219.616
2023-01-02 22:00:00,2219.464
2023-01-02 23:10:00,2219.352
2023-01-03 00:30:00,2219.208
2023-01-03 01:40:00,2219.016
2023-01-03 02:50:00,2219.104
2023-01-03 04:00:00,2218.96
2023-01-03 05:10:00,2218.936
2023-01-03 06:20:00,2219.096
2023-01-03 07:30:00,2219.176
2023-01-03 08:40:00,2219.208
2023-01-03 09:50:00,2219.592
2023-01-03 11:00:00,2219.656
2023-01-03 12:10:00,2220.2
2023-01-03 13:20:00,2220.512
2023-01-03 14:30:00,2220.76
2023-01-03 15:40:00,2220.952
2023-01-03 16:50:00,2220.928
2023-01-03 18:00:00,2220.848
2023-01-03 19:10:00,2220.76
2023-01-03 20:20:00,2220.672
2023-01-03 21:30:00,2220.408
2023-01-03 22:40:00,2220.288
2023-01-03 23:50:00,2220.088
2023-01-04 01:10:00,2219.896
2023-01-04 02:20:00,2219.768
2023-01-04 03:30:00,2219.72
2023-01-04 04:40:00,2219.608
2023-01-04 05:50:00,2219.64
2023-01-04 07:00:00,2219.688
2023-01-04 08:10:00,2219.752
2023-01-04 09:20:00,2219.824
2023-01-04 10:30:00,2220.128
2023-01-04 11:40:00,2220.248
2023-01-04 12:50:00,2220.408
2023-01-04 14:00:00,2220.824
2023-01-04 15:10:00,2220.984
2023-01-04 16:20:00,2221.056
2023-01-04 17:30:00,2221.12
2023-01-04 18:40:00,2221.08
2023-01-04 19:50:00,2220.936
2023-01-04 21:00:00,2220.76
2023-01-04 22:10:00,2220.512
2023-01-04 23:20:00,2220.376
2023-01-05 00:40:00,2220.232
2023-01-05 01:50:00,2220.048
2023-01-05 03:00:00,2220.064
2023-01-05 04:10:00,2219.912
2023-01-05 05:20:00,2219.976
2023-01-05 06:30:00,2219.912
2023-01-05 07:40:00,2220.032
2023-01-05 08:50:00,2220.304
2023-01-05 10:00:00,2220.408
2023-01-05 11:10:00,2220.728
2023-01-05 12:20:00,2220.664
2023-01-05 13:30:00,2220.856
2023-01-05 14:40:00,2221.176
2023-01-05 15:50:00,2221.4
2023-01-05 17:00:00,2221.64
2023-01-05 18:10:00,2221.912
2023-01-05 19:20:00,2221.448
2023-01-05 20:30:00,2221.368
2023-01-05 21:40:00,2220.456
2023-01-05 22:50:00,2219.784
2023-01-06 00:10:00,2219.4
2023-01-06 01:20:00,2219.08
2023-01-06 02:30:00,2218.904
2023-01-06 03:40:00,2218.528
2023-01-06 04:50:00,2218.496
2023-01-06 06:00:00,2218.376
2023-01-06 07:10:00,2218.536
2023-01-06 08:20:00,2218.52
2023-01-06 09:30:00,2218.376
2023-01-06 10:40:00,2218.816
2023-01-06 11:50:00,2219.328
2023-01-06 13:00:00,2219.784
2023-01-06 14:10:00,2220.184
2023-01-06 15:20:00,2220.344
2023-01-06 16:30:00,2221.064
2023-01-06 17:40:00,2220.936
2023-01-06 18:50:00,2220.984
2023-01-06 20:00:00,2220.408
2023-01-06 21:10:00,2219.848
2023-01-06 22:20:00,2219.336
2023-01-06 23:30:00,2218.792
2023-01-07 00:50:00,2218.528
2023-01-07 02:00:00,2218.208
2023-01-07 03:10:00,2218.008
2023-01-07 04:20:00,2217.648
2023-01-07 05:30:00,2217.544
2023-01-07 06:40:00,2217.816
2023-01-07 07:50:00,2218.088
2023-01-07 09:00:00,2217.352
