时间,索力值(kN)
2023-01-01 01:10:00,3505.872
2023-01-01 02:20:00,3505.224
2023-01-01 03:30:00,3504.92
2023-01-01 04:40:00,3504.776
2023-01-01 05:50:00,3504.632
2023-01-01 07:00:00,3504.736
2023-01-01 08:10:00,3504.696
2023-01-01 09:20:00,3504.72
2023-01-01 10:30:00,3505.104
2023-01-01 11:40:00,3505.336
2023-01-01 12:50:00,3505.488
2023-01-01 14:00:00,3505.576
2023-01-01 15:10:00,3505.648
2023-01-01 16:20:00,3505.736
2023-01-01 17:30:00,3505.768
2023-01-01 18:40:00,3505.656
2023-01-01 19:50:00,3505.736
2023-01-01 21:00:00,3505.6
2023-01-01 22:10:00,3505.4
2023-01-01 23:20:00,3505.368
2023-01-02 00:40:00,3505.368
2023-01-02 02:00:00,3505.2
2023-01-02 03:10:00,3504.904
2023-01-02 04:20:00,3504.808
2023-01-02 05:30:00,3504.784
2023-01-02 06:40:00,3504.72
2023-01-02 07:50:00,3504.792
2023-01-02 09:00:00,3504.96
2023-01-02 10:10:00,3505.184
2023-01-02 11:30:00,3505.336
2023-01-02 12:40:00,3505.648
2023-01-02 13:50:00,3506.04
2023-01-02 15:00:00,3505.688
2023-01-02 16:10:00,3505.784
2023-01-02 17:20:00,3505.848
2023-01-02 18:30:00,3505.496
2023-01-02 19:40:00,3505.376
2023-01-02 20:50:00,3505.056
2023-01-02 22:00:00,3504.904
2023-01-02 23:10:00,3504.792
2023-01-03 00:30:00,3504.648
2023-01-03 01:40:00,3504.456
2023-01-03 02:50:00,3504.544
2023-01-03 04:00:00,3504.4
2023-01-03 05:10:00,3504.376
2023-01-03 06:20:00,3504.536
2023-01-03 07:30:00,3504.616
2023-01-03 08:40:00,3504.648
2023-01-03 09:50:00,3505.032
2023-01-03 11:00:00,3505.096
2023-01-03 12:10:00,3505.64
2023-01-03 13:20:00,3505.952
2023-01-03 14:30:00,3506.2
2023-01-03 15:40:00,3506.392
2023-01-03 16:50:00,3506.368
2023-01-03 18:00:00,3506.288
2023-01-03 19:10:00,3506.2
2023-01-03 20:20:00,3506.112
2023-01-03 21:30:00,3505.848
2023-01-03 22:40:00,3505.728
2023-01-03 23:50:00,3505.528
2023-01-04 01:10:00,3505.336
2023-01-04 02:20:00,3505.208
2023-01-04 03:30:00,3505.16
2023-01-04 04:40:00,3505.048
2023-01-04 05:50:00,3505.08
2023-01-04 07:00:00,3505.128
2023-01-04 08:10:00,3505.192
2023-01-04 09:20:00,3505.264
2023-01-04 10:30:00,3505.568
2023-01-04 11:40:00,3505.688
2023-01-04 12:50:00,3505.848
2023-01-04 14:00:00,3506.264
2023-01-04 15:10:00,3506.424
2023-01-04 16:20:00,3506.496
2023-01-04 17:30:00,3506.56
2023-01-04 18:40:00,3506.52
2023-01-04 19:50:00,3506.376
2023-01-04 21:00:00,3506.2
2023-01-04 22:10:00,3505.952
2023-01-04 23:20:00,3505.816
2023-01-05 00:40:00,3505.672
2023-01-05 01:50:00,3505.488
2023-01-05 03:00:00,3505.504
2023-01-05 04:10:00,3505.352
2023-01-05 05:20:00,3505.416
2023-01-05 06:30:00,3505.352
2023-01-05 07:40:00,3505.472
2023-01-05 08:50:00,3505.744
2023-01-05 10:00:00,3505.848
2023-01-05 11:10:00,3506.168
2023-01-05 12:20:00,3506.104
2023-01-05 13:30:00,3506.296
2023-01-05 14:40:00,3506.616
2023-01-05 15:50:00,3506.84
2023-01-05 17:00:00,3507.08
2023-01-05 18:10:00,3507.352
2023-01-05 19:20:00,3506.888
2023-01-05 20:30:00,3506.808
2023-01-05 21:40:00,3505.896
2023-01-05 22:50:00,3505.224
2023-01-06 00:10:00,3504.84
2023-01-06 01:20:00,3504.52
2023-01-06 02:30:00,3504.344
2023-01-06 03:40:00,3503.968
2023-01-06 04:50:00,3503.936
2023-01-06 06:00:00,3503.816
2023-01-06 07:10:00,3503.976
2023-01-06 08:20:00,3503.96
2023-01-06 09:30:00,3503.816
2023-01-06 10:40:00,3504.256
2023-01-06 11:50:00,3504.768
2023-01-06 13:00:00,3505.224
2023-01-06 14:10:00,3505.624
2023-01-06 15:20:00,3505.784
2023-01-06 16:30:00,3506.504
2023-01-06 17:40:00,3506.376
2023-01-06 18:50:00,3506.424
2023-01-06 20:00:00,3505.848
2023-01-06 21:10:00,3505.288
2023-01-06 22:20:00,3504.776
2023-01-06 23:30:00,3504.232
2023-01-07 00:50:00,3503.968
2023-01-07 02:00:00,3503.648
2023-01-07 03:10:00,3503.448
2023-01-07 04:20:00,3503.088
2023-01-07 05:30:00,3502.984
2023-01-07 06:40:00,3503.256
2023-01-07 07:50:00,3503.528
2023-01-07 09:00:00,3502.792
2023-01-07 10:10:00,3503.704
2023-01-07 11:20:00,3505.624
2023-01-07 12:30:00,3506.992
2023-01-07 13:40:00,3508.264
2023-01-07 14:50:00,3509.528
2023-01-07 16:00:00,3508.936
2023-01-07 17:20:00,3508.184
2023-01-07 18:30:00,3507.32
2023-01-07 19:40:00,3506.44
2023-01-07 20:50:00,3505.816
2023-01-07 22:00:00,3505.128
2023-01-07 23:10:00,3504.568
2023-01-08 00:30:00,3504.088
2023-01-08 01:40:00,3503.704
2023-01-08 02:50:00,3503.608
2023-01-08 04:00:00,3503.432
2023-01-08 05:10:00,3503.384
2023-01-08 06:20:00,3503.472
2023-01-08 07:30:00,3503.368
2023-01-08 08:40:00,3503.112
2023-01-08 09:50:00,3503.208
2023-01-08 11:00:00,3503.576
2023-01-08 12:10:00,3504.232
2023-01-08 13:20:00,3504.856
2023-01-08 14:30:00,3505.656
2023-01-08 15:40:00,3506.984
2023-01-08 16:50:00,3506.312
2023-01-08 18:00:00,3506
2023-01-08 19:10:00,3505.528
2023-01-08 20:20:00,3505.144
