时间,索力值(kN)
2023-01-01 01:10:00,3205.972
2023-01-01 02:20:00,3205.324
2023-01-01 03:30:00,3205.02
2023-01-01 04:40:00,3204.876
2023-01-01 05:50:00,3204.732
2023-01-01 07:00:00,3204.836
2023-01-01 08:10:00,3204.796
2023-01-01 09:20:00,3204.82
2023-01-01 10:30:00,3205.204
2023-01-01 11:40:00,3205.436
2023-01-01 12:50:00,3205.588
2023-01-01 14:00:00,3205.676
2023-01-01 15:10:00,3205.748
2023-01-01 16:20:00,3205.836
2023-01-01 17:30:00,3205.868
2023-01-01 18:40:00,3205.756
2023-01-01 19:50:00,3205.836
2023-01-01 21:00:00,3205.7
2023-01-01 22:10:00,3205.5
2023-01-01 23:20:00,3205.468
2023-01-02 00:40:00,3205.468
2023-01-02 02:00:00,3205.3
2023-01-02 03:10:00,3205.004
2023-01-02 04:20:00,3204.908
2023-01-02 05:30:00,3204.884
2023-01-02 06:40:00,3204.82
2023-01-02 07:50:00,3204.892
2023-01-02 09:00:00,3205.06
2023-01-02 10:10:00,3205.284
2023-01-02 11:30:00,3205.436
2023-01-02 12:40:00,3205.748
2023-01-02 13:50:00,3206.14
2023-01-02 15:00:00,3205.788
2023-01-02 16:10:00,3205.884
2023-01-02 17:20:00,3205.948
2023-01-02 18:30:00,3205.596
2023-01-02 19:40:00,3205.476
2023-01-02 20:50:00,3205.156
2023-01-02 22:00:00,3205.004
2023-01-02 23:10:00,3204.892
2023-01-03 00:30:00,3204.748
2023-01-03 01:40:00,3204.556
2023-01-03 02:50:00,3204.644
2023-01-03 04:00:00,3204.5
2023-01-03 05:10:00,3204.476
2023-01-03 06:20:00,3204.636
2023-01-03 07:30:00,3204.716
2023-01-03 08:40:00,3204.748
2023-01-03 09:50:00,3205.132
2023-01-03 11:00:00,3205.196
2023-01-03 12:10:00,3205.74
2023-01-03 13:20:00,3206.052
2023-01-03 14:30:00,3206.3
2023-01-03 15:40:00,3206.492
2023-01-03 16:50:00,3206.468
2023-01-03 18:00:00,3206.388
2023-01-03 19:10:00,3206.3
2023-01-03 20:20:00,3206.212
2023-01-03 21:30:00,3205.948
2023-01-03 22:40:00,3205.828
2023-01-03 23:50:00,3205.628
2023-01-04 01:10:00,3205.436
2023-01-04 02:20:00,3205.308
2023-01-04 03:30:00,3205.26
2023-01-04 04:40:00,3205.148
2023-01-04 05:50:00,3205.18
2023-01-04 07:00:00,3205.228
2023-01-04 08:10:00,3205.292
2023-01-04 09:20:00,3205.364
2023-01-04 10:30:00,3205.668
2023-01-04 11:40:00,3205.788
2023-01-04 12:50:00,3205.948
2023-01-04 14:00:00,3206.364
2023-01-04 15:10:00,3206.524
