时间,索力值(kN)
2023-01-01 01:10:00,4074.972
2023-01-01 02:20:00,4074.324
2023-01-01 03:30:00,4074.02
2023-01-01 04:40:00,4073.876
2023-01-01 05:50:00,4073.732
2023-01-01 07:00:00,4073.836
2023-01-01 08:10:00,4073.796
2023-01-01 09:20:00,4073.82
2023-01-01 10:30:00,4074.204
2023-01-01 11:40:00,4074.436
2023-01-01 12:50:00,4074.588
2023-01-01 14:00:00,4074.676
2023-01-01 15:10:00,4074.748
2023-01-01 16:20:00,4074.836
2023-01-01 17:30:00,4074.868
2023-01-01 18:40:00,4074.756
2023-01-01 19:50:00,4074.836
2023-01-01 21:00:00,4074.7
2023-01-01 22:10:00,4074.5
2023-01-01 23:20:00,4074.468
2023-01-02 00:40:00,4074.468
2023-01-02 02:00:00,4074.3
2023-01-02 03:10:00,4074.004
2023-01-02 04:20:00,4073.908
2023-01-02 05:30:00,4073.884
2023-01-02 06:40:00,4073.82
2023-01-02 07:50:00,4073.892
2023-01-02 09:00:00,4074.06
2023-01-02 10:10:00,4074.284
2023-01-02 11:30:00,4074.436
2023-01-02 12:40:00,4074.748
2023-01-02 13:50:00,4075.14
2023-01-02 15:00:00,4074.788
2023-01-02 16:10:00,4074.884
2023-01-02 17:20:00,4074.948
2023-01-02 18:30:00,4074.596
2023-01-02 19:40:00,4074.476
2023-01-02 20:50:00,4074.156
2023-01-02 22:00:00,4074.004
2023-01-02 23:10:00,4073.892
2023-01-03 00:30:00,4073.748
2023-01-03 01:40:00,4073.556
2023-01-03 02:50:00,4073.644
2023-01-03 04:00:00,4073.5
2023-01-03 05:10:00,4073.476
2023-01-03 06:20:00,4073.636
2023-01-03 07:30:00,4073.716
2023-01-03 08:40:00,4073.748
2023-01-03 09:50:00,4074.132
2023-01-03 11:00:00,4074.196
2023-01-03 12:10:00,4074.74
2023-01-03 13:20:00,4075.052
2023-01-03 14:30:00,4075.3
2023-01-03 15:40:00,4075.492
2023-01-03 16:50:00,4075.468
2023-01-03 18:00:00,4075.388
2023-01-03 19:10:00,4075.3
2023-01-03 20:20:00,4075.212
2023-01-03 21:30:00,4074.948
2023-01-03 22:40:00,4074.828
2023-01-03 23:50:00,4074.628
2023-01-04 01:10:00,4074.436
2023-01-04 02:20:00,4074.308
2023-01-04 03:30:00,4074.26
2023-01-04 04:40:00,4074.148
2023-01-04 05:50:00,4074.18
2023-01-04 07:00:00,4074.228
2023-01-04 08:10:00,4074.292
2023-01-04 09:20:00,4074.364
2023-01-04 10:30:00,4074.668
2023-01-04 11:40:00,4074.788
2023-01-04 12:50:00,4074.948
2023-01-04 14:00:00,4075.364
2023-01-04 15:10:00,4075.524
2023-01-04 16:20:00,4075.596
2023-01-04 17:30:00,4075.66
2023-01-04 18:40:00,4075.62
2023-01-04 19:50:00,4075.476
2023-01-04 21:00:00,4075.3
2023-01-04 22:10:00,4075.052
2023-01-04 23:20:00,4074.916
2023-01-05 00:40:00,4074.772
2023-01-05 01:50:00,4074.588
2023-01-05 03:00:00,4074.604
2023-01-05 04:10:00,4074.452
2023-01-05 05:20:00,4074.516
2023-01-05 06:30:00,4074.452
2023-01-05 07:40:00,4074.572
2023-01-05 08:50:00,4074.844
2023-01-05 10:00:00,4074.948
2023-01-05 11:10:00,4075.268
2023-01-05 12:20:00,4075.204
2023-01-05 13:30:00,4075.396
2023-01-05 14:40:00,4075.716
2023-01-05 15:50:00,4075.94
2023-01-05 17:00:00,4076.18
2023-01-05 18:10:00,4076.452
2023-01-05 19:20:00,4075.988
2023-01-05 20:30:00,4075.908
2023-01-05 21:40:00,4074.996
2023-01-05 22:50:00,4074.324
2023-01-06 00:10:00,4073.94
2023-01-06 01:20:00,4073.62
2023-01-06 02:30:00,4073.444
2023-01-06 03:40:00,4073.068
2023-01-06 04:50:00,4073.036
2023-01-06 06:00:00,4072.916
2023-01-06 07:10:00,4073.076
2023-01-06 08:20:00,4073.06
2023-01-06 09:30:00,4072.916
2023-01-06 10:40:00,4073.356
2023-01-06 11:50:00,4073.868
