时间,位移量(mm)
2023-01-10 23:50:00,73.63
2023-01-11 01:10:00,75.29
2023-01-11 02:20:00,76.83
2023-01-11 03:30:00,78.85
2023-01-11 04:40:00,80.35
2023-01-11 05:50:00,82.01
2023-01-11 07:00:00,83.95
2023-01-11 08:10:00,86
2023-01-11 09:20:00,86.6
2023-01-11 10:30:00,86.48
2023-01-11 11:40:00,84.02
2023-01-11 12:50:00,78.35
2023-01-11 14:00:00,63.4
2023-01-11 15:10:00,47.23
2023-01-11 16:20:00,38.59
2023-01-11 17:30:00,36.92
2023-01-11 18:40:00,38.36
2023-01-11 19:50:00,41.29
2023-01-11 21:00:00,46.2
2023-01-11 22:10:00,50.95
2023-01-11 23:20:00,56.01
2023-01-12 00:40:00,59.19
2023-01-12 01:50:00,60.13
2023-01-12 03:00:00,60.49
2023-01-12 04:10:00,60.8
2023-01-12 05:20:00,61.17
2023-01-12 06:30:00,61.24
2023-01-12 07:40:00,61.24
2023-01-12 08:50:00,61.24
2023-01-12 10:00:00,61.24
2023-01-12 11:10:00,60.93
2023-01-12 12:20:00,59.86
2023-01-12 13:30:00,58.07
2023-01-12 14:40:00,56.68
2023-01-12 15:50:00,54.03
2023-01-12 17:00:00,52.52
2023-01-12 18:10:00,52.09
2023-01-12 19:20:00,53.52
2023-01-12 20:30:00,56.09
2023-01-12 21:40:00,59.7
2023-01-12 22:50:00,63.7
2023-01-13 00:10:00,68.72
2023-01-13 01:20:00,71.76
2023-01-13 02:30:00,74.53
2023-01-13 03:40:00,76.86
2023-01-13 04:50:00,79.14
2023-01-13 06:00:00,80.69
2023-01-13 07:10:00,81.13
2023-01-13 08:20:00,81.24
2023-01-13 09:30:00,81.12
2023-01-13 10:40:00,79.22
2023-01-13 11:50:00,77.4
2023-01-13 13:00:00,75.3
2023-01-13 14:10:00,72.38
2023-01-13 15:20:00,68.57
2023-01-13 16:30:00,66.47
2023-01-13 17:40:00,65.96
2023-01-13 18:50:00,65.96
2023-01-13 20:00:00,65.96
2023-01-13 21:10:00,66.04
2023-01-13 22:20:00,66.2
2023-01-13 23:30:00,66.36
2023-01-14 00:50:00,66.63
2023-01-14 02:00:00,67.07
2023-01-14 03:10:00,67.38
2023-01-14 04:20:00,67.7
2023-01-14 05:30:00,68.13
2023-01-14 06:40:00,68.57
2023-01-14 07:50:00,68.73
2023-01-14 09:00:00,69.24
2023-01-14 10:10:00,70.31
2023-01-14 11:20:00,71.46
2023-01-14 12:30:00,73.44
2023-01-14 13:40:00,75.25
2023-01-14 14:50:00,77.35
2023-01-14 16:00:00,79.37
2023-01-14 17:10:00,81.98
2023-01-14 18:20:00,85.12
2023-01-14 19:30:00,88
2023-01-14 20:40:00,90.14
2023-01-14 21:50:00,92
2023-01-14 23:00:00,93.7
2023-01-15 00:20:00,96.15
2023-01-15 01:30:00,98.16
2023-01-15 02:40:00,101.04
2023-01-15 03:50:00,103.96
2023-01-15 05:00:00,107.13
2023-01-15 06:10:00,109.38
2023-01-15 07:20:00,111.48
2023-01-15 08:30:00,113.38
2023-01-15 09:40:00,115
2023-01-15 10:50:00,116.07
2023-01-15 12:00:00,116.59
2023-01-15 13:10:00,116.63
2023-01-15 14:20:00,116.63
2023-01-15 15:30:00,116.63
2023-01-15 16:40:00,116.62
2023-01-15 17:50:00,116.63
2023-01-15 19:00:00,116.63
2023-01-15 20:10:00,116.63
2023-01-15 21:20:00,116.63
2023-01-15 22:30:00,116.63
2023-01-15 23:40:00,116.63
2023-01-16 01:00:00,116.66
2023-01-16 02:10:00,116.9
2023-01-16 03:20:00,117.57
2023-01-16 04:30:00,117.89
2023-01-16 05:40:00,118.48
2023-01-16 06:50:00,118.92
2023-01-16 08:00:00,119.23
2023-01-16 09:10:00,119.23
2023-01-16 10:20:00,119.23
2023-01-16 11:30:00,119.23
2023-01-16 12:40:00,119.23
2023-01-16 13:50:00,118.68
2023-01-16 15:00:00,117.29
2023-01-16 16:10:00,116.74
2023-01-16 17:20:00,116.46
2023-01-16 18:30:00,116.42
2023-01-16 19:40:00,116.42
2023-01-16 20:50:00,116.42
2023-01-16 22:00:00,116.42
2023-01-16 23:10:00,116.43
2023-01-17 00:30:00,116.54
2023-01-17 01:40:00,117.49
2023-01-17 02:50:00,118.64
2023-01-17 04:00:00,119.5
2023-01-17 05:10:00,119.62
2023-01-17 06:20:00,119.62
2023-01-17 07:30:00,119.62
2023-01-17 08:40:00,119.62
2023-01-17 09:50:00,119.62
2023-01-17 11:00:00,119.15
2023-01-17 12:10:00,118.52
2023-01-17 13:20:00,117.17
2023-01-17 14:30:00,114.35
2023-01-17 15:40:00,111.71
2023-01-17 16:50:00,110.4
2023-01-17 18:00:00,110.32
2023-01-17 19:10:00,111.19
2023-01-17 20:20:00,112.54
2023-01-17 21:30:00,113.17
2023-01-17 22:40:00,114.32
2023-01-17 23:50:00,114.67
2023-01-18 01:10:00,114.67
2023-01-18 02:20:00,114.8
2023-01-18 03:30:00,114.92
2023-01-18 04:40:00,114.99
2023-01-18 05:50:00,115.07
2023-01-18 07:00:00,116.14
2023-01-18 08:10:00,117.12
2023-01-18 09:20:00,117.25
2023-01-18 10:30:00,117.25
2023-01-18 11:40:00,115.9
2023-01-18 12:50:00,112.82
2023-01-18 14:00:00,107.01
2023-01-18 15:10:00,101.03
2023-01-18 16:20:00,97.74
2023-01-18 17:30:00,97.11
2023-01-18 18:40:00,96.95
2023-01-18 19:50:00,97.03
2023-01-18 21:00:00,97.5
2023-01-18 22:10:00,98.93
2023-01-18 23:20:00,100.31
2023-01-19 00:40:00,101.53
2023-01-19 01:50:00,102.32
2023-01-19 03:00:00,106
2023-01-19 04:10:00,110.03
2023-01-19 05:20:00,111.78
2023-01-19 06:30:00,113.67
2023-01-19 07:40:00,114.57
2023-01-19 08:50:00,115.73
2023-01-19 10:00:00,115.8
2023-01-19 11:10:00,111.37
2023-01-19 12:20:00,100.97
2023-01-19 13:30:00,82.11
2023-01-19 14:40:00,65.41
2023-01-19 15:50:00,56.83
2023-01-19 17:00:00,55.41
2023-01-19 18:10:00,56.72
2023-01-19 19:20:00,61.19
2023-01-19 20:30:00,68.6
2023-01-19 21:40:00,77.38
2023-01-19 22:50:00,83.66
2023-01-20 00:10:00,91.09
2023-01-20 01:20:00,97.53
2023-01-20 02:30:00,102.99
2023-01-20 03:40:00,108.32
2023-01-20 04:50:00,112.26
2023-01-20 06:00:00,115.39
2023-01-20 07:10:00,118.55
2023-01-20 08:20:00,120.13
2023-01-20 09:30:00,120.17
2023-01-20 10:40:00,117.75
2023-01-20 11:50:00,115.7
2023-01-20 13:00:00,111.94
2023-01-20 14:10:00,108.53
2023-01-20 15:20:00,106.43
2023-01-20 16:30:00,104.57
2023-01-20 17:40:00,103.66
2023-01-20 18:50:00,103.58
2023-01-20 20:00:00,103.58
2023-01-20 21:10:00,103.58
2023-01-20 22:20:00,103.58
2023-01-20 23:30:00,103.58
2023-01-21 00:50:00,103.62
2023-01-21 02:00:00,103.62
2023-01-21 03:10:00,103.66
2023-01-21 04:20:00,104.09
2023-01-21 05:30:00,104.76
2023-01-21 06:40:00,105.32
2023-01-21 07:50:00,105.91
2023-01-21 09:00:00,105.95
2023-01-21 10:10:00,105.95
2023-01-21 11:20:00,105.95
2023-01-21 12:30:00,104.32
2023-01-21 13:40:00,102.98
2023-01-21 14:50:00,101.01
2023-01-21 16:00:00,98.6
2023-01-21 17:10:00,97.14
2023-01-21 18:20:00,96.94
2023-01-21 19:30:00,96.94
2023-01-21 20:40:00,96.94
2023-01-21 21:50:00,96.74
2023-01-21 23:00:00,96.74
2023-01-22 00:20:00,96.83
2023-01-22 01:30:00,97.26
2023-01-22 02:40:00,97.85
2023-01-22 03:50:00,98.45
2023-01-22 05:00:00,99.23
2023-01-22 06:10:00,100.11
2023-01-22 07:20:00,100.97
2023-01-22 08:30:00,101.29
2023-01-22 09:40:00,101.29
2023-01-22 10:50:00,101.29
2023-01-22 12:00:00,99.62
2023-01-22 13:10:00,96.69
2023-01-22 14:20:00,90.34
2023-01-22 15:30:00,83.15
2023-01-22 16:40:00,81.06
2023-01-22 17:50:00,80.98
2023-01-22 19:00:00,80.98
2023-01-22 20:10:00,81.06
2023-01-22 21:20:00,81.22
2023-01-22 22:30:00,82.52
2023-01-22 23:40:00,83.98
2023-01-23 01:00:00,85.08
2023-01-23 02:10:00,85.95
2023-01-23 03:20:00,87.26
2023-01-23 04:30:00,88.52
2023-01-23 05:40:00,89.62
2023-01-23 06:50:00,90.53
2023-01-23 08:00:00,91.32
2023-01-23 09:10:00,91.48
2023-01-23 10:20:00,91.48
2023-01-23 11:30:00,91.28
2023-01-23 12:40:00,88.99
2023-01-23 13:50:00,83.34
2023-01-23 15:00:00,76.42
2023-01-23 16:10:00,73.26
2023-01-23 17:20:00,72.86
2023-01-23 18:30:00,72.86
2023-01-23 19:40:00,73.34
2023-01-23 20:50:00,74.48
2023-01-23 22:00:00,75.4
2023-01-23 23:10:00,76.58
2023-01-24 00:30:00,79.3
2023-01-24 01:40:00,83.84
2023-01-24 02:50:00,88.55
2023-01-24 04:00:00,92.06
2023-01-24 05:10:00,95.41
2023-01-24 06:20:00,99.81
2023-01-24 07:30:00,103.97
2023-01-24 08:40:00,106.81
2023-01-24 09:50:00,106.85
2023-01-24 11:00:00,105.07
2023-01-24 12:10:00,99.31
2023-01-24 13:20:00,85.27
2023-01-24 14:30:00,77.33
2023-01-24 15:40:00,75.52
2023-01-24 16:50:00,75.36
2023-01-24 18:00:00,75.36
2023-01-24 19:10:00,76.23
2023-01-24 20:20:00,77.33
2023-01-24 21:30:00,79.3
2023-01-24 22:40:00,83.97
2023-01-24 23:50:00,88.84
2023-01-25 01:10:00,95.04
2023-01-25 02:20:00,100.34
2023-01-25 03:30:00,105.51
2023-01-25 04:40:00,109.9
2023-01-25 05:50:00,112.74
2023-01-25 07:00:00,113.41
2023-01-25 08:10:00,113.53
2023-01-25 09:20:00,113.53
2023-01-25 10:30:00,113.53
2023-01-25 11:40:00,111.48
2023-01-25 12:50:00,109.47
2023-01-25 14:00:00,103.02
2023-01-25 15:10:00,93.67
2023-01-25 16:20:00,86.9
2023-01-25 17:30:00,84.93
2023-01-25 18:40:00,84.93
2023-01-25 19:50:00,86.28
2023-01-25 21:00:00,89.16
2023-01-25 22:10:00,92.91
2023-01-25 23:20:00,96.7
2023-01-26 00:40:00,102.75
2023-01-26 01:50:00,105.64
2023-01-26 03:00:00,107.51
2023-01-26 04:10:00,107.98
2023-01-26 05:20:00,108.61
2023-01-26 06:30:00,109.04
2023-01-26 07:40:00,109.08
2023-01-26 08:50:00,109.08
2023-01-26 10:00:00,109.08
2023-01-26 11:10:00,108.8
2023-01-26 12:20:00,106.63
2023-01-26 13:30:00,103.75
2023-01-26 14:40:00,99.39
2023-01-26 15:50:00,95.59
2023-01-26 17:00:00,93.46
2023-01-26 18:10:00,93.07
2023-01-26 19:20:00,93.07
2023-01-26 20:30:00,93.07
2023-01-26 21:40:00,93.07
2023-01-26 22:50:00,93.19
2023-01-27 00:10:00,94.57
2023-01-27 01:20:00,96.66
2023-01-27 02:30:00,100.06
2023-01-27 03:40:00,104.42
2023-01-27 04:50:00,108.25
2023-01-27 06:00:00,112.69
2023-01-27 07:10:00,116.56
2023-01-27 08:20:00,119.76
2023-01-27 09:30:00,120.2
2023-01-27 10:40:00,116.25
2023-01-27 11:50:00,102.64
2023-01-27 13:00:00,82.65
2023-01-27 14:10:00,63.13
2023-01-27 15:20:00,48.99
2023-01-27 16:30:00,42.38
2023-01-27 17:40:00,42.23
2023-01-27 18:50:00,45.99
2023-01-27 20:00:00,52.99
2023-01-27 21:10:00,61.4
2023-01-27 22:20:00,69.99
2023-01-27 23:30:00,78.49
2023-01-28 00:50:00,85.27
2023-01-28 02:00:00,91.08
2023-01-28 03:10:00,95.39
2023-01-28 04:20:00,99.61
2023-01-28 05:30:00,104.31
2023-01-28 06:40:00,108.14
2023-01-28 07:50:00,112.21
2023-01-28 09:00:00,113.48
2023-01-28 10:10:00,112.06
2023-01-28 11:20:00,101.94
2023-01-28 12:30:00,83.59
2023-01-28 13:40:00,65.56
2023-01-28 14:50:00,51.32
2023-01-28 16:00:00,42.99
2023-01-28 17:10:00,41.05
2023-01-28 18:20:00,42.16
2023-01-28 19:30:00,46.36
2023-01-28 20:40:00,54.4
2023-01-28 21:50:00,63.73
2023-01-28 23:00:00,73.23
2023-01-29 00:20:00,81.57
2023-01-29 01:30:00,88.37
2023-01-29 02:40:00,94.49
2023-01-29 03:50:00,100.49
2023-01-29 05:00:00,105.15
2023-01-29 06:10:00,110.52
2023-01-29 07:20:00,114.76
2023-01-29 08:30:00,117.36
2023-01-29 09:40:00,117.4
2023-01-29 10:50:00,112.1
2023-01-29 12:00:00,95.18
2023-01-29 13:10:00,74.73
2023-01-29 14:20:00,56.07
2023-01-29 15:30:00,42.07
2023-01-29 16:40:00,35.77
2023-01-29 17:50:00,34.89
2023-01-29 19:00:00,38.1
2023-01-29 20:10:00,45.46
2023-01-29 21:20:00,54.67
2023-01-29 22:30:00,64.52
2023-01-29 23:40:00,73.52
2023-01-30 01:10:00,83.88
2023-01-30 02:20:00,90.84
2023-01-30 03:30:00,97.2
2023-01-30 04:40:00,102.22
2023-01-30 05:50:00,106.29
2023-01-30 07:00:00,110.56
2023-01-30 08:10:00,113.65
2023-01-30 09:20:00,113.96
2023-01-30 10:30:00,109.64
2023-01-30 11:40:00,93.66
2023-01-30 12:50:00,70.55
2023-01-30 14:00:00,48.18
2023-01-30 15:10:00,29.44
2023-01-30 16:20:00,17.66
2023-01-30 17:30:00,14.26
2023-01-30 18:40:00,16.44
2023-01-30 19:50:00,23.13
2023-01-30 21:00:00,33.04
2023-01-30 22:10:00,43.42
2023-01-30 23:20:00,52.39
2023-01-31 00:40:00,61.45
2023-01-31 01:50:00,68.56
2023-01-31 03:00:00,74.53
2023-01-31 04:10:00,79.86
2023-01-31 05:20:00,84.77
2023-01-31 06:30:00,89.25
2023-01-31 07:40:00,92.73
2023-01-31 08:50:00,93.6
2023-01-31 10:00:00,91.98
2023-01-31 11:10:00,82.79
2023-01-31 12:20:00,64.53
2023-01-31 13:30:00,44.09
2023-01-31 14:40:00,27.16
2023-01-31 15:50:00,14.79
2023-01-31 17:00:00,10.24
2023-01-31 18:10:00,10.6
2023-01-31 19:20:00,15.35
2023-01-31 20:30:00,23.27
2023-01-31 21:40:00,32.29
2023-01-31 22:50:00,40.32
2023-02-01 00:10:00,50.32
2023-02-01 01:20:00,58.15
2023-02-01 02:30:00,64.91
2023-02-01 03:40:00,70.4
2023-02-01 04:50:00,74.9
2023-02-01 06:00:00,79.1
2023-02-01 07:10:00,82.42
2023-02-01 08:20:00,83.29
2023-02-01 09:30:00,83.29
2023-02-01 10:40:00,83.25
2023-02-01 11:50:00,80.44
2023-02-01 13:00:00,77.45
2023-02-01 14:10:00,71.95
2023-02-01 15:20:00,66.73
2023-02-01 16:30:00,62.72
2023-02-01 17:40:00,61.81
2023-02-01 18:50:00,61.57
2023-02-01 20:00:00,61.57
2023-02-01 21:10:00,61.57
2023-02-01 22:20:00,61.57
2023-02-01 23:30:00,61.57
2023-02-02 00:50:00,61.37
2023-02-02 02:00:00,60.66
2023-02-02 03:10:00,60.23
2023-02-02 04:20:00,60.15
2023-02-02 05:30:00,60.15
2023-02-02 06:40:00,60.15
2023-02-02 07:50:00,60.16
2023-02-02 09:00:00,60.19
2023-02-02 10:10:00,60.19
2023-02-02 11:20:00,60.19
2023-02-02 12:30:00,60.19
2023-02-02 13:40:00,60.19
2023-02-02 14:50:00,60.19
2023-02-02 16:00:00,60.19
2023-02-02 17:10:00,60.15
2023-02-02 18:20:00,60.15
2023-02-02 19:30:00,60.39
2023-02-02 20:40:00,62.49
2023-02-02 21:50:00,64.86
2023-02-02 23:00:00,69.13
2023-02-03 00:20:00,73.72
2023-02-03 01:30:00,76.24
2023-02-03 02:40:00,77.86
2023-02-03 03:50:00,78.93
2023-02-03 05:00:00,79.05
2023-02-03 06:10:00,79.09
2023-02-03 07:20:00,81.47
2023-02-03 08:30:00,83.41
2023-02-03 09:40:00,83.64
2023-02-03 10:50:00,82.33
2023-02-03 12:00:00,79.87
2023-02-03 13:10:00,70.75
2023-02-03 14:20:00,52.59
2023-02-03 15:30:00,39.48
2023-02-03 16:40:00,32.71
2023-02-03 17:50:00,31.84
2023-02-03 19:00:00,33.97
2023-02-03 20:10:00,38.42
2023-02-03 21:20:00,45.03
2023-02-03 22:30:00,53.06
2023-02-03 23:40:00,59.5
2023-02-04 01:00:00,63.74
2023-02-04 02:10:00,66.42
2023-02-04 03:20:00,67.6
2023-02-04 04:30:00,67.83
2023-02-04 05:40:00,69.17
2023-02-04 06:50:00,70.4
2023-02-04 08:00:00,70.95
2023-02-04 09:10:00,70.95
2023-02-04 10:20:00,70.95
2023-02-04 11:30:00,70.95
2023-02-04 12:40:00,70.91
2023-02-04 13:50:00,70.92
2023-02-04 15:00:00,70.92
2023-02-04 16:10:00,70.95
2023-02-04 17:20:00,70.35
2023-02-04 18:30:00,69.96
2023-02-04 19:40:00,69.96
2023-02-04 20:50:00,70
2023-02-04 22:00:00,71.15
2023-02-04 23:10:00,74.15
2023-02-05 00:30:00,79.58
2023-02-05 01:40:00,83.69
2023-02-05 02:50:00,87.53
2023-02-05 04:00:00,91.44
2023-02-05 05:10:00,95.15
2023-02-05 06:20:00,98.82
2023-02-05 07:30:00,101.91
2023-02-05 08:40:00,102.9
2023-02-05 09:50:00,102.86
2023-02-05 11:00:00,99.2
2023-02-05 12:10:00,96.14
2023-02-05 13:20:00,90.09
2023-02-05 14:30:00,79.22
2023-02-05 15:40:00,68.27
2023-02-05 16:50:00,60.31
2023-02-05 18:00:00,58.88
2023-02-05 19:10:00,59.39
2023-02-05 20:20:00,62.28
2023-02-05 21:30:00,66.39
2023-02-05 22:40:00,71.85
2023-02-05 23:50:00,78.09
2023-02-06 01:20:00,85.44
2023-02-06 02:30:00,90.4
2023-02-06 03:40:00,94.78
2023-02-06 04:50:00,98.61
2023-02-06 06:00:00,101.66
2023-02-06 07:10:00,104.5
2023-02-06 08:20:00,105.78
2023-02-06 09:30:00,105.81
2023-02-06 10:40:00,101.54
2023-02-06 11:50:00,84.03
2023-02-06 13:00:00,64.09
2023-02-06 14:10:00,54.51
2023-02-06 15:20:00,42.7
2023-02-06 16:30:00,34.16
2023-02-06 17:40:00,33.12
2023-02-06 18:50:00,35.19
2023-02-06 20:00:00,39.56
2023-02-06 21:10:00,45.86
2023-02-06 22:20:00,52.66
2023-02-06 23:30:00,59.63
2023-02-07 00:50:00,66.67
2023-02-07 02:00:00,72.49
2023-02-07 03:10:00,77.66
2023-02-07 04:20:00,81.18
2023-02-07 05:30:00,83.55
2023-02-07 06:40:00,84.79
2023-02-07 07:50:00,85.33
2023-02-07 09:00:00,85.33
2023-02-07 10:10:00,85.3
2023-02-07 11:20:00,83.87
2023-02-07 12:30:00,79.08
2023-02-07 13:40:00,69.93
2023-02-07 14:50:00,65.06
2023-02-07 16:00:00,62.52
2023-02-07 17:10:00,61.49
2023-02-07 18:20:00,61.49
2023-02-07 19:30:00,61.49
2023-02-07 20:40:00,61.65
2023-02-07 21:50:00,62.24
2023-02-07 23:00:00,63.23
2023-02-08 00:20:00,64.85
2023-02-08 01:30:00,65.92
2023-02-08 02:40:00,67.23
2023-02-08 03:50:00,68.73
2023-02-08 05:00:00,69.88
2023-02-08 06:10:00,70.83
2023-02-08 07:20:00,71.86
2023-02-08 08:30:00,72.13
2023-02-08 09:40:00,72.29
2023-02-08 10:50:00,72.33
2023-02-08 12:00:00,71.06
2023-02-08 13:10:00,67.72
2023-02-08 14:20:00,63.85
2023-02-08 15:30:00,62.54
2023-02-08 16:40:00,61.87
2023-02-08 17:50:00,61.87
2023-02-08 19:00:00,61.91
2023-02-08 20:10:00,62.18
2023-02-08 21:20:00,62.34
2023-02-08 22:30:00,62.78
2023-02-08 23:40:00,62.98
2023-02-09 01:00:00,63.73
2023-02-09 02:10:00,64.44
2023-02-09 03:20:00,65.19
2023-02-09 04:30:00,66.11
2023-02-09 05:40:00,67.77
2023-02-09 06:50:00,70.63
2023-02-09 08:00:00,71.77
2023-02-09 09:10:00,72.17
2023-02-09 10:20:00,72.21
2023-02-09 11:30:00,72.17
2023-02-09 12:40:00,70.9
2023-02-09 13:50:00,70.54
2023-02-09 15:00:00,64.16
2023-02-09 16:10:00,55.8
2023-02-09 17:20:00,52.7
2023-02-09 18:30:00,52.63
2023-02-09 19:40:00,53.26
2023-02-09 20:50:00,54.73
2023-02-09 22:00:00,57.19
2023-02-09 23:10:00,60.7
2023-02-10 00:30:00,63.08
2023-02-10 01:40:00,64.86
2023-02-10 02:50:00,66.56
2023-02-10 04:00:00,68.93
2023-02-10 05:10:00,71.03
2023-02-10 06:20:00,72.37
2023-02-10 07:30:00,73.45
