时间,位移量(mm)
2023-01-08 12:00:00,80.49
2023-01-08 13:10:00,80.1
2023-01-08 14:20:00,79.43
2023-01-08 15:30:00,78.76
2023-01-08 16:40:00,78.72
2023-01-08 17:50:00,78.72
2023-01-08 19:00:00,78.72
2023-01-08 20:10:00,79.32
2023-01-08 21:20:00,79.98
2023-01-08 22:30:00,80.42
2023-01-08 23:40:00,80.61
2023-01-09 01:00:00,80.65
2023-01-09 02:10:00,80.65
2023-01-09 03:20:00,80.69
2023-01-09 04:30:00,80.69
2023-01-09 05:40:00,80.69
2023-01-09 06:50:00,80.69
2023-01-09 08:00:00,80.7
2023-01-09 09:10:00,80.77
2023-01-09 10:20:00,80.81
2023-01-09 11:30:00,80.77
2023-01-09 12:40:00,80.58
2023-01-09 13:50:00,79.63
2023-01-09 15:00:00,78.84
2023-01-09 16:10:00,78.72
2023-01-09 17:20:00,78.69
2023-01-09 18:30:00,78.69
2023-01-09 19:40:00,79.4
2023-01-09 20:50:00,80.11
2023-01-09 22:00:00,80.34
2023-01-09 23:10:00,80.43
2023-01-10 00:30:00,80.54
2023-01-10 01:40:00,80.62
2023-01-10 02:50:00,80.7
2023-01-10 04:00:00,80.81
2023-01-10 05:10:00,80.85
2023-01-10 06:20:00,80.85
2023-01-10 07:30:00,80.86
2023-01-10 08:40:00,80.89
2023-01-10 09:50:00,80.97
2023-01-10 11:00:00,81.01
2023-01-10 12:10:00,80.93
2023-01-10 13:20:00,80.42
2023-01-10 14:30:00,79.12
2023-01-10 15:40:00,78.61
2023-01-10 16:50:00,78.61
2023-01-10 18:00:00,78.61
2023-01-10 19:10:00,79.16
2023-01-10 20:20:00,80.26
2023-01-10 21:30:00,80.62
2023-01-10 22:40:00,80.74
2023-01-10 23:50:00,80.77
2023-01-11 01:10:00,80.93
2023-01-11 02:20:00,81.09
2023-01-11 03:30:00,81.13
2023-01-11 04:40:00,81.17
2023-01-11 05:50:00,81.21
2023-01-11 07:00:00,81.21
2023-01-11 08:10:00,81.25
2023-01-11 09:20:00,81.25
2023-01-11 10:30:00,81.13
2023-01-11 11:40:00,80.66
2023-01-11 12:50:00,79.36
2023-01-11 14:00:00,78.65
2023-01-11 15:10:00,78.57
2023-01-11 16:20:00,78.53
2023-01-11 17:30:00,78.53
2023-01-11 18:40:00,78.53
2023-01-11 19:50:00,78.92
2023-01-11 21:00:00,79.87
2023-01-11 22:10:00,80.42
2023-01-11 23:20:00,80.46
2023-01-12 00:40:00,80.5
2023-01-12 01:50:00,80.5
2023-01-12 03:00:00,80.5
2023-01-12 04:10:00,80.5
2023-01-12 05:20:00,80.54
2023-01-12 06:30:00,80.54
2023-01-12 07:40:00,80.54
2023-01-12 08:50:00,80.54
2023-01-12 10:00:00,80.54
2023-01-12 11:10:00,80.46
2023-01-12 12:20:00,80.34
2023-01-12 13:30:00,80.15
2023-01-12 14:40:00,79.91
2023-01-12 15:50:00,79.75
2023-01-12 17:00:00,79.75
2023-01-12 18:10:00,79.71
2023-01-12 19:20:00,79.72
2023-01-12 20:30:00,79.79
2023-01-12 21:40:00,80.62
2023-01-12 22:50:00,81.05
2023-01-13 00:10:00,81.17
2023-01-13 01:20:00,81.17
2023-01-13 02:30:00,81.17
2023-01-13 03:40:00,81.17
2023-01-13 04:50:00,81.17
2023-01-13 06:00:00,81.21
2023-01-13 07:10:00,81.29
2023-01-13 08:20:00,81.37
2023-01-13 09:30:00,81.33
2023-01-13 10:40:00,80.85
2023-01-13 11:50:00,80.18
2023-01-13 13:00:00,79.55
2023-01-13 14:10:00,79.31
2023-01-13 15:20:00,79
2023-01-13 16:30:00,78.88
2023-01-13 17:40:00,78.84
2023-01-13 18:50:00,78.84
2023-01-13 20:00:00,78.84
2023-01-13 21:10:00,78.84
2023-01-13 22:20:00,78.84
2023-01-13 23:30:00,78.84
2023-01-14 00:50:00,79.04
2023-01-14 02:00:00,79.28
2023-01-14 03:10:00,79.39
2023-01-14 04:20:00,79.48
2023-01-14 05:30:00,79.63
2023-01-14 06:40:00,79.71
2023-01-14 07:50:00,79.79
2023-01-14 09:00:00,80.02
2023-01-14 10:10:00,80.54
2023-01-14 11:20:00,81.13
2023-01-14 12:30:00,81.45
2023-01-14 13:40:00,81.68
2023-01-14 14:50:00,81.92
2023-01-14 16:00:00,82.07
2023-01-14 17:10:00,82.23
2023-01-14 18:20:00,82.23
2023-01-14 19:30:00,82.23
2023-01-14 20:40:00,82.23
2023-01-14 21:50:00,82.23
2023-01-14 23:00:00,82.27
2023-01-15 00:20:00,82.27
2023-01-15 01:30:00,82.27
2023-01-15 02:40:00,82.31
2023-01-15 03:50:00,82.31
2023-01-15 05:00:00,82.31
2023-01-15 06:10:00,82.31
2023-01-15 07:20:00,82.35
2023-01-15 08:30:00,82.35
2023-01-15 09:40:00,82.35
2023-01-15 10:50:00,82.35
2023-01-15 12:00:00,82.35
2023-01-15 13:10:00,82.35
2023-01-15 14:20:00,82.35
2023-01-15 15:30:00,82.35
2023-01-15 16:40:00,82.35
2023-01-15 17:50:00,82.35
2023-01-15 19:00:00,82.35
2023-01-15 20:10:00,82.35
2023-01-15 21:20:00,82.35
2023-01-15 22:30:00,82.35
2023-01-15 23:40:00,82.35
2023-01-16 01:00:00,82.35
2023-01-16 02:10:00,82.35
2023-01-16 03:20:00,82.39
2023-01-16 04:30:00,82.38
2023-01-16 05:40:00,82.39
2023-01-16 06:50:00,82.35
2023-01-16 08:00:00,82.35
2023-01-16 09:10:00,82.35
2023-01-16 10:20:00,82.35
2023-01-16 11:30:00,82.35
2023-01-16 12:40:00,82.35
2023-01-16 13:50:00,82.31
2023-01-16 15:00:00,82.27
2023-01-16 16:10:00,82.27
2023-01-16 17:20:00,82.23
2023-01-16 18:30:00,82.23
2023-01-16 19:40:00,82.23
2023-01-16 20:50:00,82.23
2023-01-16 22:00:00,82.23
2023-01-16 23:10:00,82.23
2023-01-17 00:30:00,82.23
2023-01-17 01:40:00,82.23
2023-01-17 02:50:00,82.24
2023-01-17 04:00:00,82.27
2023-01-17 05:10:00,82.27
2023-01-17 06:20:00,82.27
2023-01-17 07:30:00,82.23
2023-01-17 08:40:00,82.23
2023-01-17 09:50:00,82.24
2023-01-17 11:00:00,82.23
2023-01-17 12:10:00,82.19
2023-01-17 13:20:00,81.88
2023-01-17 14:30:00,80.37
2023-01-17 15:40:00,79.51
2023-01-17 16:50:00,79.47
2023-01-17 18:00:00,79.47
2023-01-17 19:10:00,79.44
2023-01-17 20:20:00,79.47
2023-01-17 21:30:00,79.47
2023-01-17 22:40:00,79.59
2023-01-17 23:50:00,79.83
2023-01-18 01:10:00,79.83
2023-01-18 02:20:00,79.87
2023-01-18 03:30:00,79.94
2023-01-18 04:40:00,79.94
2023-01-18 05:50:00,79.99
2023-01-18 07:00:00,80.34
2023-01-18 08:10:00,80.42
2023-01-18 09:20:00,80.46
2023-01-18 10:30:00,80.46
2023-01-18 11:40:00,80.26
2023-01-18 12:50:00,79.87
2023-01-18 14:00:00,78.65
2023-01-18 15:10:00,78.25
2023-01-18 16:20:00,78.21
2023-01-18 17:30:00,78.21
2023-01-18 18:40:00,78.21
2023-01-18 19:50:00,78.21
2023-01-18 21:00:00,78.21
2023-01-18 22:10:00,78.25
2023-01-18 23:20:00,78.26
2023-01-19 00:40:00,78.61
2023-01-19 01:50:00,79.08
2023-01-19 03:00:00,79.67
2023-01-19 04:10:00,80.11
2023-01-19 05:20:00,80.26
2023-01-19 06:30:00,80.38
2023-01-19 07:40:00,80.42
2023-01-19 08:50:00,80.42
2023-01-19 10:00:00,80.42
2023-01-19 11:10:00,79.79
2023-01-19 12:20:00,78.37
2023-01-19 13:30:00,78.17
2023-01-19 14:40:00,77.97
2023-01-19 15:50:00,77.9
2023-01-19 17:00:00,77.9
2023-01-19 18:10:00,77.94
2023-01-19 19:20:00,78.33
2023-01-19 20:30:00,79.31
2023-01-19 21:40:00,79.71
2023-01-19 22:50:00,79.82
2023-01-20 00:10:00,79.98
2023-01-20 01:20:00,80.1
2023-01-20 02:30:00,80.17
2023-01-20 03:40:00,80.3
2023-01-20 04:50:00,80.45
2023-01-20 06:00:00,80.61
2023-01-20 07:10:00,80.76
2023-01-20 08:20:00,80.8
2023-01-20 09:30:00,80.8
2023-01-20 10:40:00,80.57
2023-01-20 11:50:00,80.33
2023-01-20 13:00:00,79.66
2023-01-20 14:10:00,79.22
2023-01-20 15:20:00,78.99
2023-01-20 16:30:00,78.87
2023-01-20 17:40:00,78.87
2023-01-20 18:50:00,78.87
2023-01-20 20:00:00,78.83
2023-01-20 21:10:00,78.83
2023-01-20 22:20:00,78.83
2023-01-20 23:30:00,78.83
2023-01-21 00:50:00,78.83
2023-01-21 02:00:00,78.83
2023-01-21 03:10:00,78.83
2023-01-21 04:20:00,78.95
2023-01-21 05:30:00,79.11
2023-01-21 06:40:00,79.31
2023-01-21 07:50:00,79.47
2023-01-21 09:00:00,79.5
2023-01-21 10:10:00,79.5
2023-01-21 11:20:00,79.5
2023-01-21 12:30:00,79.38
2023-01-21 13:40:00,78.91
2023-01-21 14:50:00,78.71
2023-01-21 16:00:00,78.67
2023-01-21 17:10:00,78.64
2023-01-21 18:20:00,78.64
2023-01-21 19:30:00,78.64
2023-01-21 20:40:00,78.64
2023-01-21 21:50:00,78.64
2023-01-21 23:00:00,78.64
2023-01-22 00:20:00,78.64
2023-01-22 01:30:00,78.68
2023-01-22 02:40:00,78.72
2023-01-22 03:50:00,78.8
2023-01-22 05:00:00,78.99
2023-01-22 06:10:00,79.35
2023-01-22 07:20:00,79.78
2023-01-22 08:30:00,79.9
2023-01-22 09:40:00,79.9
2023-01-22 10:50:00,79.9
2023-01-22 12:00:00,79.74
2023-01-22 13:10:00,78.75
2023-01-22 14:20:00,78.44
2023-01-22 15:30:00,78.44
2023-01-22 16:40:00,78.44
2023-01-22 17:50:00,78.44
2023-01-22 19:00:00,78.44
2023-01-22 20:10:00,78.44
2023-01-22 21:20:00,78.44
2023-01-22 22:30:00,78.48
2023-01-22 23:40:00,78.64
2023-01-23 01:00:00,78.91
2023-01-23 02:10:00,79.23
2023-01-23 03:20:00,79.43
2023-01-23 04:30:00,79.58
2023-01-23 05:40:00,79.74
2023-01-23 06:50:00,79.85
2023-01-23 08:00:00,79.93
2023-01-23 09:10:00,79.93
2023-01-23 10:20:00,79.93
2023-01-23 11:30:00,79.93
2023-01-23 12:40:00,79.61
2023-01-23 13:50:00,79.07
2023-01-23 15:00:00,78.6
2023-01-23 16:10:00,78.56
2023-01-23 17:20:00,78.52
2023-01-23 18:30:00,78.52
2023-01-23 19:40:00,78.52
2023-01-23 20:50:00,78.56
2023-01-23 22:00:00,78.72
2023-01-23 23:10:00,79.27
2023-01-24 00:30:00,80.05
2023-01-24 01:40:00,80.49
2023-01-24 02:50:00,80.89
2023-01-24 04:00:00,80.92
2023-01-24 05:10:00,80.92
2023-01-24 06:20:00,80.96
2023-01-24 07:30:00,80.96
2023-01-24 08:40:00,80.97
2023-01-24 09:50:00,80.96
2023-01-24 11:00:00,80.92
2023-01-24 12:10:00,79.39
2023-01-24 13:20:00,78.71
2023-01-24 14:30:00,78.64
2023-01-24 15:40:00,78.64
2023-01-24 16:50:00,78.64
2023-01-24 18:00:00,78.64
2023-01-24 19:10:00,78.68
2023-01-24 20:20:00,78.68
2023-01-24 21:30:00,79.27
2023-01-24 22:40:00,79.97
2023-01-24 23:50:00,80.45
2023-01-25 01:10:00,80.53
2023-01-25 02:20:00,80.57
2023-01-25 03:30:00,80.61
2023-01-25 04:40:00,80.65
2023-01-25 05:50:00,80.65
2023-01-25 07:00:00,80.68
2023-01-25 08:10:00,80.68
2023-01-25 09:20:00,80.68
2023-01-25 10:30:00,80.61
2023-01-25 11:40:00,80.61
2023-01-25 12:50:00,80.02
2023-01-25 14:00:00,79.03
2023-01-25 15:10:00,78.6
2023-01-25 16:20:00,78.56
2023-01-25 17:30:00,78.56
2023-01-25 18:40:00,78.52
2023-01-25 19:50:00,78.56
2023-01-25 21:00:00,78.88
2023-01-25 22:10:00,79.35
2023-01-25 23:20:00,79.75
2023-01-26 00:40:00,80.06
2023-01-26 01:50:00,80.14
2023-01-26 03:00:00,80.18
2023-01-26 04:10:00,80.22
2023-01-26 05:20:00,80.3
2023-01-26 06:30:00,80.3
2023-01-26 07:40:00,80.3
2023-01-26 08:50:00,80.3
2023-01-26 10:00:00,80.3
2023-01-26 11:10:00,80.22
2023-01-26 12:20:00,80.14
2023-01-26 13:30:00,79.31
2023-01-26 14:40:00,78.8
2023-01-26 15:50:00,78.53
2023-01-26 17:00:00,78.45
2023-01-26 18:10:00,78.45
2023-01-26 19:20:00,78.45
2023-01-26 20:30:00,78.44
2023-01-26 21:40:00,78.41
2023-01-26 22:50:00,78.41
2023-01-27 00:10:00,78.45
2023-01-27 01:20:00,78.53
2023-01-27 02:30:00,79.24
2023-01-27 03:40:00,79.71
2023-01-27 04:50:00,80.18
2023-01-27 06:00:00,80.34
2023-01-27 07:10:00,80.34
2023-01-27 08:20:00,80.38
2023-01-27 09:30:00,80.38
2023-01-27 10:40:00,78.99
2023-01-27 11:50:00,77.46
2023-01-27 13:00:00,77.38
2023-01-27 14:10:00,77.34
2023-01-27 15:20:00,77.34
2023-01-27 16:30:00,77.22
2023-01-27 17:40:00,77.22
2023-01-27 18:50:00,77.39
2023-01-27 20:00:00,78.49
2023-01-27 21:10:00,79.12
2023-01-27 22:20:00,79.31
2023-01-27 23:30:00,79.47
2023-01-28 00:50:00,79.63
2023-01-28 02:00:00,79.82
2023-01-28 03:10:00,79.94
2023-01-28 04:20:00,80.1
2023-01-28 05:30:00,80.26
2023-01-28 06:40:00,80.41
2023-01-28 07:50:00,80.49
2023-01-28 09:00:00,80.53
2023-01-28 10:10:00,80.37
2023-01-28 11:20:00,78.75
2023-01-28 12:30:00,78.4
2023-01-28 13:40:00,78.25
2023-01-28 14:50:00,78.13
2023-01-28 16:00:00,77.97
2023-01-28 17:10:00,77.97
2023-01-28 18:20:00,78.01
2023-01-28 19:30:00,78.4
2023-01-28 20:40:00,79.47
2023-01-28 21:50:00,79.75
2023-01-28 23:00:00,79.94
2023-01-29 00:20:00,80.06
2023-01-29 01:30:00,80.21
2023-01-29 02:40:00,80.41
2023-01-29 03:50:00,80.65
2023-01-29 05:00:00,80.84
2023-01-29 06:10:00,81.04
2023-01-29 07:20:00,81.2
2023-01-29 08:30:00,81.32
2023-01-29 09:40:00,81.32
2023-01-29 10:50:00,80.41
2023-01-29 12:00:00,79.27
2023-01-29 13:10:00,79.11
2023-01-29 14:20:00,78.83
2023-01-29 15:30:00,78.52
2023-01-29 16:40:00,78.4
2023-01-29 17:50:00,78.4
2023-01-29 19:00:00,78.68
2023-01-29 20:10:00,79.66
2023-01-29 21:20:00,80.13
2023-01-29 22:30:00,80.33
2023-01-29 23:40:00,80.45
2023-01-30 01:10:00,80.61
2023-01-30 02:20:00,80.76
2023-01-30 03:30:00,81
2023-01-30 04:40:00,81.12
2023-01-30 05:50:00,81.28
2023-01-30 07:00:00,81.44
2023-01-30 08:10:00,81.59
2023-01-30 09:20:00,81.59
2023-01-30 10:30:00,81
2023-01-30 11:40:00,79.54
2023-01-30 12:50:00,79.42
2023-01-30 14:00:00,78.83
2023-01-30 15:10:00,78.24
2023-01-30 16:20:00,77.49
2023-01-30 17:30:00,77.38
2023-01-30 18:40:00,77.46
2023-01-30 19:50:00,78.28
2023-01-30 21:00:00,79.08
2023-01-30 22:10:00,79.35
2023-01-30 23:20:00,79.55
2023-01-31 00:40:00,79.71
2023-01-31 01:50:00,79.9
2023-01-31 03:00:00,80.1
2023-01-31 04:10:00,80.33
2023-01-31 05:20:00,80.53
2023-01-31 06:30:00,80.77
2023-01-31 07:40:00,81.12
2023-01-31 08:50:00,81.16
2023-01-31 10:00:00,81
2023-01-31 11:10:00,79.5
2023-01-31 12:20:00,78.99
2023-01-31 13:30:00,78.64
2023-01-31 14:40:00,78.44
2023-01-31 15:50:00,77.93
2023-01-31 17:00:00,77.81
2023-01-31 18:10:00,77.77
2023-01-31 19:20:00,78.28
2023-01-31 20:30:00,79.35
2023-01-31 21:40:00,79.58
2023-01-31 22:50:00,79.78
2023-02-01 00:10:00,79.9
2023-02-01 01:20:00,80.02
2023-02-01 02:30:00,80.17
2023-02-01 03:40:00,80.33
2023-02-01 04:50:00,80.49
2023-02-01 06:00:00,80.65
2023-02-01 07:10:00,80.76
2023-02-01 08:20:00,80.77
2023-02-01 09:30:00,80.8
2023-02-01 10:40:00,80.72
2023-02-01 11:50:00,80.52
2023-02-01 13:00:00,79.97
2023-02-01 14:10:00,79.5
2023-02-01 15:20:00,79.19
2023-02-01 16:30:00,79.18
2023-02-01 17:40:00,79.18
2023-02-01 18:50:00,79.18
2023-02-01 20:00:00,79.18
2023-02-01 21:10:00,79.15
2023-02-01 22:20:00,79.11
2023-02-01 23:30:00,79.11
2023-02-02 00:50:00,79.11
2023-02-02 02:00:00,79.11
2023-02-02 03:10:00,79.11
2023-02-02 04:20:00,79.11
2023-02-02 05:30:00,79.11
2023-02-02 06:40:00,79.11
2023-02-02 07:50:00,79.11
2023-02-02 09:00:00,79.11
2023-02-02 10:10:00,79.11
2023-02-02 11:20:00,79.11
2023-02-02 12:30:00,79.11
2023-02-02 13:40:00,79.11
2023-02-02 14:50:00,79.11
2023-02-02 16:00:00,79.11
2023-02-02 17:10:00,79.11
2023-02-02 18:20:00,79.11
2023-02-02 19:30:00,79.19
2023-02-02 20:40:00,79.19
2023-02-02 21:50:00,79.38
2023-02-02 23:00:00,80.1
2023-02-03 00:20:00,80.61
2023-02-03 01:30:00,80.88
2023-02-03 02:40:00,80.96
2023-02-03 03:50:00,81
2023-02-03 05:00:00,81
2023-02-03 06:10:00,81
2023-02-03 07:20:00,81
2023-02-03 08:30:00,81
2023-02-03 09:40:00,81
2023-02-03 10:50:00,80.88
2023-02-03 12:00:00,80.8
2023-02-03 13:10:00,79.11
2023-02-03 14:20:00,78.91
2023-02-03 15:30:00,78.75
2023-02-03 16:40:00,78.71
2023-02-03 17:50:00,78.71
2023-02-03 19:00:00,78.71
2023-02-03 20:10:00,79.78
2023-02-03 21:20:00,80.57
2023-02-03 22:30:00,80.69
2023-02-03 23:40:00,80.77
2023-02-04 01:00:00,80.81
2023-02-04 02:10:00,80.84
2023-02-04 03:20:00,80.84
2023-02-04 04:30:00,80.84
2023-02-04 05:40:00,80.84
2023-02-04 06:50:00,80.84
2023-02-04 08:00:00,80.84
2023-02-04 09:10:00,80.84
2023-02-04 10:20:00,80.84
2023-02-04 11:30:00,80.84
2023-02-04 12:40:00,80.84
2023-02-04 13:50:00,80.84
2023-02-04 15:00:00,80.84
2023-02-04 16:10:00,80.84
2023-02-04 17:20:00,80.84
2023-02-04 18:30:00,80.84
2023-02-04 19:40:00,80.84
2023-02-04 20:50:00,80.85
2023-02-04 22:00:00,80.97
2023-02-04 23:10:00,81.24
2023-02-05 00:30:00,81.32
2023-02-05 01:40:00,81.36
2023-02-05 02:50:00,81.44
2023-02-05 04:00:00,81.44
2023-02-05 05:10:00,81.48
2023-02-05 06:20:00,81.52
2023-02-05 07:30:00,81.59
2023-02-05 08:40:00,81.63
2023-02-05 09:50:00,81.59
2023-02-05 11:00:00,81.32
2023-02-05 12:10:00,80.33
2023-02-05 13:20:00,79.62
2023-02-05 14:30:00,79.23
2023-02-05 15:40:00,79.18
2023-02-05 16:50:00,78.95
2023-02-05 18:00:00,78.91
2023-02-05 19:10:00,78.95
2023-02-05 20:20:00,78.96
2023-02-05 21:30:00,79.86
2023-02-05 22:40:00,80.61
2023-02-05 23:50:00,80.77
2023-02-06 01:20:00,80.84
2023-02-06 02:30:00,80.88
2023-02-06 03:40:00,80.88
2023-02-06 04:50:00,80.92
2023-02-06 06:00:00,81.04
2023-02-06 07:10:00,81.08
2023-02-06 08:20:00,81.12
2023-02-06 09:30:00,81.08
2023-02-06 10:40:00,80.25
2023-02-06 11:50:00,79.22
2023-02-06 13:00:00,78.95
2023-02-06 14:10:00,78.67
2023-02-06 15:20:00,78.44
2023-02-06 16:30:00,78.24
2023-02-06 17:40:00,78.2
2023-02-06 18:50:00,78.2
2023-02-06 20:00:00,78.99
2023-02-06 21:10:00,79.78
2023-02-06 22:20:00,79.97
2023-02-06 23:30:00,80.1
2023-02-07 00:50:00,80.18
2023-02-07 02:00:00,80.25
2023-02-07 03:10:00,80.37
2023-02-07 04:20:00,80.45
2023-02-07 05:30:00,80.53
2023-02-07 06:40:00,80.57
2023-02-07 07:50:00,80.6
2023-02-07 09:00:00,80.6
2023-02-07 10:10:00,80.48
2023-02-07 11:20:00,80.17
2023-02-07 12:30:00,79.02
2023-02-07 13:40:00,78.56
2023-02-07 14:50:00,78.51
2023-02-07 16:00:00,78.48
2023-02-07 17:10:00,78.47
2023-02-07 18:20:00,78.44
2023-02-07 19:30:00,78.44
2023-02-07 20:40:00,78.48
2023-02-07 21:50:00,78.72
2023-02-07 23:00:00,79.07
2023-02-08 00:20:00,79.74
2023-02-08 01:30:00,80.3
2023-02-08 02:40:00,80.81
2023-02-08 03:50:00,80.92
2023-02-08 05:00:00,81.01
2023-02-08 06:10:00,81.12
2023-02-08 07:20:00,81.16
2023-02-08 08:30:00,81.16
2023-02-08 09:40:00,81.2
2023-02-08 10:50:00,81.2
2023-02-08 12:00:00,81.12
2023-02-08 13:10:00,80.05
2023-02-08 14:20:00,79.46
2023-02-08 15:30:00,79.42
2023-02-08 16:40:00,79.42
2023-02-08 17:50:00,79.42
2023-02-08 19:00:00,79.42
2023-02-08 20:10:00,79.42
2023-02-08 21:20:00,79.42
2023-02-08 22:30:00,79.42
2023-02-08 23:40:00,79.42
2023-02-09 01:00:00,79.42
2023-02-09 02:10:00,79.42
2023-02-09 03:20:00,79.43
2023-02-09 04:30:00,79.54
2023-02-09 05:40:00,80.21
2023-02-09 06:50:00,80.49
2023-02-09 08:00:00,80.52
2023-02-09 09:10:00,80.52
2023-02-09 10:20:00,80.56
2023-02-09 11:30:00,80.52
2023-02-09 12:40:00,80.45
2023-02-09 13:50:00,80.45
2023-02-09 15:00:00,79.1
2023-02-09 16:10:00,78.63
2023-02-09 17:20:00,78.59
2023-02-09 18:30:00,78.55
2023-02-09 19:40:00,78.56
2023-02-09 20:50:00,78.83
2023-02-09 22:00:00,80.13
2023-02-09 23:10:00,80.76
2023-02-10 00:30:00,80.95
2023-02-10 01:40:00,81.15
2023-02-10 02:50:00,81.27
2023-02-10 04:00:00,81.31
2023-02-10 05:10:00,81.35
2023-02-10 06:20:00,81.35
2023-02-10 07:30:00,81.35
