时间,索力值(kN)
2023-01-01 01:10:00,5685.082
2023-01-01 02:20:00,5684.434
2023-01-01 03:30:00,5684.13
2023-01-01 04:40:00,5683.986
2023-01-01 05:50:00,5683.842
2023-01-01 07:00:00,5683.946
2023-01-01 08:10:00,5683.906
2023-01-01 09:20:00,5683.93
2023-01-01 10:30:00,5684.314
2023-01-01 11:40:00,5684.546
2023-01-01 12:50:00,5684.698
2023-01-01 14:00:00,5684.786
2023-01-01 15:10:00,5684.858
2023-01-01 16:20:00,5684.946
2023-01-01 17:30:00,5684.978
2023-01-01 18:40:00,5684.866
2023-01-01 19:50:00,5684.946
2023-01-01 21:00:00,5684.81
2023-01-01 22:10:00,5684.61
2023-01-01 23:20:00,5684.578
2023-01-02 00:40:00,5684.578
2023-01-02 02:00:00,5684.41
2023-01-02 03:10:00,5684.114
2023-01-02 04:20:00,5684.018
2023-01-02 05:30:00,5683.994
2023-01-02 06:40:00,5683.93
2023-01-02 07:50:00,5684.002
2023-01-02 09:00:00,5684.17
2023-01-02 10:10:00,5684.394
2023-01-02 11:30:00,5684.546
2023-01-02 12:40:00,5684.858
2023-01-02 13:50:00,5685.25
2023-01-02 15:00:00,5684.898
2023-01-02 16:10:00,5684.994
2023-01-02 17:20:00,5685.058
2023-01-02 18:30:00,5684.706
2023-01-02 19:40:00,5684.586
2023-01-02 20:50:00,5684.266
2023-01-02 22:00:00,5684.114
2023-01-02 23:10:00,5684.002
2023-01-03 00:30:00,5683.858
2023-01-03 01:40:00,5683.666
2023-01-03 02:50:00,5683.754
2023-01-03 04:00:00,5683.61
2023-01-03 05:10:00,5683.586
2023-01-03 06:20:00,5683.746
2023-01-03 07:30:00,5683.826
2023-01-03 08:40:00,5683.858
2023-01-03 09:50:00,5684.242
2023-01-03 11:00:00,5684.306
2023-01-03 12:10:00,5684.85
2023-01-03 13:20:00,5685.162
2023-01-03 14:30:00,5685.41
2023-01-03 15:40:00,5685.602
2023-01-03 16:50:00,5685.578
2023-01-03 18:00:00,5685.498
2023-01-03 19:10:00,5685.41
2023-01-03 20:20:00,5685.322
2023-01-03 21:30:00,5685.058
2023-01-03 22:40:00,5684.938
2023-01-03 23:50:00,5684.738
2023-01-04 01:10:00,5684.546
2023-01-04 02:20:00,5684.418
2023-01-04 03:30:00,5684.37
2023-01-04 04:40:00,5684.258
2023-01-04 05:50:00,5684.29
2023-01-04 07:00:00,5684.338
2023-01-04 08:10:00,5684.402
2023-01-04 09:20:00,5684.474
