时间,挠度(mm)
2023-01-20 18:40:00,-47.29
2023-01-20 19:30:00,-48.63
2023-01-20 20:20:00,-48.33
2023-01-20 21:20:00,-48.29
2023-01-20 22:10:00,-47.69
2023-01-20 23:00:00,-47.33
2023-01-20 23:50:00,-45.29
2023-01-21 00:50:00,-46.68
2023-01-21 01:40:00,-45.18
2023-01-21 02:30:00,-48.29
2023-01-21 03:20:00,-50.68
2023-01-21 04:10:00,-49.93
2023-01-21 05:00:00,-47.9
2023-01-21 05:50:00,-48.02
2023-01-21 06:40:00,-48.6
2023-01-21 07:30:00,-52.01
2023-01-21 08:20:00,-48.09
2023-01-21 09:10:00,-51.78
2023-01-21 10:00:00,-48.85
2023-01-21 10:50:00,-51.91
2023-01-21 11:40:00,-50.73
2023-01-21 12:30:00,-48.83
2023-01-21 13:20:00,-47.17
2023-01-21 14:10:00,-45.64
2023-01-21 15:00:00,-46.19
2023-01-21 16:50:00,-45.57
2023-01-21 17:40:00,-46.51
2023-01-21 18:30:00,-43.76
2023-01-21 19:20:00,-44.51
2023-01-21 20:10:00,-43.53
2023-01-21 21:00:00,-43.67
2023-01-21 21:50:00,-43.57
2023-01-21 22:40:00,-45.6
2023-01-21 23:30:00,-44.63
2023-01-22 00:40:00,-47.16
2023-01-22 01:30:00,-47.06
2023-01-22 02:20:00,-48.21
2023-01-22 03:10:00,-47.89
2023-01-22 04:00:00,-46.28
2023-01-22 04:50:00,-47.19
2023-01-22 06:00:00,-45.46
2023-01-22 06:50:00,-50.26
2023-01-22 07:40:00,-48.16
2023-01-22 08:30:00,-50.15
2023-01-22 09:20:00,-51.24
2023-01-22 10:10:00,-46.58
2023-01-22 11:00:00,-46.18
2023-01-22 11:50:00,-48.39
2023-01-22 13:00:00,-48
2023-01-22 13:50:00,-42.62
2023-01-22 14:40:00,-44.24
2023-01-22 15:30:00,-42.05
2023-01-22 16:20:00,-40.1
2023-01-22 17:10:00,-39.46
2023-01-22 18:00:00,-42.33
2023-01-22 18:50:00,-38.41
2023-01-22 19:40:00,-42.7
2023-01-22 20:30:00,-40.91
2023-01-22 21:20:00,-38.6
2023-01-22 22:10:00,-42.16
2023-01-22 23:00:00,-40.07
2023-01-22 23:50:00,-39.98
2023-01-23 00:50:00,-44.24
2023-01-23 01:40:00,-45.48
2023-01-23 02:30:00,-43.33
2023-01-23 03:20:00,-45.27
2023-01-23 04:10:00,-43.45
2023-01-23 05:00:00,-45.59
2023-01-23 05:50:00,-46.75
2023-01-23 06:40:00,-45.13
2023-01-23 07:30:00,-46.37
2023-01-23 08:20:00,-44.13
2023-01-23 09:10:00,-44.46
2023-01-23 10:00:00,-44.01
2023-01-23 10:50:00,-46.84
2023-01-23 11:40:00,-43.73
2023-01-23 12:30:00,-45.7
2023-01-23 13:20:00,-43.16
2023-01-23 14:10:00,-39.62
2023-01-23 15:00:00,-39.67
2023-01-23 15:50:00,-41.9
2023-01-23 16:40:00,-40.04
2023-01-23 17:30:00,-39.81
2023-01-23 18:20:00,-38.59
2023-01-23 19:10:00,-38.44
2023-01-23 20:00:00,-38.31
2023-01-23 20:50:00,-36.92
2023-01-23 21:40:00,-36.95
2023-01-23 22:30:00,-41.38
2023-01-23 23:20:00,-41.71
2023-01-24 00:20:00,-42.31
2023-01-24 01:10:00,-43.96
2023-01-24 02:00:00,-45.44
2023-01-24 02:50:00,-46.94
2023-01-24 03:40:00,-48.23
2023-01-24 05:00:00,-44.57
2023-01-24 05:50:00,-47.28
2023-01-24 06:40:00,-50.11
2023-01-24 07:40:00,-51.64
2023-01-24 08:30:00,-53.28
2023-01-24 09:20:00,-49.45
2023-01-24 10:10:00,-52.22
2023-01-24 11:00:00,-48.91
2023-01-24 12:20:00,-48.31
2023-01-24 13:10:00,-44.18
2023-01-24 14:00:00,-45.3
2023-01-24 14:50:00,-40.57
2023-01-24 15:40:00,-41.58
2023-01-24 16:30:00,-41.61
2023-01-24 17:20:00,-39.51
2023-01-24 18:10:00,-38.93
2023-01-24 19:00:00,-38.2
2023-01-24 19:50:00,-42.04
2023-01-24 20:40:00,-41.6
2023-01-24 21:30:00,-40.52
2023-01-24 22:20:00,-45.39
2023-01-24 23:10:00,-46.97
2023-01-25 00:10:00,-46.83
2023-01-25 01:00:00,-48.26
2023-01-25 01:50:00,-48.64
2023-01-25 03:10:00,-50.11
2023-01-25 04:00:00,-54.53
2023-01-25 04:50:00,-53.1
2023-01-25 05:40:00,-55.91
2023-01-25 06:30:00,-57.35
2023-01-25 07:20:00,-54.09
2023-01-25 08:10:00,-55.7
2023-01-25 09:00:00,-57.48
2023-01-25 09:50:00,-55.08
2023-01-25 10:40:00,-54.88
2023-01-25 11:30:00,-52.55
2023-01-25 12:20:00,-51.58
2023-01-25 13:10:00,-52.62
2023-01-25 14:00:00,-49.72
2023-01-25 14:50:00,-50.21
2023-01-25 15:40:00,-47.21
2023-01-25 16:30:00,-43.91
2023-01-25 17:20:00,-45.65
2023-01-25 18:10:00,-43.29
2023-01-25 19:00:00,-43.94
2023-01-25 19:50:00,-42.16
2023-01-25 20:40:00,-43.95
2023-01-25 21:30:00,-47.48
2023-01-25 22:20:00,-46.37
2023-01-25 23:10:00,-46.53
2023-01-26 00:10:00,-51.82
2023-01-26 01:10:00,-51.77
2023-01-26 02:00:00,-53.67
2023-01-26 02:50:00,-53.17
2023-01-26 03:40:00,-54.02
2023-01-26 04:30:00,-51.11
2023-01-26 05:20:00,-56.2
2023-01-26 06:10:00,-55.32
2023-01-26 07:00:00,-51.09
2023-01-26 07:50:00,-51.39
2023-01-26 08:40:00,-53.68
2023-01-26 09:30:00,-52.37
2023-01-26 10:20:00,-54.02
2023-01-26 11:10:00,-51.2
2023-01-26 12:00:00,-53.04
2023-01-26 12:50:00,-49.59
2023-01-26 13:40:00,-51.41
2023-01-26 15:10:00,-47.62
2023-01-26 16:00:00,-48.24
2023-01-26 16:50:00,-42.98
2023-01-26 17:40:00,-42.41
2023-01-26 18:30:00,-43
2023-01-26 19:20:00,-44.23
2023-01-26 20:10:00,-42.51
2023-01-26 21:00:00,-45.29
2023-01-26 21:50:00,-41.38
2023-01-26 22:40:00,-44.72
2023-01-26 23:30:00,-45.95
2023-01-27 00:30:00,-43.71
2023-01-27 01:20:00,-48.08
2023-01-27 02:30:00,-49.4
2023-01-27 03:20:00,-47.3
2023-01-27 04:10:00,-52.7
2023-01-27 05:00:00,-53.63
2023-01-27 05:50:00,-49.75
2023-01-27 06:40:00,-51.36
2023-01-27 07:30:00,-52.91
2023-01-27 08:20:00,-53.79
2023-01-27 09:10:00,-55.59
2023-01-27 10:00:00,-56.74
2023-01-27 10:50:00,-53.83
2023-01-27 11:40:00,-50.63
2023-01-27 12:30:00,-51.08
2023-01-27 13:20:00,-45.7
2023-01-27 14:10:00,-39.07
2023-01-27 15:00:00,-36.54
2023-01-27 15:50:00,-36.14
2023-01-27 17:00:00,-29.98
2023-01-27 17:50:00,-31.42
2023-01-27 18:40:00,-32.14
2023-01-27 19:30:00,-30.87
2023-01-27 20:20:00,-31.82
2023-01-27 21:10:00,-34.56
2023-01-27 22:00:00,-39.39
2023-01-27 22:50:00,-40.2
2023-01-27 23:40:00,-43.74
2023-01-28 00:40:00,-43.79
2023-01-28 01:30:00,-43.29
2023-01-28 02:20:00,-46.48
2023-01-28 03:10:00,-48.4
2023-01-28 04:00:00,-48.26
2023-01-28 04:50:00,-51.28
2023-01-28 05:40:00,-48.89
2023-01-28 06:30:00,-49.89
2023-01-28 07:50:00,-52.26
2023-01-28 08:40:00,-54.64
2023-01-28 09:30:00,-53.08
2023-01-28 10:20:00,-51.49
2023-01-28 11:30:00,-47.9
2023-01-28 12:20:00,-45.54
2023-01-28 13:10:00,-45.38
2023-01-28 14:00:00,-41.37
2023-01-28 14:50:00,-34.2
2023-01-28 16:00:00,-31.23
2023-01-28 16:50:00,-30.56
2023-01-28 17:40:00,-29.32
2023-01-28 18:30:00,-30.99
2023-01-28 19:20:00,-28.83
2023-01-28 20:10:00,-29.6
2023-01-28 21:00:00,-31.27
2023-01-28 21:50:00,-36.64
2023-01-28 22:50:00,-39.53
2023-01-28 23:40:00,-41.68
2023-01-29 00:40:00,-43.99
2023-01-29 01:30:00,-41.42
2023-01-29 02:20:00,-46.99
2023-01-29 03:10:00,-48.2
2023-01-29 04:00:00,-49.03
2023-01-29 04:50:00,-49.62
2023-01-29 05:40:00,-49.44
2023-01-29 06:30:00,-53.19
2023-01-29 07:40:00,-54.14
2023-01-29 08:30:00,-54.67
2023-01-29 09:20:00,-56.26
2023-01-29 10:10:00,-56.44
2023-01-29 11:00:00,-53.56
2023-01-29 12:10:00,-51.38
2023-01-29 13:00:00,-45.89
2023-01-29 13:50:00,-40.7
2023-01-29 14:40:00,-35.11
