时间,挠度(mm)
2023-01-06 08:00:00,-52.59
2023-01-06 08:50:00,-54.4
2023-01-06 09:40:00,-54.08
2023-01-06 10:30:00,-52.66
2023-01-06 11:30:00,-54.75
2023-01-06 12:20:00,-52.04
2023-01-06 13:10:00,-51.31
2023-01-06 14:00:00,-50.12
2023-01-06 14:50:00,-46.99
2023-01-06 15:40:00,-47.71
2023-01-06 17:50:00,-43.03
2023-01-06 18:50:00,-43.94
2023-01-06 21:50:00,-49.99
2023-01-06 22:40:00,-48.39
2023-01-06 23:30:00,-50.96
2023-01-07 00:30:00,-52.57
2023-01-07 01:20:00,-51.23
2023-01-07 02:10:00,-49.68
2023-01-07 03:00:00,-55.35
2023-01-07 03:50:00,-53.73
2023-01-07 04:40:00,-55.6
2023-01-07 05:30:00,-57.68
2023-01-07 06:20:00,-57.31
2023-01-07 07:10:00,-54.1
2023-01-07 08:00:00,-54.9
2023-01-07 09:00:00,-54.9
2023-01-07 09:50:00,-52.37
2023-01-07 10:40:00,-52.26
2023-01-07 11:30:00,-53.57
2023-01-07 12:20:00,-50.29
2023-01-07 13:10:00,-45.51
2023-01-07 14:10:00,-41.82
2023-01-07 15:00:00,-41.76
2023-01-07 15:50:00,-38.63
2023-01-07 16:50:00,-33.12
2023-01-07 17:40:00,-35.15
2023-01-07 18:30:00,-35.6
2023-01-07 19:20:00,-37.93
2023-01-07 20:10:00,-37.38
2023-01-07 21:00:00,-37.77
2023-01-07 21:50:00,-40.33
2023-01-07 22:40:00,-44.84
2023-01-07 23:30:00,-47.97
2023-01-08 00:30:00,-45.01
2023-01-08 01:20:00,-49.79
2023-01-08 02:30:00,-50.65
2023-01-08 03:20:00,-48.47
2023-01-08 04:10:00,-52.49
2023-01-08 05:00:00,-53.07
2023-01-08 05:50:00,-50.98
2023-01-08 06:40:00,-53.99
2023-01-08 07:30:00,-55.73
2023-01-08 08:20:00,-56.56
2023-01-08 09:10:00,-57.24
2023-01-08 10:00:00,-56.07
2023-01-08 10:50:00,-55.7
2023-01-08 11:40:00,-53.34
2023-01-08 12:30:00,-54.27
2023-01-08 13:20:00,-53.17
2023-01-08 14:10:00,-51.08
2023-01-08 15:00:00,-50.38
2023-01-08 16:00:00,-48.36
2023-01-08 16:50:00,-44.88
2023-01-08 17:40:00,-43.76
2023-01-08 18:30:00,-44.06
2023-01-08 19:20:00,-45.7
2023-01-08 20:10:00,-44.3
2023-01-08 21:10:00,-44.61
2023-01-08 22:00:00,-47.67
2023-01-08 22:50:00,-48.87
2023-01-08 23:40:00,-48.99
2023-01-09 00:40:00,-47.14
2023-01-09 01:30:00,-49.15
2023-01-09 02:20:00,-49.31
2023-01-09 03:10:00,-49.86
2023-01-09 04:00:00,-47.9
2023-01-09 04:50:00,-52.62
2023-01-09 05:40:00,-50.87
2023-01-09 06:30:00,-50.76
2023-01-09 07:20:00,-53.97
2023-01-09 08:10:00,-53.42
2023-01-09 09:00:00,-54.9
2023-01-09 09:50:00,-54.61
2023-01-09 10:40:00,-53.78
2023-01-09 11:30:00,-55.05
2023-01-09 12:20:00,-52.22
2023-01-09 13:10:00,-53.57
2023-01-09 14:00:00,-48.3
2023-01-09 14:50:00,-47.47
2023-01-09 16:00:00,-44.97
2023-01-09 16:50:00,-46.58
2023-01-09 17:40:00,-45.13
2023-01-09 18:30:00,-46.48
2023-01-09 19:50:00,-44.37
2023-01-09 20:40:00,-46.44
2023-01-09 21:30:00,-48.68
2023-01-09 22:20:00,-47.21
2023-01-09 23:10:00,-46.57
2023-01-10 00:10:00,-46.29
2023-01-10 01:00:00,-49.1
2023-01-10 01:50:00,-46.41
2023-01-10 02:40:00,-50.25
2023-01-10 03:30:00,-51.26
2023-01-10 04:20:00,-51.01
2023-01-10 05:10:00,-50.49
2023-01-10 06:00:00,-52.88
2023-01-10 06:50:00,-49.45
2023-01-10 07:40:00,-52.38
2023-01-10 08:30:00,-51.51
2023-01-10 09:20:00,-51.43
2023-01-10 10:10:00,-49.76
2023-01-10 11:00:00,-53.47
2023-01-10 11:50:00,-49.62
2023-01-10 12:40:00,-52.55
2023-01-10 13:30:00,-47.98
2023-01-10 14:20:00,-50.09
2023-01-10 15:10:00,-45.86
2023-01-10 16:20:00,-46.14
2023-01-10 17:10:00,-43.36
2023-01-10 18:00:00,-46.24
2023-01-10 18:50:00,-46.8
2023-01-10 19:40:00,-44.59
2023-01-10 21:50:00,-45.92
2023-01-10 22:40:00,-46.94
2023-01-10 23:30:00,-45.23
2023-01-11 00:30:00,-48.88
2023-01-11 01:20:00,-50.06
2023-01-11 02:10:00,-48.38
2023-01-11 03:00:00,-53.79
2023-01-11 03:50:00,-52.89
2023-01-11 04:40:00,-52.31
2023-01-11 05:30:00,-50.8
2023-01-11 06:20:00,-52.08
2023-01-11 07:10:00,-55.33
2023-01-11 08:00:00,-52.21
2023-01-11 08:50:00,-52.14
2023-01-11 09:40:00,-53.9
2023-01-11 10:30:00,-52.68
2023-01-11 11:20:00,-50.25
2023-01-11 12:10:00,-51.68
2023-01-11 13:00:00,-49.1
2023-01-11 13:50:00,-44.68
2023-01-11 14:40:00,-41.97
2023-01-11 15:30:00,-35.51
2023-01-11 16:20:00,-34.56
2023-01-11 17:10:00,-29.04
2023-01-11 18:00:00,-32.28
2023-01-11 18:50:00,-32.05
2023-01-11 19:40:00,-34.33
2023-01-11 20:30:00,-35.17
2023-01-11 21:20:00,-38.38
2023-01-11 22:10:00,-41.68
2023-01-11 23:00:00,-42.95
2023-01-11 23:50:00,-42.93
2023-01-12 00:50:00,-45.52
2023-01-12 01:40:00,-44.8
2023-01-12 02:30:00,-44.27
2023-01-12 03:20:00,-42.75
2023-01-12 04:10:00,-45.02
2023-01-12 05:00:00,-42.24
2023-01-12 05:50:00,-42.33
2023-01-12 06:40:00,-40.85
2023-01-12 07:30:00,-41.99
2023-01-12 08:20:00,-40.96
2023-01-12 09:10:00,-43.16
2023-01-12 10:00:00,-41.72
2023-01-12 10:50:00,-42.54
2023-01-12 11:40:00,-38.49
2023-01-12 12:30:00,-40.68
2023-01-12 13:20:00,-37.56
2023-01-12 14:10:00,-41.41
2023-01-12 15:10:00,-40.61
2023-01-12 16:00:00,-36.53
2023-01-12 16:50:00,-35.08
2023-01-12 17:40:00,-38.62
2023-01-12 18:30:00,-36.55
2023-01-12 19:20:00,-38.88
2023-01-12 20:10:00,-42.72
2023-01-12 21:00:00,-43.65
2023-01-12 21:50:00,-41.38
2023-01-12 22:40:00,-44.84
2023-01-12 23:30:00,-45.24
2023-01-13 00:30:00,-48.04
2023-01-13 01:20:00,-49.81
2023-01-13 02:10:00,-48.63
2023-01-13 03:00:00,-47.49
2023-01-13 03:50:00,-49.38
2023-01-13 05:30:00,-48.44
2023-01-13 06:20:00,-50.61
2023-01-13 07:10:00,-51.06
2023-01-13 08:00:00,-46.51
2023-01-13 08:50:00,-47.64
2023-01-13 09:40:00,-49.29
2023-01-13 10:30:00,-45.75
2023-01-13 11:50:00,-45.75
2023-01-13 12:40:00,-46.95
2023-01-13 13:30:00,-44.86
2023-01-13 14:20:00,-41.25
2023-01-13 15:10:00,-44.31
2023-01-13 16:00:00,-43.14
2023-01-13 16:50:00,-38.55
2023-01-13 17:40:00,-40.48
2023-01-13 18:30:00,-37.39
2023-01-13 19:20:00,-41.75
2023-01-13 20:10:00,-39.97
2023-01-13 21:00:00,-40.42
2023-01-13 21:50:00,-40.97
2023-01-13 22:40:00,-40.41
2023-01-13 23:30:00,-39.2
2023-01-14 00:30:00,-41.81
2023-01-14 01:20:00,-44.04
2023-01-14 02:10:00,-43.64
2023-01-14 03:00:00,-42.46
2023-01-14 03:50:00,-41.09
2023-01-14 04:40:00,-42.52
2023-01-14 05:30:00,-43.66
2023-01-14 06:20:00,-45.1
2023-01-14 07:10:00,-41.03
2023-01-14 08:00:00,-43.86
2023-01-14 08:50:00,-41.31
2023-01-14 09:40:00,-44.02
2023-01-14 10:30:00,-44.25
2023-01-14 11:20:00,-44.86
2023-01-14 12:10:00,-44.94
2023-01-14 13:40:00,-50.15
2023-01-14 14:30:00,-48.31
2023-01-14 15:20:00,-51.19
2023-01-14 16:10:00,-51.81
2023-01-14 17:00:00,-51.69
2023-01-14 17:50:00,-53.91
2023-01-14 18:40:00,-55.47
2023-01-14 19:30:00,-53.52
2023-01-14 20:20:00,-51.86
2023-01-14 21:10:00,-54.79
2023-01-14 22:00:00,-52.43
2023-01-14 22:50:00,-53.56
2023-01-14 23:40:00,-55.37
2023-01-15 00:40:00,-56.87
2023-01-15 01:30:00,-55.27
2023-01-15 02:20:00,-54.41
2023-01-15 03:10:00,-58.28
2023-01-15 04:00:00,-56.33
2023-01-15 05:20:00,-61.89
2023-01-15 06:10:00,-60.67
2023-01-15 07:00:00,-58.99
2023-01-15 07:50:00,-63.26
2023-01-15 08:40:00,-59.41
2023-01-15 09:30:00,-64.34
2023-01-15 10:20:00,-63.28
2023-01-15 11:10:00,-65.86
2023-01-15 12:00:00,-67.62
2023-01-15 12:50:00,-67.09
2023-01-15 13:40:00,-67.29
2023-01-15 14:30:00,-69.14
2023-01-15 15:20:00,-68.42
2023-01-15 16:10:00,-67.8
2023-01-15 17:00:00,-63.67
2023-01-15 17:50:00,-65.05
2023-01-15 18:40:00,-65.79
2023-01-15 19:30:00,-66.06
2023-01-15 20:20:00,-62.21
2023-01-15 21:10:00,-64.55
2023-01-15 22:00:00,-61.17
2023-01-15 22:50:00,-65.14
2023-01-15 23:40:00,-63.89
2023-01-16 00:40:00,-62.5
2023-01-16 01:30:00,-63.12
2023-01-16 02:20:00,-62.72
2023-01-16 03:10:00,-63.84
2023-01-16 04:00:00,-62.11
2023-01-16 04:50:00,-63.8
2023-01-16 05:40:00,-65.69
2023-01-16 06:30:00,-67.83
2023-01-16 07:20:00,-65.32
2023-01-16 08:10:00,-65.63
2023-01-16 09:00:00,-62.63
2023-01-16 09:50:00,-63.01
2023-01-16 10:40:00,-65.94
2023-01-16 11:40:00,-65.46
2023-01-16 12:40:00,-67.7
2023-01-16 13:30:00,-66.19
2023-01-16 14:20:00,-64.15
2023-01-16 15:10:00,-64.06
2023-01-16 16:00:00,-61.85
2023-01-16 16:50:00,-62.41
2023-01-16 17:40:00,-62.23
2023-01-16 18:30:00,-64.21
2023-01-16 19:20:00,-63.6
2023-01-16 20:10:00,-61.33
2023-01-16 21:00:00,-61.83
2023-01-16 21:50:00,-63.12
2023-01-16 22:40:00,-63.23
2023-01-16 23:30:00,-62.67
2023-01-17 00:30:00,-60.86
2023-01-17 01:20:00,-60.63
2023-01-17 02:10:00,-65.27
2023-01-17 03:00:00,-61.84
2023-01-17 03:50:00,-63.38
2023-01-17 04:40:00,-63.32
2023-01-17 05:30:00,-62.47
2023-01-17 06:20:00,-64.95
2023-01-17 07:10:00,-65.23
2023-01-17 08:00:00,-64.9
2023-01-17 08:50:00,-63.38
2023-01-17 09:40:00,-61.77
2023-01-17 10:30:00,-66.22
2023-01-17 11:20:00,-60.98
2023-01-17 12:10:00,-62.91
2023-01-17 13:00:00,-61.66
2023-01-17 13:50:00,-63.07
2023-01-17 14:40:00,-60.79
2023-01-17 15:30:00,-60.97
2023-01-17 16:20:00,-59.55
2023-01-17 17:10:00,-57.3
2023-01-17 18:00:00,-59.65
2023-01-17 18:50:00,-58.54
2023-01-17 19:40:00,-57.93
2023-01-17 20:30:00,-59.53
2023-01-17 21:20:00,-59.87
2023-01-17 22:10:00,-61.6
2023-01-17 23:00:00,-60.89
2023-01-17 23:50:00,-59.51
2023-01-18 00:50:00,-60.32
2023-01-18 01:40:00,-59.36
2023-01-18 02:30:00,-64.17
2023-01-18 03:20:00,-61.98
2023-01-18 04:10:00,-59.5
2023-01-18 05:00:00,-63.7
2023-01-18 05:50:00,-60.91
2023-01-18 06:40:00,-63.15
2023-01-18 07:30:00,-65.34
2023-01-18 08:20:00,-65.47
2023-01-18 09:10:00,-62.71
2023-01-18 10:00:00,-63.64
2023-01-18 10:50:00,-63.28
2023-01-18 11:40:00,-62.41
2023-01-18 12:30:00,-64.45
2023-01-18 13:20:00,-62.17
2023-01-18 14:10:00,-60.28
2023-01-18 15:00:00,-59.77
2023-01-18 15:50:00,-56.4
2023-01-18 16:40:00,-56.79
2023-01-18 17:40:00,-56.27
2023-01-18 18:30:00,-56.13
2023-01-18 19:20:00,-55.48
2023-01-18 20:10:00,-54.27
2023-01-18 21:00:00,-55.21
2023-01-18 21:50:00,-54.05
2023-01-18 22:40:00,-58.42
2023-01-18 23:30:00,-58.45
2023-01-19 00:30:00,-59.15
2023-01-19 01:20:00,-56.49
2023-01-19 02:10:00,-54.87
2023-01-19 03:00:00,-58.89
2023-01-19 03:50:00,-63.56
2023-01-19 04:40:00,-60.91
2023-01-19 05:30:00,-62.18
2023-01-19 06:20:00,-64.77
2023-01-19 07:10:00,-65.08
2023-01-19 08:00:00,-67
2023-01-19 08:50:00,-65.05
2023-01-19 09:40:00,-66.84
2023-01-19 10:30:00,-66.25
2023-01-19 11:20:00,-64.73
2023-01-19 12:10:00,-59.91
2023-01-19 13:00:00,-59.55
2023-01-19 13:50:00,-53.83
2023-01-19 14:40:00,-53.46
2023-01-19 15:30:00,-50.79
2023-01-19 16:20:00,-48.78
2023-01-19 17:10:00,-42.78
2023-01-19 18:00:00,-42.64
2023-01-19 18:50:00,-42.01
2023-01-19 19:40:00,-46.7
2023-01-19 20:30:00,-48.33
2023-01-19 21:20:00,-47.83
2023-01-19 22:10:00,-47.48
2023-01-19 23:00:00,-49.11
2023-01-19 23:50:00,-51.98
2023-01-20 00:50:00,-55.08
2023-01-20 01:40:00,-57.37
2023-01-20 02:50:00,-59.62
2023-01-20 03:40:00,-64.17
2023-01-20 04:30:00,-64.69
2023-01-20 05:20:00,-66.52
2023-01-20 06:10:00,-67.54
2023-01-20 07:00:00,-68.96
2023-01-20 07:50:00,-66.28
2023-01-20 08:40:00,-68.58
2023-01-20 09:30:00,-67.79
2023-01-20 10:20:00,-68.48
2023-01-20 11:10:00,-62.03
2023-01-20 12:00:00,-62.77
2023-01-20 12:50:00,-63.04
2023-01-20 13:40:00,-57.85
2023-01-20 14:30:00,-57.73
2023-01-20 15:20:00,-56.22
2023-01-20 16:10:00,-59.07
2023-01-20 17:00:00,-55.67
2023-01-20 17:50:00,-57.4
2023-01-20 18:40:00,-56.38
2023-01-20 19:30:00,-53.21
2023-01-20 20:20:00,-54.09
2023-01-20 21:20:00,-54.71
2023-01-20 22:10:00,-55.12
2023-01-20 23:00:00,-53.68
2023-01-20 23:50:00,-55.02
2023-01-21 00:50:00,-55.84
2023-01-21 01:40:00,-56.35
2023-01-21 02:30:00,-53.72
2023-01-21 03:20:00,-56.73
2023-01-21 04:10:00,-57.82
2023-01-21 05:00:00,-59.26
2023-01-21 05:50:00,-60.93
2023-01-21 06:40:00,-60.53
2023-01-21 07:30:00,-59.07
2023-01-21 08:20:00,-59.4
2023-01-21 09:10:00,-60.86
2023-01-21 10:00:00,-60.35
2023-01-21 10:50:00,-60.42
2023-01-21 11:40:00,-56.82
2023-01-21 12:30:00,-58.58
2023-01-21 13:20:00,-55.79
2023-01-21 14:10:00,-55.62
2023-01-21 15:00:00,-57.27
2023-01-21 16:50:00,-50.58
2023-01-21 17:40:00,-50.93
2023-01-21 18:30:00,-53.27
2023-01-21 19:20:00,-53.21
2023-01-21 20:10:00,-49.12
2023-01-21 21:00:00,-52.26
2023-01-21 21:50:00,-53.5
2023-01-21 22:40:00,-53.66
2023-01-21 23:30:00,-50.1
2023-01-22 00:40:00,-53.37
2023-01-22 01:30:00,-54.56
2023-01-22 02:20:00,-53.45
2023-01-22 03:10:00,-52.82
2023-01-22 04:00:00,-52.45
2023-01-22 04:50:00,-53.37
2023-01-22 06:00:00,-52.49
2023-01-22 06:50:00,-56.96
2023-01-22 07:40:00,-58.81
2023-01-22 08:30:00,-59.36
2023-01-22 09:20:00,-56.36
2023-01-22 10:10:00,-56.54
2023-01-22 11:00:00,-56.17
2023-01-22 11:50:00,-53.97
2023-01-22 13:00:00,-53.83
2023-01-22 13:50:00,-53.73
2023-01-22 14:40:00,-53.08
2023-01-22 15:30:00,-51.21
2023-01-22 16:20:00,-48.28
2023-01-22 17:10:00,-50.87
2023-01-22 18:00:00,-49.91
2023-01-22 18:50:00,-49.66
2023-01-22 19:40:00,-48.49
2023-01-22 20:30:00,-47.92
2023-01-22 21:20:00,-49.62
2023-01-22 22:10:00,-48.25
2023-01-22 23:00:00,-50.28
2023-01-22 23:50:00,-50.7
2023-01-23 00:50:00,-52.04
2023-01-23 01:40:00,-54.85
2023-01-23 02:30:00,-51.6
2023-01-23 03:20:00,-52.76
2023-01-23 04:10:00,-50.95
2023-01-23 05:00:00,-54.62
2023-01-23 05:50:00,-56.22
2023-01-23 06:40:00,-54.33
2023-01-23 07:30:00,-55.25
2023-01-23 08:20:00,-53.52
2023-01-23 09:10:00,-54.32
2023-01-23 10:00:00,-52.25
2023-01-23 10:50:00,-53.37
2023-01-23 11:40:00,-55.53
2023-01-23 12:30:00,-52.71
2023-01-23 13:20:00,-50.52
2023-01-23 14:10:00,-48.16
2023-01-23 15:00:00,-50.17
2023-01-23 15:50:00,-45.61
2023-01-23 16:40:00,-45.9
2023-01-23 17:30:00,-48.26
2023-01-23 18:20:00,-44.16
2023-01-23 19:10:00,-46.51
2023-01-23 20:00:00,-47.86
2023-01-23 20:50:00,-44.14
2023-01-23 21:40:00,-47.55
2023-01-23 22:30:00,-48.22
2023-01-23 23:20:00,-46.6
2023-01-24 00:20:00,-45.28
2023-01-24 01:10:00,-47.92
2023-01-24 02:00:00,-51.08
2023-01-24 02:50:00,-52.5
2023-01-24 03:40:00,-51.83
2023-01-24 05:00:00,-54.3
2023-01-24 05:50:00,-53.13
2023-01-24 06:40:00,-57.99
2023-01-24 07:40:00,-58.15
2023-01-24 08:30:00,-62.11
2023-01-24 09:20:00,-60.58
2023-01-24 10:10:00,-60.54
2023-01-24 11:00:00,-60.91
2023-01-24 12:20:00,-57.26
2023-01-24 13:10:00,-54.35
2023-01-24 14:00:00,-51.98
2023-01-24 14:50:00,-51.55
2023-01-24 15:40:00,-51.19
2023-01-24 16:30:00,-47.56
2023-01-24 17:20:00,-48.63
2023-01-24 18:10:00,-52.05
2023-01-24 19:00:00,-48.7
2023-01-24 19:50:00,-50.05
2023-01-24 20:40:00,-50.87
2023-01-24 21:30:00,-52.05
2023-01-24 22:20:00,-50.34
2023-01-24 23:10:00,-54.13
2023-01-25 00:10:00,-56.11
2023-01-25 01:00:00,-57.46
2023-01-25 01:50:00,-58.89
2023-01-25 03:10:00,-62.39
2023-01-25 04:00:00,-60.6
2023-01-25 04:50:00,-60.36
2023-01-25 05:40:00,-64.25
2023-01-25 06:30:00,-63.42
2023-01-25 07:20:00,-66.13
2023-01-25 08:10:00,-64.82
2023-01-25 09:00:00,-62.17
2023-01-25 09:50:00,-65.29
2023-01-25 10:40:00,-59.86
2023-01-25 11:30:00,-60.95
2023-01-25 12:20:00,-62.54
2023-01-25 13:10:00,-57.32
2023-01-25 14:00:00,-57.91
2023-01-25 14:50:00,-57.64
2023-01-25 15:40:00,-51.62
2023-01-25 16:30:00,-51.58
2023-01-25 17:20:00,-53.16
2023-01-25 18:10:00,-48.8
2023-01-25 19:00:00,-49.22
2023-01-25 19:50:00,-48.68
2023-01-25 20:40:00,-52.35
2023-01-25 21:30:00,-52.46
2023-01-25 22:20:00,-55.64
2023-01-25 23:10:00,-53.58
2023-01-26 00:10:00,-61.4
2023-01-26 01:10:00,-62.3
2023-01-26 02:00:00,-59.52
2023-01-26 02:50:00,-61.87
2023-01-26 03:40:00,-60.93
2023-01-26 04:30:00,-62.08
2023-01-26 05:20:00,-64.16
2023-01-26 06:10:00,-64.9
2023-01-26 07:00:00,-59.89
2023-01-26 07:50:00,-63.47
2023-01-26 08:40:00,-64.37
2023-01-26 09:30:00,-59.98
2023-01-26 10:20:00,-60.11
2023-01-26 11:10:00,-59.16
2023-01-26 12:00:00,-60.57
2023-01-26 12:50:00,-59.96
2023-01-26 13:40:00,-55.93
2023-01-26 15:10:00,-55.33
2023-01-26 16:00:00,-53.28
2023-01-26 16:50:00,-52.64
2023-01-26 17:40:00,-53.62
2023-01-26 18:30:00,-49.8
2023-01-26 19:20:00,-52.95
2023-01-26 20:10:00,-53.38
2023-01-26 21:00:00,-51.48
2023-01-26 21:50:00,-53.97
2023-01-26 22:40:00,-50.29
2023-01-26 23:30:00,-53.87
2023-01-27 00:30:00,-52.27
2023-01-27 01:20:00,-53.37
2023-01-27 02:30:00,-57.83
2023-01-27 03:20:00,-60.5
2023-01-27 04:10:00,-59.65
2023-01-27 05:00:00,-61.86
2023-01-27 05:50:00,-61.7
2023-01-27 06:40:00,-60.21
2023-01-27 07:30:00,-62.15
2023-01-27 08:20:00,-63.52
2023-01-27 09:10:00,-69.19
2023-01-27 10:00:00,-68.33
2023-01-27 10:50:00,-65.39
2023-01-27 11:40:00,-63.07
2023-01-27 12:30:00,-59.64
2023-01-27 13:20:00,-53.51
2023-01-27 14:10:00,-49.11
2023-01-27 15:00:00,-47.97
2023-01-27 15:50:00,-44.92
2023-01-27 17:00:00,-39.45
2023-01-27 17:50:00,-42.15
2023-01-27 18:40:00,-37.55
2023-01-27 19:30:00,-38.45
2023-01-27 20:20:00,-40.19
2023-01-27 21:10:00,-43.03
2023-01-27 22:00:00,-45.91
2023-01-27 22:50:00,-47.86
2023-01-27 23:40:00,-47.68
2023-01-28 00:40:00,-48.54
2023-01-28 01:30:00,-52
2023-01-28 02:20:00,-56.25
2023-01-28 03:10:00,-58.97
2023-01-28 04:00:00,-56.95
2023-01-28 04:50:00,-55.78
2023-01-28 05:40:00,-59.27
2023-01-28 06:30:00,-59.13
2023-01-28 07:50:00,-61.09
2023-01-28 08:40:00,-61.04
2023-01-28 09:30:00,-64.7
2023-01-28 10:20:00,-63.54
2023-01-28 11:30:00,-60.24
2023-01-28 12:20:00,-56.81
2023-01-28 13:10:00,-52.08
2023-01-28 14:00:00,-46.88
2023-01-28 14:50:00,-44.36
2023-01-28 16:00:00,-39.35
2023-01-28 16:50:00,-38.55
2023-01-28 17:40:00,-34.74
2023-01-28 18:30:00,-37.13
2023-01-28 19:20:00,-36
2023-01-28 20:10:00,-38.96
2023-01-28 21:00:00,-43.76
2023-01-28 21:50:00,-44.24
2023-01-28 22:50:00,-48.62
2023-01-28 23:40:00,-46.82
2023-01-29 00:40:00,-47.86
2023-01-29 01:30:00,-49.55
2023-01-29 02:20:00,-53.48
2023-01-29 03:10:00,-54.74
2023-01-29 04:00:00,-59.26
2023-01-29 04:50:00,-55.38
2023-01-29 05:40:00,-57.66
2023-01-29 06:30:00,-62.59
2023-01-29 07:40:00,-62.22
2023-01-29 08:30:00,-65.27
2023-01-29 09:20:00,-66.81
2023-01-29 10:10:00,-66.27
2023-01-29 11:00:00,-60.3
2023-01-29 12:10:00,-59.64
2023-01-29 13:00:00,-55.21
2023-01-29 13:50:00,-53.08
2023-01-29 14:40:00,-47.54
