时间,挠度(mm)
2023-01-01 00:50:00,-11.36
2023-01-01 01:40:00,-12.26
2023-01-01 02:30:00,-14.56
2023-01-01 03:20:00,-15.8
2023-01-01 04:10:00,-16.76
2023-01-01 05:00:00,-18
2023-01-01 05:50:00,-19.33
2023-01-01 06:40:00,-16.87
2023-01-01 07:30:00,-17.91
2023-01-01 08:20:00,-18.3
2023-01-01 09:10:00,-21.52
2023-01-01 10:30:00,-19.51
2023-01-01 12:10:00,-20.4
2023-01-01 14:10:00,-19
2023-01-01 15:00:00,-18.61
2023-01-01 16:00:00,-20.98
2023-01-01 16:50:00,-18.71
2023-01-01 17:40:00,-18.54
2023-01-01 18:30:00,-20.68
2023-01-01 19:20:00,-20.63
2023-01-01 20:10:00,-20.43
2023-01-01 21:00:00,-16.5
2023-01-01 21:50:00,-20.62
2023-01-02 00:20:00,-22.15
2023-01-02 01:20:00,-20.16
2023-01-02 02:10:00,-18.91
2023-01-02 03:00:00,-19.16
2023-01-02 03:50:00,-21.85
2023-01-02 04:40:00,-21.9
2023-01-02 05:30:00,-20.98
2023-01-02 06:20:00,-20.22
2023-01-02 07:10:00,-22.02
2023-01-02 08:00:00,-20.66
2023-01-02 08:50:00,-22.95
2023-01-02 09:40:00,-20.46
2023-01-02 10:30:00,-20.19
2023-01-02 11:20:00,-21.78
2023-01-02 12:10:00,-20.54
2023-01-02 13:00:00,-19.12
2023-01-02 13:50:00,-21.77
2023-01-02 14:40:00,-16.68
2023-01-02 15:30:00,-20.39
2023-01-02 18:40:00,-20.61
2023-01-02 19:30:00,-17.63
2023-01-02 20:20:00,-17.88
2023-01-02 21:10:00,-22.21
2023-01-02 22:00:00,-18.61
2023-01-02 22:50:00,-21.61
2023-01-02 23:40:00,-23.68
2023-01-03 00:40:00,-24.17
2023-01-03 01:30:00,-21.95
2023-01-03 02:20:00,-23.76
2023-01-03 03:10:00,-20.95
2023-01-03 04:00:00,-24.68
2023-01-03 04:50:00,-22.6
2023-01-03 05:40:00,-25
2023-01-03 06:30:00,-22.62
2023-01-03 07:20:00,-24.61
2023-01-03 08:10:00,-22.58
2023-01-03 09:00:00,-22.35
2023-01-03 09:50:00,-25.29
2023-01-03 10:40:00,-23.06
2023-01-03 11:30:00,-22.96
2023-01-03 12:20:00,-21.17
2023-01-03 13:10:00,-20.91
2023-01-03 14:00:00,-17.67
