时间,位移量(mm)
2023-02-10 06:20:00,80.51
2023-02-10 07:30:00,80.51
2023-02-10 08:40:00,80.51
2023-02-10 09:50:00,80.47
2023-02-10 11:00:00,80.03
2023-02-10 12:10:00,78.24
2023-02-10 13:20:00,77.49
2023-02-10 14:30:00,77.02
2023-02-10 15:40:00,77.02
2023-02-10 16:50:00,77.02
2023-02-10 18:00:00,77.06
2023-02-10 19:10:00,77.57
2023-02-10 20:20:00,78.08
2023-02-10 21:30:00,78.75
2023-02-10 22:40:00,79.54
2023-02-10 23:50:00,79.86
2023-02-11 01:10:00,80.1
2023-02-11 02:20:00,80.33
2023-02-11 03:30:00,80.37
2023-02-11 04:40:00,80.41
2023-02-11 05:50:00,80.45
2023-02-11 07:00:00,80.45
2023-02-11 08:10:00,80.41
2023-02-11 09:20:00,80.41
2023-02-11 10:30:00,80.37
2023-02-11 11:40:00,79.38
2023-02-11 12:50:00,77.87
2023-02-11 14:00:00,77.12
2023-02-11 15:10:00,76.89
2023-02-11 16:20:00,76.61
2023-02-11 17:30:00,76.61
2023-02-11 18:40:00,76.85
2023-02-11 19:50:00,77.8
2023-02-11 21:00:00,78.7
2023-02-11 22:10:00,79.29
2023-02-11 23:20:00,79.73
2023-02-12 00:40:00,79.84
2023-02-12 01:50:00,79.85
2023-02-12 03:00:00,79.88
2023-02-12 04:10:00,79.93
2023-02-12 05:20:00,79.96
2023-02-12 06:30:00,80.04
2023-02-12 07:40:00,80.04
2023-02-12 08:50:00,80.04
2023-02-12 10:00:00,80.04
2023-02-12 11:10:00,80.04
2023-02-12 12:20:00,79.96
2023-02-12 13:30:00,79.76
2023-02-12 14:40:00,79.77
2023-02-12 15:50:00,80.08
2023-02-12 17:00:00,80.04
2023-02-12 18:10:00,80.04
2023-02-12 19:20:00,80.04
2023-02-12 20:30:00,80.04
2023-02-12 21:40:00,80.04
2023-02-12 22:50:00,80.04
2023-02-13 00:10:00,80.04
2023-02-13 01:20:00,80.04
2023-02-13 02:30:00,80.04
2023-02-13 03:40:00,80.04
2023-02-13 04:50:00,80.05
2023-02-13 06:00:00,80.04
2023-02-13 07:10:00,80.04
2023-02-13 08:20:00,80.04
2023-02-13 09:30:00,80.04
2023-02-13 10:40:00,80.04
2023-02-13 11:50:00,80.05
2023-02-13 13:00:00,80.04
2023-02-13 14:10:00,79.92
2023-02-13 15:20:00,79.88
2023-02-13 16:30:00,79.88
2023-02-13 17:40:00,79.89
2023-02-13 18:50:00,80.08
2023-02-13 20:00:00,80.16
2023-02-13 21:10:00,80.16
2023-02-13 22:20:00,80.16
2023-02-13 23:30:00,80.16
2023-02-14 00:50:00,80.16
2023-02-14 02:00:00,80.2
2023-02-14 03:10:00,80.2
2023-02-14 04:20:00,80.2
2023-02-14 05:30:00,80.24
2023-02-14 06:40:00,80.28
2023-02-14 07:50:00,80.28
2023-02-14 09:00:00,80.28
2023-02-14 10:10:00,80.28
2023-02-14 11:20:00,80.28
2023-02-14 12:30:00,80.24
2023-02-14 13:40:00,80
2023-02-14 14:50:00,79.64
2023-02-14 16:00:00,79.21
2023-02-14 17:10:00,78.38
2023-02-14 18:20:00,78.1
2023-02-14 19:30:00,78.06
2023-02-14 20:40:00,78.06
2023-02-14 21:50:00,78.11
2023-02-14 23:00:00,78.22
2023-02-15 00:20:00,78.3
2023-02-15 01:30:00,78.42
2023-02-15 02:40:00,78.57
2023-02-15 03:50:00,78.7
2023-02-15 05:00:00,78.89
2023-02-15 06:10:00,78.93
2023-02-15 07:20:00,78.97
2023-02-15 08:30:00,78.97
2023-02-15 09:40:00,78.97
2023-02-15 10:50:00,78.61
2023-02-15 12:00:00,77.71
2023-02-15 13:10:00,76.64
2023-02-15 14:20:00,76.28
2023-02-15 15:30:00,75.89
2023-02-15 16:40:00,75.89
2023-02-15 17:50:00,75.89
2023-02-15 19:00:00,76.01
2023-02-15 20:10:00,76.44
2023-02-15 21:20:00,76.8
2023-02-15 22:30:00,77.23
2023-02-15 23:40:00,77.86
2023-02-16 01:00:00,78.49
2023-02-16 02:10:00,78.88
2023-02-16 03:20:00,79
2023-02-16 04:30:00,79.12
2023-02-16 05:40:00,79.28
2023-02-16 06:50:00,79.4
2023-02-16 08:00:00,79.4
2023-02-16 09:10:00,79.4
2023-02-16 10:20:00,79.4
2023-02-16 11:30:00,79.24
2023-02-16 12:40:00,78.88
2023-02-16 13:50:00,78.81
2023-02-16 15:00:00,78.17
2023-02-16 16:10:00,77.06
2023-02-16 17:20:00,76.82
2023-02-16 18:30:00,76.82
2023-02-16 19:40:00,77.06
2023-02-16 20:50:00,78.09
2023-02-16 22:00:00,79.31
2023-02-16 23:10:00,79.71
2023-02-17 00:30:00,79.75
2023-02-17 01:40:00,79.75
2023-02-17 02:50:00,79.75
2023-02-17 04:00:00,79.75
2023-02-17 05:10:00,79.75
2023-02-17 06:20:00,79.75
2023-02-17 07:30:00,79.75
2023-02-17 08:40:00,79.75
2023-02-17 09:50:00,79.28
2023-02-17 11:00:00,78.24
2023-02-17 12:10:00,76.86
2023-02-17 13:20:00,76.19
2023-02-17 14:30:00,76.15
2023-02-17 15:40:00,76.15
2023-02-17 16:50:00,76.15
2023-02-17 18:00:00,76.15
2023-02-17 19:10:00,76.19
2023-02-17 20:20:00,76.27
2023-02-17 21:30:00,76.63
2023-02-17 22:40:00,77.02
2023-02-17 23:50:00,77.3
2023-02-18 01:10:00,77.65
2023-02-18 02:20:00,77.93
2023-02-18 03:30:00,78.28
2023-02-18 04:40:00,78.6
2023-02-18 05:50:00,78.83
2023-02-18 07:00:00,78.95
2023-02-18 08:10:00,78.96
2023-02-18 09:20:00,78.99
2023-02-18 10:30:00,78.99
2023-02-18 11:40:00,78.71
2023-02-18 12:50:00,77.88
2023-02-18 14:00:00,76.85
2023-02-18 15:10:00,76.81
2023-02-18 16:20:00,76.8
2023-02-18 17:30:00,76.8
2023-02-18 18:40:00,76.89
2023-02-18 19:50:00,77.28
2023-02-18 21:00:00,77.6
2023-02-18 22:10:00,77.91
2023-02-18 23:20:00,78.26
2023-02-19 00:40:00,78.74
2023-02-19 01:50:00,79.09
2023-02-19 03:00:00,79.29
2023-02-19 04:10:00,79.41
2023-02-19 05:20:00,79.49
2023-02-19 06:30:00,79.53
2023-02-19 07:40:00,79.53
2023-02-19 08:50:00,79.52
2023-02-19 10:00:00,79.52
2023-02-19 11:10:00,79.52
2023-02-19 12:20:00,79.28
2023-02-19 13:30:00,78.97
2023-02-19 14:40:00,78.14
2023-02-19 15:50:00,76.79
2023-02-19 17:00:00,76.68
2023-02-19 18:10:00,76.68
2023-02-19 19:20:00,76.68
2023-02-19 20:30:00,76.76
2023-02-19 21:40:00,77.11
2023-02-19 22:50:00,77.5
2023-02-20 00:10:00,77.89
2023-02-20 01:20:00,78.6
2023-02-20 02:30:00,79.04
2023-02-20 03:40:00,79.31
2023-02-20 04:50:00,79.4
2023-02-20 06:00:00,79.51
2023-02-20 07:10:00,79.51
2023-02-20 08:20:00,79.51
2023-02-20 09:30:00,79.51
2023-02-20 10:40:00,79.51
2023-02-20 11:50:00,79.51
2023-02-20 13:00:00,79.51
2023-02-20 14:10:00,79.51
2023-02-20 15:20:00,79.51
2023-02-20 16:30:00,79.47
2023-02-20 17:40:00,79.47
2023-02-20 18:50:00,79.47
2023-02-20 20:00:00,79.47
2023-02-20 21:10:00,79.47
2023-02-20 22:20:00,79.75
2023-02-20 23:30:00,79.94
2023-02-21 00:50:00,79.94
2023-02-21 02:00:00,79.94
2023-02-21 03:10:00,79.98
2023-02-21 04:20:00,79.98
2023-02-21 05:30:00,79.98
2023-02-21 06:40:00,79.98
2023-02-21 07:50:00,79.98
2023-02-21 09:00:00,79.98
2023-02-21 10:10:00,79.98
2023-02-21 11:20:00,79.98
2023-02-21 12:30:00,79.98
2023-02-21 13:50:00,79.78
2023-02-21 15:00:00,79.5
2023-02-21 16:10:00,79.23
2023-02-21 17:20:00,79.11
2023-02-21 18:30:00,79.11
2023-02-21 19:40:00,79.11
2023-02-21 20:50:00,79.11
2023-02-21 22:00:00,79.15
2023-02-21 23:10:00,79.43
2023-02-22 00:30:00,79.74
2023-02-22 01:40:00,79.78
2023-02-22 02:50:00,79.81
2023-02-22 04:00:00,79.81
2023-02-22 05:10:00,79.81
2023-02-22 06:20:00,79.81
2023-02-22 07:30:00,79.81
2023-02-22 08:40:00,79.81
2023-02-22 09:50:00,79.81
2023-02-22 11:00:00,78.87
2023-02-22 12:10:00,77.01
2023-02-22 13:20:00,76.34
2023-02-22 14:30:00,76.34
2023-02-22 15:40:00,76.26
2023-02-22 16:50:00,76.22
2023-02-22 18:00:00,76.37
2023-02-22 19:10:00,77.2
2023-02-22 20:20:00,77.95
2023-02-22 21:30:00,78.62
2023-02-22 22:40:00,78.94
2023-02-22 23:50:00,79.22
2023-02-23 01:10:00,79.57
2023-02-23 02:20:00,79.61
2023-02-23 03:30:00,79.61
2023-02-23 04:40:00,79.65
2023-02-23 05:50:00,79.65
2023-02-23 07:00:00,79.65
2023-02-23 08:10:00,79.65
2023-02-23 09:20:00,79.65
2023-02-23 10:30:00,79.65
2023-02-23 11:40:00,79.57
2023-02-23 12:50:00,78.62
2023-02-23 14:00:00,76.44
2023-02-23 15:10:00,75.97
2023-02-23 16:20:00,76.01
2023-02-23 17:30:00,76.16
2023-02-23 18:40:00,76.8
2023-02-23 19:50:00,77.23
2023-02-23 21:00:00,77.82
2023-02-23 22:10:00,78.25
2023-02-23 23:20:00,78.68
2023-02-24 00:40:00,78.96
2023-02-24 01:50:00,79.12
2023-02-24 03:00:00,79.24
2023-02-24 04:10:00,79.39
2023-02-24 05:20:00,79.59
2023-02-24 06:30:00,79.67
2023-02-24 07:40:00,79.67
2023-02-24 08:50:00,79.67
2023-02-24 10:00:00,79.03
2023-02-24 11:10:00,76.5
2023-02-24 12:20:00,75.91
2023-02-24 13:30:00,74.6
2023-02-24 14:40:00,62.55
2023-02-24 15:50:00,51.27
2023-02-24 17:00:00,49.69
2023-02-24 18:10:00,50.55
2023-02-24 19:20:00,52.92
2023-02-24 20:30:00,53.67
2023-02-24 21:40:00,54.03
2023-02-24 22:50:00,54.34
2023-02-25 00:10:00,55.01
2023-02-25 01:20:00,55.56
2023-02-25 02:30:00,56.39
2023-02-25 03:40:00,59.15
2023-02-25 04:50:00,64.59
2023-02-25 06:00:00,67.99
2023-02-25 07:10:00,69.64
2023-02-25 08:20:00,70.24
2023-02-25 09:30:00,70.24
2023-02-25 10:40:00,67.98
2023-02-25 11:50:00,66.87
2023-02-25 13:00:00,66.52
2023-02-25 14:10:00,65.76
2023-02-25 15:20:00,64.78
2023-02-25 16:30:00,63.99
2023-02-25 17:40:00,63.44
2023-02-25 18:50:00,64.26
2023-02-25 20:00:00,66.08
2023-02-25 21:10:00,66.83
2023-02-25 22:20:00,66.91
2023-02-25 23:30:00,67.03
2023-02-26 00:50:00,67.11
2023-02-26 02:00:00,67.18
2023-02-26 03:10:00,67.39
2023-02-26 04:20:00,67.66
2023-02-26 05:30:00,68.13
2023-02-26 06:40:00,68.45
2023-02-26 07:50:00,68.72
2023-02-26 09:00:00,68.72
2023-02-26 10:10:00,66.86
2023-02-26 11:20:00,65.24
2023-02-26 12:30:00,64.72
2023-02-26 13:40:00,63.65
2023-02-26 14:50:00,61.99
2023-02-26 16:00:00,56.76
2023-02-26 17:10:00,55.37
2023-02-26 18:20:00,56.25
2023-02-26 19:30:00,58.14
2023-02-26 20:40:00,58.81
2023-02-26 21:50:00,59.05
2023-02-26 23:00:00,59.21
2023-02-27 00:20:00,59.64
2023-02-27 01:40:00,60.27
2023-02-27 02:50:00,60.94
2023-02-27 04:00:00,61.49
2023-02-27 05:10:00,62.16
2023-02-27 06:20:00,64.57
2023-02-27 07:30:00,67.14
2023-02-27 08:40:00,67.89
2023-02-27 09:50:00,66.74
2023-02-27 11:00:00,64.45
2023-02-27 12:10:00,64.21
2023-02-27 13:20:00,63.85
2023-02-27 14:30:00,63.06
2023-02-27 15:40:00,62.7
2023-02-27 16:50:00,62.46
2023-02-27 18:00:00,62.78
2023-02-27 19:10:00,63.53
2023-02-27 20:20:00,64.6
2023-02-27 21:30:00,65.27
2023-02-27 22:40:00,65.62
2023-02-27 23:50:00,65.78
2023-02-28 01:10:00,65.82
2023-02-28 02:20:00,65.9
2023-02-28 03:30:00,65.98
2023-02-28 04:40:00,66.02
2023-02-28 05:50:00,66.1
2023-02-28 07:00:00,66.14
2023-02-28 08:10:00,66.14
2023-02-28 09:20:00,66.14
2023-02-28 10:30:00,66.14
2023-02-28 11:40:00,65.86
2023-02-28 12:50:00,64.4
2023-02-28 14:00:00,63.41
2023-02-28 15:10:00,63.25
2023-02-28 16:20:00,63.25
2023-02-28 17:30:00,63.25
2023-02-28 18:40:00,63.29
2023-02-28 19:50:00,63.73
2023-02-28 21:00:00,64.2
2023-02-28 22:10:00,64.83
2023-02-28 23:20:00,65.22
2023-03-01 00:40:00,65.69
2023-03-01 01:50:00,65.85
2023-03-01 03:00:00,66.05
2023-03-01 04:10:00,66.28
2023-03-01 05:20:00,66.37
2023-03-01 06:30:00,66.4
2023-03-01 07:40:00,66.41
2023-03-01 08:50:00,66.44
2023-03-01 10:00:00,66.44
2023-03-01 11:10:00,66.36
2023-03-01 12:20:00,65.89
2023-03-01 13:30:00,65.65
2023-03-01 14:40:00,65.57
2023-03-01 15:50:00,65.53
2023-03-01 17:00:00,65.49
2023-03-01 18:10:00,65.45
2023-03-01 19:20:00,65.5
2023-03-01 20:30:00,65.65
2023-03-01 21:40:00,65.85
2023-03-01 22:50:00,66.01
2023-03-02 00:10:00,66.28
2023-03-02 01:20:00,66.4
2023-03-02 02:30:00,66.44
2023-03-02 03:40:00,66.48
2023-03-02 04:50:00,66.52
2023-03-02 06:00:00,66.55
2023-03-02 07:10:00,66.59
2023-03-02 08:20:00,66.59
2023-03-02 09:30:00,66.59
2023-03-02 10:40:00,66.04
2023-03-02 11:50:00,64.38
2023-03-02 13:00:00,63.78
2023-03-02 14:10:00,63.11
2023-03-02 15:20:00,63.03
2023-03-02 16:30:00,63.03
2023-03-02 17:40:00,63.03
2023-03-02 18:50:00,63.11
2023-03-02 20:00:00,63.7
2023-03-02 21:10:00,64.29
2023-03-02 22:20:00,65.32
2023-03-02 23:30:00,65.68
2023-03-03 00:50:00,66.11
2023-03-03 02:00:00,66.19
2023-03-03 03:10:00,66.23
2023-03-03 04:20:00,66.23
2023-03-03 05:30:00,66.23
2023-03-03 06:40:00,66.27
2023-03-03 07:50:00,66.27
2023-03-03 09:00:00,66.27
2023-03-03 10:10:00,65.99
2023-03-03 11:20:00,63.46
2023-03-03 12:30:00,63.02
2023-03-03 13:40:00,62.87
2023-03-03 14:50:00,62.23
2023-03-03 16:00:00,61.25
2023-03-03 17:10:00,60.61
2023-03-03 18:20:00,61.48
2023-03-03 19:30:00,63.26
2023-03-03 20:40:00,63.9
2023-03-03 21:50:00,64.05
2023-03-03 23:00:00,64.1
2023-03-04 00:20:00,64.13
2023-03-04 01:30:00,64.21
2023-03-04 02:40:00,64.3
2023-03-04 03:50:00,64.38
2023-03-04 05:00:00,64.53
2023-03-04 06:10:00,64.81
2023-03-04 07:20:00,65.04
2023-03-04 08:30:00,65.08
2023-03-04 09:40:00,65
2023-03-04 10:50:00,63.3
2023-03-04 12:00:00,62.2
2023-03-04 13:10:00,61.88
2023-03-04 14:20:00,60.93
2023-03-04 15:30:00,58.08
2023-03-04 16:40:00,51.94
2023-03-04 17:50:00,51.75
2023-03-04 19:00:00,53.48
2023-03-04 20:10:00,54.75
2023-03-04 21:20:00,55.02
2023-03-04 22:30:00,55.3
2023-03-04 23:40:00,55.7
2023-03-05 01:00:00,56.29
2023-03-05 02:10:00,56.92
2023-03-05 03:20:00,57.55
2023-03-05 04:30:00,58.54
2023-03-05 05:40:00,62.01
2023-03-05 06:50:00,65.8
2023-03-05 08:00:00,67.87
2023-03-05 09:10:00,67.9
2023-03-05 10:20:00,65.32
2023-03-05 11:30:00,64.34
2023-03-05 12:40:00,63.19
2023-03-05 13:50:00,58.36
2023-03-05 15:00:00,41.04
2023-03-05 16:10:00,33.3
2023-03-05 17:20:00,31.95
2023-03-05 18:30:00,32.83
2023-03-05 19:40:00,35.39
2023-03-05 20:50:00,36.34
2023-03-05 22:00:00,37.09
2023-03-05 23:10:00,37.92
2023-03-06 00:30:00,43.05
2023-03-06 01:50:00,50.52
2023-03-06 03:00:00,53.96
2023-03-06 04:10:00,56.76
2023-03-06 05:20:00,59.21
2023-03-06 06:30:00,61.07
2023-03-06 07:40:00,61.82
2023-03-06 08:50:00,61.9
2023-03-06 10:00:00,61.85
2023-03-06 11:10:00,61.1
2023-03-06 12:20:00,59.99
2023-03-06 13:30:00,59.83
2023-03-06 14:40:00,60.31
2023-03-06 15:50:00,61.34
2023-03-06 17:00:00,61.61
2023-03-06 18:10:00,61.73
2023-03-06 19:20:00,61.77
2023-03-06 20:30:00,61.81
2023-03-06 21:40:00,61.81
2023-03-06 22:50:00,61.89
2023-03-07 00:10:00,62.04
2023-03-07 01:20:00,62.2
2023-03-07 02:30:00,62.44
2023-03-07 03:40:00,62.52
2023-03-07 04:50:00,62.68
2023-03-07 06:00:00,62.87
2023-03-07 07:10:00,62.95
2023-03-07 08:20:00,62.95
2023-03-07 09:30:00,62.95
2023-03-07 10:40:00,62.72
2023-03-07 11:50:00,61.97
2023-03-07 13:00:00,59.99
2023-03-07 14:10:00,59.32
2023-03-07 15:20:00,59.27
2023-03-07 16:30:00,59.16
2023-03-07 17:40:00,59.16
2023-03-07 18:50:00,59.47
2023-03-07 20:00:00,60.06
2023-03-07 21:10:00,60.73
2023-03-07 22:20:00,61.32
2023-03-07 23:30:00,61.52
2023-03-08 00:50:00,61.68
2023-03-08 02:00:00,61.8
2023-03-08 03:10:00,61.91
2023-03-08 04:20:00,62
2023-03-08 05:30:00,62.03
2023-03-08 06:40:00,62.08
2023-03-08 07:50:00,62.07
2023-03-08 09:00:00,62.03
2023-03-08 10:10:00,61.36
2023-03-08 11:20:00,59.66
2023-03-08 12:30:00,58.75
2023-03-08 13:40:00,58.35
2023-03-08 14:50:00,57.95
2023-03-08 16:00:00,57.72
2023-03-08 17:10:00,57.56
2023-03-08 18:20:00,57.68
2023-03-08 19:30:00,58.51
2023-03-08 20:40:00,59.58
2023-03-08 21:50:00,60.33
2023-03-08 23:00:00,60.64
2023-03-09 00:20:00,60.72
2023-03-09 01:30:00,60.76
2023-03-09 02:40:00,60.8
2023-03-09 03:50:00,60.88
2023-03-09 05:00:00,60.96
2023-03-09 06:10:00,61
2023-03-09 07:20:00,61
2023-03-09 08:30:00,61
2023-03-09 09:40:00,60.12
2023-03-09 10:50:00,57.98
2023-03-09 12:00:00,57.51
2023-03-09 13:10:00,55.26
2023-03-09 14:20:00,35.54
2023-03-09 15:30:00,23.95
2023-03-09 16:40:00,20.71
2023-03-09 17:50:00,20.67
2023-03-09 19:00:00,22.65
2023-03-09 20:10:00,24.42
2023-03-09 21:20:00,24.82
2023-03-09 22:30:00,25.45
2023-03-09 23:40:00,26.28
2023-03-10 01:00:00,29.4
2023-03-10 02:10:00,35.01
2023-03-10 03:20:00,39.15
2023-03-10 04:30:00,41.84
2023-03-10 05:40:00,43.23
2023-03-10 06:50:00,44.77
2023-03-10 08:00:00,45.91
2023-03-10 09:10:00,46.62
2023-03-10 11:00:00,47.77
2023-03-10 12:10:00,47.81
2023-03-10 13:20:00,47.81
2023-03-10 14:30:00,47.93
2023-03-10 15:40:00,47.93
2023-03-10 16:50:00,47.73
2023-03-10 18:00:00,47.14
2023-03-10 19:10:00,47.1
2023-03-10 20:20:00,47.34
2023-03-10 21:30:00,48.44
2023-03-10 22:40:00,50.06
2023-03-10 23:50:00,52.55
2023-03-11 01:10:00,55.9
2023-03-11 02:20:00,58.35
2023-03-11 03:30:00,60.05
2023-03-11 04:40:00,61.16
2023-03-11 05:50:00,61.86
2023-03-11 07:00:00,62.18
2023-03-11 08:10:00,62.22
2023-03-11 09:20:00,62.05
2023-03-11 10:30:00,59.77
2023-03-11 11:40:00,58.54
2023-03-11 12:50:00,58.07
2023-03-11 14:00:00,56.56
2023-03-11 15:10:00,49.86
2023-03-11 16:20:00,43.7
2023-03-11 17:30:00,42.39
2023-03-11 18:40:00,42.79
2023-03-11 19:50:00,44.84
2023-03-11 21:00:00,45.59
2023-03-11 22:10:00,45.75
2023-03-11 23:20:00,45.87
2023-03-12 00:40:00,46.02
2023-03-12 01:50:00,46.1
2023-03-12 03:00:00,46.26
2023-03-12 04:10:00,46.54
2023-03-12 05:20:00,46.9
2023-03-12 06:30:00,47.64
2023-03-12 07:40:00,48.83
2023-03-12 08:50:00,51.64
2023-03-12 10:00:00,54.57
2023-03-12 11:10:00,55.25
2023-03-12 12:20:00,55.09
2023-03-12 13:30:00,54.06
2023-03-12 14:40:00,53.03
2023-03-12 15:50:00,52.43
2023-03-12 17:00:00,52.12
2023-03-12 18:10:00,52.12
2023-03-12 19:20:00,52.87
2023-03-12 20:30:00,54.56
2023-03-12 21:40:00,55.24
2023-03-12 22:50:00,55.59
2023-03-13 00:10:00,56.89
2023-03-13 01:20:00,58.55
2023-03-13 02:30:00,59.7
2023-03-13 03:40:00,62.02
2023-03-13 04:50:00,64.42
2023-03-13 06:00:00,66.36
2023-03-13 07:10:00,68.05
2023-03-13 08:20:00,68.17
2023-03-13 09:30:00,67.97
2023-03-13 10:40:00,65.48
2023-03-13 11:50:00,64.73
2023-03-13 13:00:00,63.78
2023-03-13 14:10:00,63.02
2023-03-13 15:20:00,62.63
2023-03-13 16:30:00,62.19
2023-03-13 17:40:00,62.15
2023-03-13 18:50:00,63.18
2023-03-13 20:00:00,64.92
2023-03-13 21:10:00,65.27
2023-03-13 22:20:00,65.43
2023-03-13 23:30:00,65.59
2023-03-14 00:50:00,65.98
2023-03-14 02:00:00,66.62
2023-03-14 03:10:00,67.17
2023-03-14 04:20:00,67.56
2023-03-14 05:30:00,67.88
2023-03-14 06:40:00,68.12
2023-03-14 07:50:00,68.31
2023-03-14 09:00:00,67.36
2023-03-14 10:10:00,64.75
2023-03-14 11:20:00,64
2023-03-14 12:30:00,62.53
2023-03-14 13:40:00,54.45
2023-03-14 14:50:00,36.17
2023-03-14 16:00:00,27.49
2023-03-14 17:10:00,26.3
2023-03-14 18:20:00,26.58
2023-03-14 19:30:00,29.48
2023-03-14 20:40:00,30.7
2023-03-14 21:50:00,31.61
2023-03-14 23:00:00,32.68
2023-03-15 00:20:00,39.07
2023-03-15 01:30:00,46.06
2023-03-15 02:40:00,50.37
2023-03-15 03:50:00,54.74
2023-03-15 05:00:00,57.85
2023-03-15 06:10:00,60.53
2023-03-15 07:20:00,62.35
2023-03-15 08:30:00,62.63
2023-03-15 09:40:00,60.96
2023-03-15 10:50:00,58.78
2023-03-15 12:00:00,57.58
2023-03-15 13:10:00,42.03
2023-03-15 14:20:00,25.14
2023-03-15 15:30:00,17.52
2023-03-15 16:40:00,14.28
2023-03-15 17:50:00,14.04
2023-03-15 19:00:00,16.14
2023-03-15 20:10:00,17.84
2023-03-15 21:20:00,18.51
2023-03-15 22:30:00,19.14
2023-03-15 23:40:00,20.36
2023-03-16 01:00:00,24
2023-03-16 02:10:00,29.41
2023-03-16 03:20:00,35.93
2023-03-16 04:30:00,40.07
2023-03-16 05:40:00,43.94
2023-03-16 06:50:00,46.32
2023-03-16 08:00:00,47.38
2023-03-16 09:10:00,47.61
2023-03-16 10:20:00,47.61
2023-03-16 11:30:00,47.97
2023-03-16 12:40:00,50.07
2023-03-16 13:50:00,51.81
2023-03-16 15:00:00,53.47
2023-03-16 16:10:00,54.5
2023-03-16 17:20:00,55.09
2023-03-16 18:30:00,55.56
2023-03-16 19:40:00,56.27
2023-03-16 20:50:00,56.75
2023-03-16 22:00:00,56.87
2023-03-16 23:10:00,56.94
2023-03-17 00:30:00,57.14
2023-03-17 01:40:00,57.62
2023-03-17 02:50:00,57.97
2023-03-17 04:00:00,58.33
2023-03-17 05:10:00,58.73
2023-03-17 06:20:00,59.12
2023-03-17 07:30:00,59.2
2023-03-17 08:40:00,59.2
2023-03-17 09:50:00,58.73
2023-03-17 11:00:00,56.95
2023-03-17 12:10:00,55.88
2023-03-17 13:20:00,55.49
2023-03-17 14:30:00,55.32
2023-03-17 15:40:00,54.81
2023-03-17 16:50:00,54.65
2023-03-17 18:00:00,54.65
2023-03-17 19:10:00,55.33
2023-03-17 20:20:00,56.55
2023-03-17 21:30:00,57.42
2023-03-17 22:40:00,57.73
2023-03-17 23:50:00,57.77
2023-03-18 01:10:00,57.85
2023-03-18 02:20:00,57.89
2023-03-18 03:30:00,57.93
2023-03-18 04:40:00,57.97
2023-03-18 05:50:00,58.09
2023-03-18 07:00:00,58.2
2023-03-18 08:10:00,58.21
2023-03-18 09:20:00,58.21
2023-03-18 10:30:00,58.24
2023-03-18 11:40:00,58.24
2023-03-18 12:50:00,58.24
2023-03-18 14:00:00,58.24
2023-03-18 15:10:00,57.89
2023-03-18 16:20:00,56.67
2023-03-18 17:30:00,56.47
2023-03-18 18:40:00,56.39
2023-03-18 19:50:00,56.39
2023-03-18 21:00:00,56.39
2023-03-18 22:10:00,56.51
2023-03-18 23:20:00,56.67
2023-03-19 00:40:00,56.98
2023-03-19 01:50:00,57.14
2023-03-19 03:00:00,57.5
2023-03-19 04:10:00,57.73
2023-03-19 05:20:00,58.05
2023-03-19 06:30:00,58.44
2023-03-19 07:40:00,58.48
2023-03-19 08:50:00,58.52
2023-03-19 10:00:00,58.52
2023-03-19 11:10:00,58.52
2023-03-19 12:20:00,57.92
2023-03-19 13:30:00,56.15
2023-03-19 14:40:00,55.31
2023-03-19 15:50:00,55.19
2023-03-19 17:00:00,55.15
2023-03-19 18:10:00,55.15
2023-03-19 19:20:00,55.59
2023-03-19 20:30:00,56.74
2023-03-19 21:40:00,57.57
2023-03-19 22:50:00,58
2023-03-20 00:10:00,58.04
2023-03-20 01:30:00,58.16
2023-03-20 02:40:00,58.2
2023-03-20 03:50:00,58.24
2023-03-20 05:00:00,58.24
2023-03-20 06:10:00,58.24
2023-03-20 07:20:00,58.27
2023-03-20 08:30:00,58.27
2023-03-20 09:40:00,57.76
2023-03-20 10:50:00,56.02
2023-03-20 12:00:00,54.91
2023-03-20 13:10:00,54.19
2023-03-20 14:20:00,53.71
2023-03-20 15:30:00,53.24
2023-03-20 16:40:00,53.16
2023-03-20 17:50:00,53.2
2023-03-20 19:00:00,54.23
2023-03-20 20:10:00,55.66
2023-03-20 21:20:00,56.01
2023-03-20 22:30:00,56.17
2023-03-20 23:40:00,56.29
2023-03-21 01:00:00,56.41
2023-03-21 02:10:00,56.6
2023-03-21 03:20:00,56.76
2023-03-21 04:30:00,56.91
2023-03-21 05:40:00,57.11
2023-03-21 06:50:00,57.27
2023-03-21 08:00:00,57.31
2023-03-21 09:10:00,57.23
2023-03-21 10:20:00,54.26
2023-03-21 11:30:00,53.67
2023-03-21 12:40:00,52.72
2023-03-21 13:50:00,35.43
2023-03-21 15:00:00,20.95
2023-03-21 16:10:00,15.53
2023-03-21 17:20:00,15.53
2023-03-21 18:30:00,17.82
2023-03-21 19:40:00,18.97
2023-03-21 20:50:00,19.4
2023-03-21 22:00:00,19.91
2023-03-21 23:10:00,20.42
2023-03-22 00:30:00,21.52
2023-03-22 01:40:00,27.01
2023-03-22 02:50:00,31.95
2023-03-22 04:00:00,35.71
2023-03-22 05:10:00,38.46
2023-03-22 06:20:00,39.81
2023-03-22 07:30:00,41.03
2023-03-22 08:40:00,41.35
2023-03-22 09:50:00,41.54
2023-03-22 11:00:00,41.58
2023-03-22 12:10:00,41.59
2023-03-22 13:20:00,41.58
2023-03-22 14:30:00,41.62
