时间,伸缩量(mm)
2023-01-06 21:00:00,1648.28
2023-01-06 22:10:00,1648.91
2023-01-06 23:20:00,1649.58
2023-01-07 00:40:00,1649.94
2023-01-07 01:50:00,1650.13
2023-01-07 03:00:00,1650.32
2023-01-07 04:10:00,1650.6
2023-01-07 05:20:00,1650.87
2023-01-07 06:30:00,1651.18
2023-01-07 07:40:00,1651.31
2023-01-07 08:50:00,1651.43
2023-01-07 10:00:00,1651.68
2023-01-07 11:10:00,1650.32
2023-01-07 12:20:00,1648.6
2023-01-07 13:30:00,1647.65
2023-01-07 14:40:00,1646.9
2023-01-07 15:50:00,1646.07
2023-01-07 17:10:00,1645.68
2023-01-07 18:20:00,1646.51
2023-01-07 19:30:00,1647.35
2023-01-07 20:40:00,1647.65
2023-01-07 21:50:00,1647.96
2023-01-07 23:00:00,1648.1
2023-01-08 00:20:00,1648.51
2023-01-08 01:30:00,1648.84
2023-01-08 02:40:00,1649.14
2023-01-08 03:50:00,1649.42
2023-01-08 05:00:00,1649.59
2023-01-08 06:10:00,1649.81
2023-01-08 07:20:00,1650.08
2023-01-08 08:30:00,1650.33
2023-01-08 09:40:00,1650.55
2023-01-08 10:50:00,1650.58
2023-01-08 12:00:00,1650.55
2023-01-08 13:10:00,1649.72
2023-01-08 14:20:00,1648.67
2023-01-08 15:30:00,1647.92
2023-01-08 16:40:00,1647.7
2023-01-08 17:50:00,1647.62
2023-01-08 19:00:00,1648
2023-01-08 20:10:00,1648.86
2023-01-08 21:20:00,1649.41
2023-01-08 22:30:00,1649.8
2023-01-08 23:40:00,1650.16
2023-01-09 01:00:00,1650.35
2023-01-09 02:10:00,1650.46
2023-01-09 03:20:00,1650.63
2023-01-09 04:30:00,1650.71
2023-01-09 05:40:00,1650.85
2023-01-09 06:50:00,1651.04
2023-01-09 08:00:00,1651.18
2023-01-09 09:10:00,1651.29
2023-01-09 10:20:00,1651.41
2023-01-09 11:30:00,1651.38
2023-01-09 12:40:00,1650.85
2023-01-09 13:50:00,1649.53
2023-01-09 15:00:00,1648.67
2023-01-09 16:10:00,1648.26
2023-01-09 17:20:00,1648.07
2023-01-09 18:30:00,1648.18
2023-01-09 19:40:00,1649.11
2023-01-09 20:50:00,1649.72
2023-01-09 22:00:00,1650.03
2023-01-09 23:10:00,1650.05
2023-01-10 00:30:00,1650.14
2023-01-10 01:40:00,1650.25
2023-01-10 02:50:00,1650.41
2023-01-10 04:00:00,1650.63
2023-01-10 05:10:00,1650.69
2023-01-10 06:20:00,1650.85
2023-01-10 07:30:00,1651.02
2023-01-10 08:40:00,1651.1
2023-01-10 09:50:00,1651.21
2023-01-10 11:00:00,1651.27
2023-01-10 12:10:00,1651.3
2023-01-10 13:20:00,1650.35
2023-01-10 14:30:00,1648.97
2023-01-10 15:40:00,1648.25
2023-01-10 16:50:00,1648
2023-01-10 18:00:00,1647.92
2023-01-10 19:10:00,1648.58
2023-01-10 20:20:00,1649.5
2023-01-10 21:30:00,1649.83
2023-01-10 22:40:00,1649.94
2023-01-10 23:50:00,1649.97
2023-01-11 01:10:00,1650.13
2023-01-11 02:20:00,1650.3
2023-01-11 03:30:00,1650.43
2023-01-11 04:40:00,1650.57
2023-01-11 05:50:00,1650.68
2023-01-11 07:00:00,1650.9
2023-01-11 08:10:00,1651.13
2023-01-11 09:20:00,1651.26
2023-01-11 10:30:00,1651.23
2023-01-11 11:40:00,1650.55
2023-01-11 12:50:00,1649.08
2023-01-11 14:00:00,1648
2023-01-11 15:10:00,1647.19
2023-01-11 16:20:00,1646.47
2023-01-11 17:30:00,1646.14
2023-01-11 18:40:00,1646.03
2023-01-11 19:50:00,1646.78
2023-01-11 21:00:00,1647.52
2023-01-11 22:10:00,1647.91
2023-01-11 23:20:00,1648.02
2023-01-12 00:40:00,1648.1
2023-01-12 01:50:00,1648.1
2023-01-12 03:00:00,1648.13
2023-01-12 04:10:00,1648.13
2023-01-12 05:20:00,1648.13
2023-01-12 06:30:00,1648.13
2023-01-12 07:40:00,1648.16
2023-01-12 08:50:00,1648.16
2023-01-12 10:00:00,1648.19
2023-01-12 11:10:00,1647.97
2023-01-12 12:20:00,1647.66
2023-01-12 13:30:00,1646.97
2023-01-12 14:40:00,1646.3
2023-01-12 15:50:00,1646
2023-01-12 17:00:00,1645.72
2023-01-12 18:10:00,1645.69
2023-01-12 19:20:00,1645.64
2023-01-12 20:30:00,1646.33
2023-01-12 21:40:00,1647.1
2023-01-12 22:50:00,1647.46
2023-01-13 00:10:00,1647.77
2023-01-13 01:20:00,1647.93
2023-01-13 02:30:00,1648.16
2023-01-13 03:40:00,1648.32
2023-01-13 04:50:00,1648.54
2023-01-13 06:00:00,1648.74
2023-01-13 07:10:00,1648.93
2023-01-13 08:20:00,1649.07
2023-01-13 09:30:00,1649.15
2023-01-13 10:40:00,1648.85
2023-01-13 11:50:00,1648.1
2023-01-13 13:00:00,1647.41
2023-01-13 14:10:00,1647.05
2023-01-13 15:20:00,1646.64
2023-01-13 16:30:00,1646.44
2023-01-13 17:40:00,1646.36
2023-01-13 18:50:00,1646.28
2023-01-13 20:00:00,1646.25
2023-01-13 21:10:00,1646.25
2023-01-13 22:20:00,1646.22
2023-01-13 23:30:00,1646.19
2023-01-14 00:50:00,1646.14
2023-01-14 02:00:00,1646.09
2023-01-14 03:10:00,1646.14
2023-01-14 04:20:00,1646.2
2023-01-14 05:30:00,1646.31
2023-01-14 06:40:00,1646.42
2023-01-14 07:50:00,1646.47
2023-01-14 09:00:00,1646.66
2023-01-14 10:10:00,1647.11
2023-01-14 11:20:00,1647.52
2023-01-14 12:30:00,1647.91
2023-01-14 13:40:00,1648.16
2023-01-14 14:50:00,1648.46
2023-01-14 16:00:00,1648.77
2023-01-14 17:10:00,1649.07
2023-01-14 18:20:00,1649.32
2023-01-14 19:30:00,1649.57
2023-01-14 20:40:00,1649.9
2023-01-14 21:50:00,1650.07
2023-01-14 23:00:00,1650.31
2023-01-15 00:20:00,1650.67
2023-01-15 01:30:00,1650.95
2023-01-15 02:40:00,1651.25
2023-01-15 03:50:00,1651.58
2023-01-15 05:00:00,1651.95
2023-01-15 06:10:00,1652.3
2023-01-15 07:20:00,1652.72
2023-01-15 08:30:00,1653.21
2023-01-15 09:40:00,1653.6
2023-01-15 10:50:00,1654.02
2023-01-15 12:00:00,1654.35
2023-01-15 13:10:00,1654.54
2023-01-15 14:20:00,1654.85
2023-01-15 15:30:00,1655.1
2023-01-15 16:40:00,1655.29
2023-01-15 17:50:00,1655.46
2023-01-15 19:00:00,1655.7
2023-01-15 20:10:00,1655.95
2023-01-15 21:20:00,1656.17
2023-01-15 22:30:00,1656.34
2023-01-15 23:40:00,1656.53
2023-01-16 01:00:00,1656.78
2023-01-16 02:10:00,1656.97
2023-01-16 03:20:00,1657.19
2023-01-16 04:30:00,1657.33
2023-01-16 05:40:00,1657.58
2023-01-16 06:50:00,1657.72
2023-01-16 08:00:00,1657.86
2023-01-16 09:10:00,1657.97
2023-01-16 10:20:00,1658.05
2023-01-16 11:30:00,1658.11
2023-01-16 12:40:00,1658.19
2023-01-16 13:50:00,1658.24
2023-01-16 15:00:00,1658.13
2023-01-16 16:10:00,1658.02
2023-01-16 17:20:00,1657.97
2023-01-16 18:30:00,1657.97
2023-01-16 19:40:00,1657.91
2023-01-16 20:50:00,1657.88
2023-01-16 22:00:00,1657.94
2023-01-16 23:10:00,1657.97
2023-01-17 00:30:00,1658.16
2023-01-17 01:40:00,1658.35
2023-01-17 02:50:00,1658.71
2023-01-17 04:00:00,1659.07
2023-01-17 05:10:00,1659.21
2023-01-17 06:20:00,1659.29
2023-01-17 07:30:00,1659.35
2023-01-17 08:40:00,1659.4
2023-01-17 09:50:00,1659.48
2023-01-17 11:00:00,1659.54
2023-01-17 12:10:00,1659.46
2023-01-17 13:20:00,1659.2
2023-01-17 14:30:00,1658.1
2023-01-17 15:40:00,1657.49
2023-01-17 16:50:00,1657.36
2023-01-17 18:00:00,1657.33
2023-01-17 19:10:00,1657.33
2023-01-17 20:20:00,1657.66
2023-01-17 21:30:00,1657.91
2023-01-17 22:40:00,1658.4
2023-01-17 23:50:00,1658.68
2023-01-18 01:10:00,1658.76
2023-01-18 02:20:00,1658.87
2023-01-18 03:30:00,1658.99
2023-01-18 04:40:00,1659.07
2023-01-18 05:50:00,1659.15
2023-01-18 07:00:00,1659.48
2023-01-18 08:10:00,1659.67
2023-01-18 09:20:00,1659.7
2023-01-18 10:30:00,1659.75
2023-01-18 11:40:00,1659.62
2023-01-18 12:50:00,1658.45
2023-01-18 14:00:00,1657.38
2023-01-18 15:10:00,1656.77
2023-01-18 16:20:00,1656.47
2023-01-18 17:30:00,1656.33
2023-01-18 18:40:00,1656.28
2023-01-18 19:50:00,1656.25
2023-01-18 21:00:00,1656.19
2023-01-18 22:10:00,1656.36
2023-01-18 23:20:00,1656.83
2023-01-19 00:40:00,1657.32
2023-01-19 01:50:00,1657.65
2023-01-19 03:00:00,1658.07
2023-01-19 04:10:00,1658.57
2023-01-19 05:20:00,1658.87
2023-01-19 06:30:00,1659.06
2023-01-19 07:40:00,1659.25
2023-01-19 08:50:00,1659.37
2023-01-19 10:00:00,1659.5
2023-01-19 11:10:00,1658.12
2023-01-19 12:20:00,1656.65
2023-01-19 13:30:00,1655.79
2023-01-19 14:40:00,1654.77
2023-01-19 15:50:00,1654.11
2023-01-19 17:00:00,1653.72
2023-01-19 18:10:00,1653.56
2023-01-19 19:20:00,1654.75
2023-01-19 20:30:00,1655.41
2023-01-19 21:40:00,1655.69
2023-01-19 22:50:00,1655.88
2023-01-20 00:10:00,1656.19
2023-01-20 01:20:00,1656.46
2023-01-20 02:30:00,1656.79
2023-01-20 03:40:00,1657.15
2023-01-20 04:50:00,1657.56
2023-01-20 06:00:00,1657.9
2023-01-20 07:10:00,1658.29
2023-01-20 08:20:00,1658.64
2023-01-20 09:30:00,1658.73
2023-01-20 10:40:00,1658.37
2023-01-20 11:50:00,1657.59
2023-01-20 13:00:00,1656.98
2023-01-20 14:10:00,1656.57
2023-01-20 15:20:00,1656.32
2023-01-20 16:30:00,1656.1
2023-01-20 17:40:00,1656.02
2023-01-20 18:50:00,1655.99
2023-01-20 20:00:00,1655.99
2023-01-20 21:10:00,1655.99
2023-01-20 22:20:00,1655.96
2023-01-20 23:30:00,1655.93
2023-01-21 00:50:00,1655.88
2023-01-21 02:00:00,1655.88
2023-01-21 03:10:00,1655.88
2023-01-21 04:20:00,1655.96
2023-01-21 05:30:00,1656.04
2023-01-21 06:40:00,1656.21
2023-01-21 07:50:00,1656.4
2023-01-21 09:00:00,1656.46
2023-01-21 10:10:00,1656.49
2023-01-21 11:20:00,1656.57
2023-01-21 12:30:00,1656.24
2023-01-21 13:40:00,1655.82
2023-01-21 14:50:00,1655.54
2023-01-21 16:00:00,1655.38
2023-01-21 17:10:00,1655.27
2023-01-21 18:20:00,1655.22
2023-01-21 19:30:00,1655.22
2023-01-21 20:40:00,1655.22
2023-01-21 21:50:00,1655.22
2023-01-21 23:00:00,1655.22
2023-01-22 00:20:00,1655.16
2023-01-22 01:30:00,1655.11
2023-01-22 02:40:00,1655.19
2023-01-22 03:50:00,1655.3
2023-01-22 05:00:00,1655.55
2023-01-22 06:10:00,1655.83
2023-01-22 07:20:00,1656.21
2023-01-22 08:30:00,1656.4
2023-01-22 09:40:00,1656.43
2023-01-22 10:50:00,1656.54
2023-01-22 12:00:00,1656.21
2023-01-22 13:10:00,1655.1
2023-01-22 14:20:00,1654.64
2023-01-22 15:30:00,1654.28
2023-01-22 16:40:00,1653.97
2023-01-22 17:50:00,1653.84
2023-01-22 19:00:00,1653.81
2023-01-22 20:10:00,1653.78
2023-01-22 21:20:00,1653.73
2023-01-22 22:30:00,1653.81
2023-01-22 23:40:00,1654.17
2023-01-23 01:00:00,1654.64
2023-01-23 02:10:00,1654.91
2023-01-23 03:20:00,1655.08
2023-01-23 04:30:00,1655.19
2023-01-23 05:40:00,1655.33
2023-01-23 06:50:00,1655.41
2023-01-23 08:00:00,1655.52
2023-01-23 09:10:00,1655.57
2023-01-23 10:20:00,1655.6
2023-01-23 11:30:00,1655.57
2023-01-23 12:40:00,1654.83
2023-01-23 13:50:00,1653.56
2023-01-23 15:00:00,1652.9
2023-01-23 16:10:00,1652.48
2023-01-23 17:20:00,1652.29
2023-01-23 18:30:00,1652.26
2023-01-23 19:40:00,1652.18
2023-01-23 20:50:00,1652.23
2023-01-23 22:00:00,1652.4
2023-01-23 23:10:00,1652.81
2023-01-24 00:30:00,1653.5
2023-01-24 01:40:00,1653.94
2023-01-24 02:50:00,1654.38
2023-01-24 04:00:00,1654.6
2023-01-24 05:10:00,1654.82
2023-01-24 06:20:00,1655.1
2023-01-24 07:30:00,1655.43
2023-01-24 08:40:00,1655.68
2023-01-24 09:50:00,1655.79
2023-01-24 11:00:00,1655.51
2023-01-24 12:10:00,1654.05
2023-01-24 13:20:00,1653.16
2023-01-24 14:30:00,1652.72
2023-01-24 15:40:00,1652.39
2023-01-24 16:50:00,1652.17
2023-01-24 18:00:00,1652.11
2023-01-24 19:10:00,1652.17
2023-01-24 20:20:00,1652.47
2023-01-24 21:30:00,1653.25
2023-01-24 22:40:00,1653.82
2023-01-24 23:50:00,1654.37
2023-01-25 01:10:00,1654.68
2023-01-25 02:20:00,1654.98
2023-01-25 03:30:00,1655.37
2023-01-25 04:40:00,1655.7
2023-01-25 05:50:00,1656
2023-01-25 07:00:00,1656.28
2023-01-25 08:10:00,1656.47
2023-01-25 09:20:00,1656.56
2023-01-25 10:30:00,1656.67
2023-01-25 11:40:00,1656.36
2023-01-25 12:50:00,1655.53
2023-01-25 14:00:00,1654.7
2023-01-25 15:10:00,1654.1
2023-01-25 16:20:00,1653.74
2023-01-25 17:30:00,1653.52
2023-01-25 18:40:00,1653.44
2023-01-25 19:50:00,1653.74
2023-01-25 21:00:00,1654.76
2023-01-25 22:10:00,1655.26
2023-01-25 23:20:00,1655.73
2023-01-26 00:40:00,1656.14
2023-01-26 01:50:00,1656.34
2023-01-26 03:00:00,1656.56
2023-01-26 04:10:00,1656.78
2023-01-26 05:20:00,1656.95
2023-01-26 06:30:00,1657.06
2023-01-26 07:40:00,1657.17
2023-01-26 08:50:00,1657.25
2023-01-26 10:00:00,1657.31
2023-01-26 11:10:00,1657.3
2023-01-26 12:20:00,1656.67
2023-01-26 13:30:00,1655.64
2023-01-26 14:40:00,1655.12
2023-01-26 15:50:00,1654.65
2023-01-26 17:00:00,1654.41
2023-01-26 18:10:00,1654.27
2023-01-26 19:20:00,1654.27
2023-01-26 20:30:00,1654.27
2023-01-26 21:40:00,1654.24
2023-01-26 22:50:00,1654.19
2023-01-27 00:10:00,1654.44
2023-01-27 01:20:00,1655.21
2023-01-27 02:30:00,1655.99
2023-01-27 03:40:00,1656.48
2023-01-27 04:50:00,1656.98
2023-01-27 06:00:00,1657.28
2023-01-27 07:10:00,1657.56
2023-01-27 08:20:00,1657.86
2023-01-27 09:30:00,1658
2023-01-27 10:40:00,1656.98
2023-01-27 11:50:00,1655.4
2023-01-27 13:00:00,1654.66
2023-01-27 14:10:00,1653.63
2023-01-27 15:20:00,1652.47
2023-01-27 16:30:00,1651.51
2023-01-27 17:40:00,1651.26
2023-01-27 18:50:00,1651.62
2023-01-27 20:00:00,1652.64
2023-01-27 21:10:00,1653.08
2023-01-27 22:20:00,1653.38
2023-01-27 23:30:00,1653.66
2023-01-28 00:50:00,1654.02
2023-01-28 02:00:00,1654.35
2023-01-28 03:10:00,1654.69
2023-01-28 04:20:00,1655.07
2023-01-28 05:30:00,1655.48
2023-01-28 06:40:00,1655.9
2023-01-28 07:50:00,1656.31
2023-01-28 09:00:00,1656.56
2023-01-28 10:10:00,1656.42
2023-01-28 11:20:00,1654.46
2023-01-28 12:30:00,1653.58
2023-01-28 13:40:00,1652.61
2023-01-28 14:50:00,1651.5
2023-01-28 16:00:00,1650.54
2023-01-28 17:10:00,1650.04
2023-01-28 18:20:00,1649.85
2023-01-28 19:30:00,1650.99
2023-01-28 20:40:00,1651.7
2023-01-28 21:50:00,1651.92
2023-01-28 23:00:00,1652.23
2023-01-29 00:20:00,1652.67
2023-01-29 01:30:00,1653.05
2023-01-29 02:40:00,1653.52
2023-01-29 03:50:00,1654.07
2023-01-29 05:00:00,1654.57
2023-01-29 06:10:00,1655.12
2023-01-29 07:20:00,1655.68
2023-01-29 08:30:00,1656.12
2023-01-29 09:40:00,1656.25
2023-01-29 10:50:00,1654.87
2023-01-29 12:00:00,1653.71
2023-01-29 13:10:00,1652.83
2023-01-29 14:20:00,1651.66
2023-01-29 15:30:00,1650.45
2023-01-29 16:40:00,1649.62
2023-01-29 17:50:00,1649.39
2023-01-29 19:00:00,1649.81
2023-01-29 20:10:00,1650.8
2023-01-29 21:20:00,1651.16
2023-01-29 22:30:00,1651.38
2023-01-29 23:40:00,1651.72
2023-01-30 01:10:00,1652.24
2023-01-30 02:20:00,1652.74
2023-01-30 03:30:00,1653.26
2023-01-30 04:40:00,1653.79
2023-01-30 05:50:00,1654.31
2023-01-30 07:00:00,1654.84
2023-01-30 08:10:00,1655.37
2023-01-30 09:20:00,1655.53
2023-01-30 10:30:00,1654.32
2023-01-30 11:40:00,1652.85
2023-01-30 12:50:00,1651.82
2023-01-30 14:00:00,1650.36
2023-01-30 15:10:00,1648.71
2023-01-30 16:20:00,1647.13
2023-01-30 17:30:00,1646.47
2023-01-30 18:40:00,1646.47
2023-01-30 19:50:00,1647.6
2023-01-30 21:00:00,1648.1
2023-01-30 22:10:00,1648.24
2023-01-30 23:20:00,1648.52
2023-01-31 00:40:00,1648.85
2023-01-31 01:50:00,1649.21
2023-01-31 03:00:00,1649.62
2023-01-31 04:10:00,1650.06
2023-01-31 05:20:00,1650.51
2023-01-31 06:30:00,1651.03
2023-01-31 07:40:00,1651.67
2023-01-31 08:50:00,1651.94
2023-01-31 10:00:00,1651.58
2023-01-31 11:10:00,1649.73
2023-01-31 12:20:00,1648.68
2023-01-31 13:30:00,1647.66
2023-01-31 14:40:00,1646.41
2023-01-31 15:50:00,1645.08
2023-01-31 17:00:00,1644.28
2023-01-31 18:10:00,1644.03
2023-01-31 19:20:00,1644.86
2023-01-31 20:30:00,1645.6
2023-01-31 21:40:00,1645.91
2023-01-31 22:50:00,1646.07
2023-02-01 00:10:00,1646.35
2023-02-01 01:20:00,1646.65
2023-02-01 02:30:00,1647.04
2023-02-01 03:40:00,1647.45
2023-02-01 04:50:00,1647.87
2023-02-01 06:00:00,1648.31
2023-02-01 07:10:00,1648.7
2023-02-01 08:20:00,1648.92
2023-02-01 09:30:00,1649.03
2023-02-01 10:40:00,1649.11
2023-02-01 11:50:00,1648.47
2023-02-01 13:00:00,1647.56
2023-02-01 14:10:00,1646.93
2023-02-01 15:20:00,1646.52
2023-02-01 16:30:00,1646.29
2023-02-01 17:40:00,1646.16
2023-02-01 18:50:00,1646.05
2023-02-01 20:00:00,1646.05
2023-02-01 21:10:00,1646.04
2023-02-01 22:20:00,1645.99
2023-02-01 23:30:00,1645.88
2023-02-02 00:50:00,1645.77
2023-02-02 02:00:00,1645.66
2023-02-02 03:10:00,1645.58
2023-02-02 04:20:00,1645.55
2023-02-02 05:30:00,1645.52
2023-02-02 06:40:00,1645.47
2023-02-02 07:50:00,1645.47
2023-02-02 09:00:00,1645.47
2023-02-02 10:10:00,1645.52
2023-02-02 11:20:00,1645.55
2023-02-02 12:30:00,1645.47
2023-02-02 13:40:00,1645.33
2023-02-02 14:50:00,1645.19
2023-02-02 16:00:00,1645.11
2023-02-02 17:10:00,1645.03
2023-02-02 18:20:00,1645.03
2023-02-02 19:30:00,1644.97
2023-02-02 20:40:00,1645.38
2023-02-02 21:50:00,1646.33
2023-02-02 23:00:00,1646.99
2023-02-03 00:20:00,1647.59
2023-02-03 01:30:00,1647.9
2023-02-03 02:40:00,1648.12
2023-02-03 03:50:00,1648.31
2023-02-03 05:00:00,1648.4
2023-02-03 06:10:00,1648.56
2023-02-03 07:20:00,1648.81
2023-02-03 08:30:00,1649
2023-02-03 09:40:00,1649.22
2023-02-03 10:50:00,1648.83
2023-02-03 12:00:00,1647.86
2023-02-03 13:10:00,1646.45
2023-02-03 14:20:00,1645.65
2023-02-03 15:30:00,1644.77
2023-02-03 16:40:00,1644.18
2023-02-03 17:50:00,1643.94
2023-02-03 19:00:00,1644.08
2023-02-03 20:10:00,1645.18
2023-02-03 21:20:00,1645.79
2023-02-03 22:30:00,1645.98
2023-02-03 23:40:00,1646.29
2023-02-04 01:00:00,1646.48
2023-02-04 02:10:00,1646.7
2023-02-04 03:20:00,1646.87
2023-02-04 04:30:00,1646.92
2023-02-04 05:40:00,1647.06
2023-02-04 06:50:00,1647.23
2023-02-04 08:00:00,1647.36
2023-02-04 09:10:00,1647.47
2023-02-04 10:20:00,1647.5
2023-02-04 11:30:00,1647.53
2023-02-04 12:40:00,1647.5
2023-02-04 13:50:00,1647.47
2023-02-04 15:00:00,1647.47
2023-02-04 16:10:00,1647.5
2023-02-04 17:20:00,1647.36
2023-02-04 18:30:00,1647.25
2023-02-04 19:40:00,1647.23
2023-02-04 20:50:00,1647.2
2023-02-04 22:00:00,1647.4
2023-02-04 23:10:00,1647.76
2023-02-05 00:30:00,1648.11
2023-02-05 01:40:00,1648.39
2023-02-05 02:50:00,1648.64
2023-02-05 04:00:00,1649
2023-02-05 05:10:00,1649.33
2023-02-05 06:20:00,1649.69
2023-02-05 07:30:00,1650.13
2023-02-05 08:40:00,1650.38
2023-02-05 09:50:00,1650.58
2023-02-05 11:00:00,1650.01
2023-02-05 12:10:00,1649.07
2023-02-05 13:20:00,1648.54
2023-02-05 14:30:00,1647.96
2023-02-05 15:40:00,1647.43
2023-02-05 16:50:00,1646.9
2023-02-05 18:00:00,1646.73
2023-02-05 19:10:00,1646.65
2023-02-05 20:20:00,1647.43
2023-02-05 21:30:00,1648.2
2023-02-05 22:40:00,1648.78
2023-02-05 23:50:00,1649.14
2023-02-06 01:20:00,1649.52
2023-02-06 02:30:00,1649.86
2023-02-06 03:40:00,1650.19
2023-02-06 04:50:00,1650.57
2023-02-06 06:00:00,1650.91
2023-02-06 07:10:00,1651.29
2023-02-06 08:20:00,1651.62
2023-02-06 09:30:00,1651.76
2023-02-06 10:40:00,1650.57
2023-02-06 11:50:00,1649.11
2023-02-06 13:00:00,1648.2
2023-02-06 14:10:00,1647.37
2023-02-06 15:20:00,1646.43
2023-02-06 16:30:00,1645.71
2023-02-06 17:40:00,1645.35
2023-02-06 18:50:00,1645.4
2023-02-06 20:00:00,1646.49
2023-02-06 21:10:00,1647.01
2023-02-06 22:20:00,1647.21
2023-02-06 23:30:00,1647.37
2023-02-07 00:50:00,1647.65
2023-02-07 02:00:00,1647.96
2023-02-07 03:10:00,1648.34
2023-02-07 04:20:00,1648.62
2023-02-07 05:30:00,1649.01
2023-02-07 06:40:00,1649.23
2023-02-07 07:50:00,1649.39
2023-02-07 09:00:00,1649.48
2023-02-07 10:10:00,1649.54
2023-02-07 11:20:00,1649.09
2023-02-07 12:30:00,1647.76
2023-02-07 13:40:00,1646.97
2023-02-07 14:50:00,1646.63
2023-02-07 16:00:00,1646.25
2023-02-07 17:10:00,1646.19
2023-02-07 18:20:00,1646.08
2023-02-07 19:30:00,1646.03
2023-02-07 20:40:00,1646
2023-02-07 21:50:00,1645.97
2023-02-07 23:00:00,1646.05
2023-02-08 00:20:00,1646.52
2023-02-08 01:30:00,1646.96
