时间,伸缩量(mm)
2023-01-01 01:10:00,1675.32
2023-01-01 02:20:00,1675.33
2023-01-01 03:30:00,1630.6
2023-01-01 04:40:00,1630.73
2023-01-01 05:50:00,1630.85
2023-01-01 07:00:00,1630.98
2023-01-01 08:10:00,1631.11
2023-01-01 09:20:00,1631.29
2023-01-01 10:30:00,1631.35
2023-01-01 11:40:00,1631.35
2023-01-01 12:50:00,1631.35
2023-01-01 14:00:00,1631.38
2023-01-01 15:10:00,1631.38
2023-01-01 16:20:00,1631.38
2023-01-01 17:30:00,1631.38
2023-01-01 18:40:00,1631.38
2023-01-01 19:50:00,1631.38
2023-01-01 21:00:00,1631.38
2023-01-01 22:10:00,1631.38
2023-01-01 23:20:00,1631.38
2023-01-02 00:40:00,1631.38
2023-01-02 02:00:00,1631.38
2023-01-02 03:10:00,1631.46
2023-01-02 04:20:00,1631.74
2023-01-02 05:30:00,1631.86
2023-01-02 06:40:00,1631.91
2023-01-02 07:50:00,1631.97
2023-01-02 09:00:00,1631.99
2023-01-02 10:10:00,1632.05
2023-01-02 11:20:00,1632.05
2023-01-02 12:30:00,1632.08
2023-01-02 13:40:00,1632.08
2023-01-02 14:50:00,1632.11
2023-01-02 16:00:00,1632.11
2023-01-02 17:10:00,1632.11
2023-01-02 18:20:00,1632.11
2023-01-02 19:30:00,1632.11
2023-01-02 20:40:00,1632.11
2023-01-02 21:50:00,1632.13
2023-01-02 23:00:00,1632.22
2023-01-03 00:20:00,1677.25
2023-01-03 01:30:00,1632.53
2023-01-03 02:40:00,1632.58
2023-01-03 03:50:00,1632.62
2023-01-03 05:00:00,1632.64
2023-01-03 06:10:00,1632.69
2023-01-03 07:20:00,1632.84
2023-01-03 08:30:00,1632.84
2023-01-03 09:40:00,1677.69
2023-01-03 10:50:00,1632.9
2023-01-03 12:00:00,1632.93
2023-01-03 13:10:00,1632.9
2023-01-03 14:20:00,1632.5
2023-01-03 15:30:00,1632.29
2023-01-03 16:40:00,1632.12
2023-01-03 17:50:00,1632.09
2023-01-03 19:00:00,1632.07
2023-01-03 20:10:00,1632.07
2023-01-03 21:20:00,1632.1
2023-01-03 22:30:00,1632.1
2023-01-03 23:40:00,1632.1
2023-01-04 01:00:00,1632.12
2023-01-04 02:10:00,1632.18
2023-01-04 03:20:00,1632.32
2023-01-04 04:30:00,1632.47
2023-01-04 05:40:00,1632.53
2023-01-04 06:50:00,1677.62
2023-01-04 08:00:00,1632.9
2023-01-04 09:10:00,1632.97
2023-01-04 10:20:00,1633.09
2023-01-04 11:30:00,1633.14
2023-01-04 12:40:00,1633.15
2023-01-04 13:50:00,1632.76
2023-01-04 15:00:00,1632.18
2023-01-04 16:10:00,1631.93
2023-01-04 17:20:00,1631.82
2023-01-04 18:30:00,1631.79
2023-01-04 19:40:00,1631.79
2023-01-04 20:50:00,1631.79
2023-01-04 22:00:00,1631.76
2023-01-04 23:10:00,1631.79
2023-01-05 00:30:00,1631.82
2023-01-05 01:40:00,1631.82
2023-01-05 02:50:00,1631.85
2023-01-05 04:00:00,1631.85
2023-01-05 05:10:00,1631.87
2023-01-05 06:20:00,1631.96
2023-01-05 07:30:00,1632.26
2023-01-05 08:40:00,1632.29
2023-01-05 09:50:00,1632.38
2023-01-05 11:00:00,1632.46
2023-01-05 12:10:00,1632.46
2023-01-05 13:20:00,1632.04
2023-01-05 14:30:00,1631.35
2023-01-05 15:40:00,1631.16
2023-01-05 16:50:00,1631.03
2023-01-05 18:00:00,1631.01
2023-01-05 19:10:00,1630.96
2023-01-05 20:20:00,1630.98
2023-01-05 21:30:00,1631.07
2023-01-05 22:40:00,1631.41
2023-01-05 23:50:00,1631.49
2023-01-06 01:10:00,1631.69
2023-01-06 02:20:00,1632.02
2023-01-06 03:30:00,1632.13
2023-01-06 04:40:00,1632.25
2023-01-06 05:50:00,1632.33
2023-01-06 07:00:00,1632.47
2023-01-06 08:10:00,1632.57
2023-01-06 09:20:00,1677.51
2023-01-06 10:30:00,1677.67
2023-01-06 11:40:00,1632.89
2023-01-06 12:50:00,1632.86
2023-01-06 14:00:00,1632.77
2023-01-06 15:10:00,1632.23
2023-01-06 16:20:00,1631.93
2023-01-06 17:30:00,1631.79
2023-01-06 18:40:00,1631.74
2023-01-06 19:50:00,1631.74
2023-01-06 21:00:00,1631.79
2023-01-06 22:10:00,1631.96
2023-01-06 23:20:00,1632.32
2023-01-07 00:40:00,1632.74
2023-01-07 01:50:00,1632.83
2023-01-07 03:00:00,1632.93
2023-01-07 04:10:00,1677.88
2023-01-07 05:20:00,1633.31
2023-01-07 06:30:00,1633.8
2023-01-07 07:40:00,1633.97
2023-01-07 08:50:00,1634.08
2023-01-07 10:00:00,1634.22
2023-01-07 11:10:00,1633.53
2023-01-07 12:20:00,1631.9
2023-01-07 13:30:00,1631.14
2023-01-07 14:40:00,1630.46
2023-01-07 15:50:00,1629.81
2023-01-07 17:10:00,1629.47
2023-01-07 18:20:00,1629.67
2023-01-07 19:30:00,1630.39
2023-01-07 20:40:00,1630.61
2023-01-07 21:50:00,1630.89
2023-01-07 23:00:00,1631.02
2023-01-08 00:20:00,1631.27
2023-01-08 01:30:00,1631.44
2023-01-08 02:40:00,1631.63
2023-01-08 03:50:00,1631.74
2023-01-08 05:00:00,1631.88
2023-01-08 06:10:00,1632.05
2023-01-08 07:20:00,1632.41
2023-01-08 08:30:00,1677.56
2023-01-08 09:40:00,1633
2023-01-08 10:50:00,1633.15
2023-01-08 12:00:00,1633.19
2023-01-08 13:10:00,1632.89
2023-01-08 14:20:00,1631.98
2023-01-08 15:30:00,1631.26
2023-01-08 16:40:00,1631.07
2023-01-08 17:50:00,1631.07
2023-01-08 19:00:00,1631.34
2023-01-08 20:10:00,1632.04
2023-01-08 21:20:00,1632.63
2023-01-08 22:30:00,1632.96
2023-01-08 23:40:00,1633.09
2023-01-09 01:00:00,1633.15
2023-01-09 02:10:00,1633.21
2023-01-09 03:20:00,1633.36
2023-01-09 04:30:00,1633.42
2023-01-09 05:40:00,1633.58
2023-01-09 06:50:00,1633.94
2023-01-09 08:00:00,1634.13
2023-01-09 09:10:00,1634.24
2023-01-09 10:20:00,1634.32
2023-01-09 11:30:00,1634.32
2023-01-09 12:40:00,1633.99
2023-01-09 13:50:00,1632.74
2023-01-09 15:00:00,1631.93
2023-01-09 16:10:00,1631.6
2023-01-09 17:20:00,1631.51
2023-01-09 18:30:00,1631.59
2023-01-09 19:40:00,1632.44
2023-01-09 20:50:00,1633.06
2023-01-09 22:00:00,1633.3
2023-01-09 23:10:00,1633.39
2023-01-10 00:30:00,1633.47
2023-01-10 01:40:00,1633.53
2023-01-10 02:50:00,1633.64
2023-01-10 04:00:00,1633.91
2023-01-10 05:10:00,1633.97
2023-01-10 06:20:00,1634.08
2023-01-10 07:30:00,1634.19
2023-01-10 08:40:00,1634.27
2023-01-10 09:50:00,1634.37
2023-01-10 11:00:00,1634.39
2023-01-10 12:10:00,1679.16
2023-01-10 13:20:00,1633.58
2023-01-10 14:30:00,1632.23
2023-01-10 15:40:00,1631.65
2023-01-10 16:50:00,1631.43
2023-01-10 18:00:00,1631.48
2023-01-10 19:10:00,1631.98
2023-01-10 20:20:00,1632.84
2023-01-10 21:30:00,1633.13
2023-01-10 22:40:00,1633.24
2023-01-10 23:50:00,1633.27
2023-01-11 01:10:00,1633.36
2023-01-11 02:20:00,1633.53
2023-01-11 03:30:00,1633.67
2023-01-11 04:40:00,1633.75
2023-01-11 05:50:00,1633.86
2023-01-11 07:00:00,1634.02
2023-01-11 08:10:00,1634.19
2023-01-11 09:20:00,1634.27
2023-01-11 10:30:00,1634.27
2023-01-11 11:40:00,1633.89
2023-01-11 12:50:00,1632.4
2023-01-11 14:00:00,1631.54
2023-01-11 15:10:00,1630.92
2023-01-11 16:20:00,1630.32
2023-01-11 17:30:00,1630.13
2023-01-11 18:40:00,1630.13
2023-01-11 19:50:00,1630.53
2023-01-11 21:00:00,1631.1
2023-01-11 22:10:00,1631.44
2023-01-11 23:20:00,1631.55
2023-01-12 00:40:00,1631.71
2023-01-12 01:50:00,1631.85
2023-01-12 03:00:00,1631.93
2023-01-12 04:10:00,1631.94
2023-01-12 05:20:00,1631.96
2023-01-12 06:30:00,1631.96
2023-01-12 07:40:00,1631.96
2023-01-12 08:50:00,1631.96
2023-01-12 10:00:00,1631.93
2023-01-12 11:10:00,1631.9
2023-01-12 12:20:00,1631.66
2023-01-12 13:30:00,1630.96
2023-01-12 14:40:00,1630.34
2023-01-12 15:50:00,1630.01
2023-01-12 17:00:00,1629.78
2023-01-12 18:10:00,1629.75
2023-01-12 19:20:00,1629.78
2023-01-12 20:30:00,1630.2
2023-01-12 21:40:00,1630.73
2023-01-12 22:50:00,1631.07
2023-01-13 00:10:00,1631.29
2023-01-13 01:20:00,1631.44
2023-01-13 02:30:00,1631.57
2023-01-13 03:40:00,1631.68
2023-01-13 04:50:00,1631.79
2023-01-13 06:00:00,1631.93
2023-01-13 07:10:00,1632.07
2023-01-13 08:20:00,1632.18
2023-01-13 09:30:00,1632.18
2023-01-13 10:40:00,1632.18
2023-01-13 11:50:00,1631.68
2023-01-13 13:00:00,1631.02
2023-01-13 14:10:00,1630.7
2023-01-13 15:20:00,1630.33
2023-01-13 16:30:00,1630.2
2023-01-13 17:40:00,1630.14
2023-01-13 18:50:00,1630.09
2023-01-13 20:00:00,1630.06
2023-01-13 21:10:00,1630.05
2023-01-13 22:20:00,1630.03
2023-01-13 23:30:00,1630.03
2023-01-14 00:50:00,1630.06
2023-01-14 02:00:00,1630.09
2023-01-14 03:10:00,1630.09
2023-01-14 04:20:00,1630.11
2023-01-14 05:30:00,1630.12
2023-01-14 06:40:00,1630.14
2023-01-14 07:50:00,1630.14
2023-01-14 09:00:00,1630.22
2023-01-14 10:10:00,1630.61
2023-01-14 11:20:00,1630.98
2023-01-14 12:30:00,1631.23
2023-01-14 13:40:00,1631.41
2023-01-14 14:50:00,1631.55
2023-01-14 16:00:00,1631.66
2023-01-14 17:10:00,1631.85
2023-01-14 18:20:00,1632.04
2023-01-14 19:30:00,1632.21
2023-01-14 20:40:00,1632.38
2023-01-14 21:50:00,1632.51
2023-01-14 23:00:00,1677.37
2023-01-15 00:20:00,1677.49
2023-01-15 01:30:00,1632.9
2023-01-15 02:40:00,1633.15
2023-01-15 03:50:00,1633.39
2023-01-15 05:00:00,1633.7
2023-01-15 06:10:00,1634
2023-01-15 07:20:00,1634.35
2023-01-15 08:30:00,1634.67
2023-01-15 09:40:00,1635.01
2023-01-15 10:50:00,1635.3
2023-01-15 12:00:00,1635.53
2023-01-15 13:10:00,1635.67
2023-01-15 14:20:00,1635.87
2023-01-15 15:30:00,1636.08
2023-01-15 16:40:00,1636.14
2023-01-15 17:50:00,1636.22
2023-01-15 19:00:00,1636.42
2023-01-15 20:10:00,1681.41
2023-01-15 21:20:00,1636.74
2023-01-15 22:30:00,1636.86
2023-01-15 23:40:00,1637.08
2023-01-16 01:00:00,1682.09
2023-01-16 02:10:00,1637.46
2023-01-16 03:20:00,1637.66
2023-01-16 04:30:00,1637.8
2023-01-16 05:40:00,1637.94
2023-01-16 06:50:00,1637.97
2023-01-16 08:00:00,1638.05
2023-01-16 09:10:00,1638.11
2023-01-16 10:20:00,1638.19
2023-01-16 11:30:00,1638.19
2023-01-16 12:40:00,1638.22
2023-01-16 13:50:00,1638.22
2023-01-16 15:00:00,1638.27
2023-01-16 16:10:00,1638.3
2023-01-16 17:20:00,1638.31
2023-01-16 18:30:00,1638.31
2023-01-16 19:40:00,1638.31
2023-01-16 20:50:00,1683.12
2023-01-16 22:00:00,1638.35
2023-01-16 23:10:00,1638.35
2023-01-17 00:30:00,1638.35
2023-01-17 01:40:00,1638.35
2023-01-17 02:50:00,1683.25
2023-01-17 04:00:00,1638.82
2023-01-17 05:10:00,1683.74
2023-01-17 06:20:00,1639.03
2023-01-17 07:30:00,1639.03
2023-01-17 08:40:00,1639.09
2023-01-17 09:50:00,1639.15
2023-01-17 11:00:00,1639.15
2023-01-17 12:10:00,1639.15
2023-01-17 13:20:00,1639.16
2023-01-17 14:30:00,1638.9
2023-01-17 15:40:00,1638.45
2023-01-17 16:50:00,1638.38
2023-01-17 18:00:00,1683.2
2023-01-17 19:10:00,1638.41
2023-01-17 20:20:00,1683.24
2023-01-17 21:30:00,1638.47
2023-01-17 22:40:00,1683.36
2023-01-17 23:50:00,1638.66
2023-01-18 01:10:00,1638.72
2023-01-18 02:20:00,1638.83
2023-01-18 03:30:00,1683.7
2023-01-18 04:40:00,1638.94
2023-01-18 05:50:00,1683.75
2023-01-18 07:00:00,1639.15
2023-01-18 08:10:00,1684.07
2023-01-18 09:20:00,1639.28
2023-01-18 10:30:00,1639.3
2023-01-18 11:40:00,1639.3
2023-01-18 12:50:00,1638.9
2023-01-18 14:00:00,1683.25
2023-01-18 15:10:00,1637.95
2023-01-18 16:20:00,1637.76
2023-01-18 17:30:00,1637.68
2023-01-18 18:40:00,1637.65
2023-01-18 19:50:00,1637.65
2023-01-18 21:00:00,1637.71
2023-01-18 22:10:00,1637.74
2023-01-18 23:20:00,1637.79
2023-01-19 00:40:00,1637.85
2023-01-19 01:50:00,1637.95
2023-01-19 03:00:00,1683.14
2023-01-19 04:10:00,1683.5
2023-01-19 05:20:00,1638.95
2023-01-19 06:30:00,1639.09
2023-01-19 07:40:00,1683.99
2023-01-19 08:50:00,1684.06
2023-01-19 10:00:00,1639.31
2023-01-19 11:10:00,1639.12
2023-01-19 12:20:00,1638.07
2023-01-19 13:30:00,1637.46
2023-01-19 14:40:00,1636.64
2023-01-19 15:50:00,1636.09
2023-01-19 17:00:00,1635.78
2023-01-19 18:10:00,1635.76
2023-01-19 19:20:00,1636
2023-01-19 20:30:00,1636.25
2023-01-19 21:40:00,1636.52
2023-01-19 22:50:00,1636.73
2023-01-20 00:10:00,1636.99
2023-01-20 01:20:00,1682.03
2023-01-20 02:30:00,1637.49
2023-01-20 03:40:00,1637.79
2023-01-20 04:50:00,1638.09
2023-01-20 06:00:00,1638.35
2023-01-20 07:10:00,1638.64
2023-01-20 08:20:00,1683.63
2023-01-20 09:30:00,1638.96
2023-01-20 10:40:00,1639.01
2023-01-20 11:50:00,1638.87
2023-01-20 13:00:00,1638.47
2023-01-20 14:10:00,1638.1
2023-01-20 15:20:00,1637.9
2023-01-20 16:30:00,1637.74
2023-01-20 17:40:00,1637.68
2023-01-20 18:50:00,1637.65
2023-01-20 20:00:00,1637.65
2023-01-20 21:10:00,1637.65
2023-01-20 22:20:00,1637.65
2023-01-20 23:30:00,1637.65
2023-01-21 00:50:00,1637.68
2023-01-21 02:00:00,1637.68
2023-01-21 03:10:00,1637.68
2023-01-21 04:20:00,1637.68
2023-01-21 05:30:00,1637.68
2023-01-21 06:40:00,1637.76
2023-01-21 07:50:00,1637.98
2023-01-21 09:00:00,1638.01
2023-01-21 10:10:00,1638.01
2023-01-21 11:20:00,1638.01
2023-01-21 12:30:00,1638.01
2023-01-21 13:40:00,1637.76
2023-01-21 14:50:00,1637.54
2023-01-21 16:00:00,1637.43
2023-01-21 17:10:00,1637.35
2023-01-21 18:20:00,1637.32
2023-01-21 19:30:00,1637.32
2023-01-21 20:40:00,1637.32
2023-01-21 21:50:00,1637.32
2023-01-21 23:00:00,1637.32
2023-01-22 00:20:00,1637.32
2023-01-22 01:30:00,1637.32
2023-01-22 02:40:00,1637.37
2023-01-22 03:50:00,1637.38
2023-01-22 05:00:00,1637.48
2023-01-22 06:10:00,1637.6
2023-01-22 07:20:00,1637.76
2023-01-22 08:30:00,1637.84
2023-01-22 09:40:00,1637.92
2023-01-22 10:50:00,1638.12
2023-01-22 12:00:00,1638.15
2023-01-22 13:10:00,1637.2
2023-01-22 14:20:00,1681.63
2023-01-22 15:30:00,1636.58
2023-01-22 16:40:00,1636.33
2023-01-22 17:50:00,1636.22
2023-01-22 19:00:00,1636.22
2023-01-22 20:10:00,1636.22
2023-01-22 21:20:00,1636.25
2023-01-22 22:30:00,1636.31
2023-01-22 23:40:00,1636.36
2023-01-23 01:00:00,1636.46
2023-01-23 02:10:00,1636.54
2023-01-23 03:20:00,1636.55
2023-01-23 04:30:00,1636.55
2023-01-23 05:40:00,1636.62
2023-01-23 06:50:00,1636.71
2023-01-23 08:00:00,1636.77
2023-01-23 09:10:00,1637.02
2023-01-23 10:20:00,1637.05
2023-01-23 11:30:00,1637.05
2023-01-23 12:40:00,1636.83
2023-01-23 13:50:00,1635.75
2023-01-23 15:00:00,1635.16
2023-01-23 16:10:00,1679.66
2023-01-23 17:20:00,1634.74
2023-01-23 18:30:00,1634.72
2023-01-23 19:40:00,1634.75
2023-01-23 20:50:00,1634.76
2023-01-23 22:00:00,1634.82
2023-01-23 23:10:00,1634.95
2023-01-24 00:30:00,1680.1
2023-01-24 01:40:00,1635.62
2023-01-24 02:50:00,1636.03
2023-01-24 04:00:00,1636.2
2023-01-24 05:10:00,1636.35
2023-01-24 06:20:00,1636.53
2023-01-24 07:30:00,1636.74
2023-01-24 08:40:00,1636.92
2023-01-24 09:50:00,1636.99
2023-01-24 11:00:00,1681.89
2023-01-24 12:10:00,1635.73
2023-01-24 13:20:00,1634.88
2023-01-24 14:30:00,1634.62
2023-01-24 15:40:00,1634.39
2023-01-24 16:50:00,1634.27
2023-01-24 18:00:00,1634.27
2023-01-24 19:10:00,1634.33
2023-01-24 20:20:00,1634.51
2023-01-24 21:30:00,1634.93
2023-01-24 22:40:00,1635.43
2023-01-24 23:50:00,1635.9
2023-01-25 01:10:00,1636.09
2023-01-25 02:20:00,1636.31
2023-01-25 03:30:00,1636.55
2023-01-25 04:40:00,1636.8
2023-01-25 05:50:00,1637.01
2023-01-25 07:00:00,1637.2
2023-01-25 08:10:00,1637.3
2023-01-25 09:20:00,1637.38
2023-01-25 10:30:00,1637.46
2023-01-25 11:40:00,1637.52
2023-01-25 12:50:00,1636.93
2023-01-25 14:00:00,1636.14
2023-01-25 15:10:00,1635.59
2023-01-25 16:20:00,1680.11
2023-01-25 17:30:00,1635.16
2023-01-25 18:40:00,1635.17
2023-01-25 19:50:00,1635.34
2023-01-25 21:00:00,1636.01
2023-01-25 22:10:00,1636.46
2023-01-25 23:20:00,1636.86
2023-01-26 00:40:00,1637.09
2023-01-26 01:50:00,1682.03
2023-01-26 03:00:00,1637.35
2023-01-26 04:10:00,1637.46
2023-01-26 05:20:00,1637.6
2023-01-26 06:30:00,1637.68
2023-01-26 07:40:00,1637.76
2023-01-26 08:50:00,1637.93
2023-01-26 10:00:00,1638.07
2023-01-26 11:10:00,1638.09
2023-01-26 12:20:00,1637.95
2023-01-26 13:30:00,1637.14
2023-01-26 14:40:00,1636.64
2023-01-26 15:50:00,1636.35
2023-01-26 17:00:00,1636.14
2023-01-26 18:10:00,1636.08
2023-01-26 19:20:00,1636.08
2023-01-26 20:30:00,1636.08
2023-01-26 21:40:00,1636.08
2023-01-26 22:50:00,1636.11
2023-01-27 00:10:00,1636.22
2023-01-27 01:20:00,1636.42
2023-01-27 02:30:00,1636.92
2023-01-27 03:40:00,1682.09
2023-01-27 04:50:00,1637.68
2023-01-27 06:00:00,1637.88
2023-01-27 07:10:00,1638.1
2023-01-27 08:20:00,1638.38
2023-01-27 09:30:00,1638.59
2023-01-27 10:40:00,1638.41
2023-01-27 11:50:00,1637.08
2023-01-27 13:00:00,1636.52
2023-01-27 14:10:00,1635.69
2023-01-27 15:20:00,1634.69
2023-01-27 16:30:00,1633.85
2023-01-27 17:40:00,1633.64
2023-01-27 18:50:00,1633.91
2023-01-27 20:00:00,1634.45
2023-01-27 21:10:00,1634.76
2023-01-27 22:20:00,1679.72
2023-01-27 23:30:00,1635.13
2023-01-28 00:50:00,1635.4
2023-01-28 02:00:00,1635.51
2023-01-28 03:10:00,1635.76
2023-01-28 04:20:00,1636.06
2023-01-28 05:30:00,1636.4
2023-01-28 06:40:00,1681.65
2023-01-28 07:50:00,1637.17
2023-01-28 09:00:00,1637.35
2023-01-28 10:10:00,1637.41
2023-01-28 11:20:00,1636.08
2023-01-28 12:30:00,1635.42
2023-01-28 13:40:00,1634.66
2023-01-28 14:50:00,1633.77
2023-01-28 16:00:00,1632.99
2023-01-28 17:10:00,1632.47
2023-01-28 18:20:00,1632.47
2023-01-28 19:30:00,1633.03
2023-01-28 20:40:00,1633.55
2023-01-28 21:50:00,1633.69
2023-01-28 23:00:00,1633.91
2023-01-29 00:20:00,1634.25
2023-01-29 01:30:00,1634.51
2023-01-29 02:40:00,1634.82
2023-01-29 03:50:00,1635.25
2023-01-29 05:00:00,1635.65
2023-01-29 06:10:00,1636.06
2023-01-29 07:20:00,1636.65
2023-01-29 08:30:00,1637.01
2023-01-29 09:40:00,1637.11
2023-01-29 10:50:00,1636.46
2023-01-29 12:00:00,1635.45
2023-01-29 13:10:00,1634.79
2023-01-29 14:20:00,1633.82
2023-01-29 15:30:00,1632.81
2023-01-29 16:40:00,1632.05
2023-01-29 17:50:00,1631.88
2023-01-29 19:00:00,1632.07
2023-01-29 20:10:00,1632.56
2023-01-29 21:20:00,1632.78
2023-01-29 22:30:00,1632.96
2023-01-29 23:40:00,1633.21
2023-01-30 01:10:00,1633.64
2023-01-30 02:20:00,1633.97
2023-01-30 03:30:00,1634.45
2023-01-30 04:40:00,1634.88
2023-01-30 05:50:00,1635.25
2023-01-30 07:00:00,1635.7
2023-01-30 08:10:00,1636.14
2023-01-30 09:20:00,1636.41
2023-01-30 10:30:00,1636
2023-01-30 11:40:00,1679.73
2023-01-30 12:50:00,1634.19
2023-01-30 14:00:00,1632.93
2023-01-30 15:10:00,1631.49
2023-01-30 16:20:00,1629.99
2023-01-30 17:30:00,1629.39
2023-01-30 18:40:00,1629.4
2023-01-30 19:50:00,1630.2
2023-01-30 21:00:00,1630.92
2023-01-30 22:10:00,1631.11
2023-01-30 23:20:00,1631.27
2023-01-31 00:40:00,1631.49
2023-01-31 01:50:00,1631.9
2023-01-31 03:00:00,1632.07
2023-01-31 04:10:00,1632.29
2023-01-31 05:20:00,1677.43
2023-01-31 06:30:00,1632.84
2023-01-31 07:40:00,1632.96
2023-01-31 08:50:00,1633.06
2023-01-31 10:00:00,1633.18
2023-01-31 11:10:00,1631.99
2023-01-31 12:20:00,1631.29
2023-01-31 13:30:00,1630.34
2023-01-31 14:40:00,1629.23
2023-01-31 15:50:00,1628.05
2023-01-31 17:00:00,1627.36
2023-01-31 18:10:00,1627.22
2023-01-31 19:20:00,1627.25
2023-01-31 20:30:00,1627.86
2023-01-31 21:40:00,1628.05
2023-01-31 22:50:00,1628.22
2023-02-01 00:10:00,1628.42
2023-02-01 01:20:00,1628.63
2023-02-01 02:30:00,1628.8
2023-02-01 03:40:00,1629.11
2023-02-01 04:50:00,1629.43
2023-02-01 06:00:00,1629.79
2023-02-01 07:10:00,1630.15
2023-02-01 08:20:00,1630.31
2023-02-01 09:30:00,1630.49
2023-02-01 10:40:00,1630.49
2023-02-01 11:50:00,1675.26
2023-02-01 13:00:00,1629.81
2023-02-01 14:10:00,1629.21
2023-02-01 15:20:00,1628.81
2023-02-01 16:30:00,1628.67
2023-02-01 17:40:00,1628.59
2023-02-01 18:50:00,1628.51
2023-02-01 20:00:00,1628.5
2023-02-01 21:10:00,1628.51
2023-02-01 22:20:00,1628.45
2023-02-01 23:30:00,1628.35
2023-02-02 00:50:00,1628.27
2023-02-02 02:00:00,1628.16
2023-02-02 03:10:00,1628.11
2023-02-02 04:20:00,1628.1
2023-02-02 05:30:00,1628.08
2023-02-02 06:40:00,1628.08
2023-02-02 07:50:00,1628.08
2023-02-02 09:00:00,1628.08
2023-02-02 10:10:00,1628.08
2023-02-02 11:20:00,1628.08
2023-02-02 12:30:00,1628.08
2023-02-02 13:40:00,1628.02
2023-02-02 14:50:00,1627.91
2023-02-02 16:00:00,1627.83
2023-02-02 17:10:00,1627.78
2023-02-02 18:20:00,1627.78
2023-02-02 19:30:00,1627.8
2023-02-02 20:40:00,1627.97
2023-02-02 21:50:00,1628.81
2023-02-02 23:00:00,1629.18
2023-02-03 00:20:00,1629.56
2023-02-03 01:30:00,1629.73
2023-02-03 02:40:00,1629.89
2023-02-03 03:50:00,1630.03
2023-02-03 05:00:00,1630.11
2023-02-03 06:10:00,1630.2
2023-02-03 07:20:00,1630.42
2023-02-03 08:30:00,1630.61
2023-02-03 09:40:00,1630.89
2023-02-03 10:50:00,1675.71
2023-02-03 12:00:00,1630.06
2023-02-03 13:10:00,1628.66
2023-02-03 14:20:00,1628
2023-02-03 15:30:00,1627.28
2023-02-03 16:40:00,1626.82
2023-02-03 17:50:00,1626.63
2023-02-03 19:00:00,1626.76
2023-02-03 20:10:00,1627.83
2023-02-03 21:20:00,1628.44
2023-02-03 22:30:00,1628.63
2023-02-03 23:40:00,1628.85
2023-02-04 01:00:00,1629
2023-02-04 02:10:00,1629.17
2023-02-04 03:20:00,1629.28
