时间,伸缩量(mm)
2023-02-04 04:30:00,1629.34
2023-02-04 05:40:00,1629.4
2023-02-04 06:50:00,1629.54
2023-02-04 08:00:00,1629.65
2023-02-04 09:10:00,1629.74
2023-02-04 10:20:00,1629.76
2023-02-04 11:30:00,1629.76
2023-02-04 12:40:00,1629.76
2023-02-04 13:50:00,1629.73
2023-02-04 15:00:00,1629.73
2023-02-04 16:10:00,1629.73
2023-02-04 17:20:00,1629.73
2023-02-04 18:30:00,1629.68
2023-02-04 19:40:00,1629.67
2023-02-04 20:50:00,1629.68
2023-02-04 22:00:00,1629.71
2023-02-04 23:10:00,1629.87
2023-02-05 00:30:00,1630.12
2023-02-05 01:40:00,1630.34
2023-02-05 02:50:00,1675.26
2023-02-05 04:00:00,1630.59
2023-02-05 05:10:00,1630.86
2023-02-05 06:20:00,1675.76
2023-02-05 07:30:00,1631.17
2023-02-05 08:40:00,1631.35
2023-02-05 09:50:00,1631.63
2023-02-05 11:00:00,1631.71
2023-02-05 12:10:00,1631.1
2023-02-05 13:20:00,1675.58
2023-02-05 14:30:00,1630.39
2023-02-05 15:40:00,1630.06
2023-02-05 16:50:00,1629.53
2023-02-05 18:00:00,1629.34
2023-02-05 19:10:00,1629.35
2023-02-05 20:20:00,1629.4
2023-02-05 21:30:00,1630.01
2023-02-05 22:40:00,1630.28
2023-02-05 23:50:00,1630.58
2023-02-06 01:20:00,1630.83
2023-02-06 02:30:00,1630.98
2023-02-06 03:40:00,1631.23
2023-02-06 04:50:00,1631.56
2023-02-06 06:00:00,1631.82
2023-02-06 07:10:00,1632.19
2023-02-06 08:20:00,1632.5
2023-02-06 09:30:00,1632.56
2023-02-06 10:40:00,1632.15
2023-02-06 11:50:00,1631.02
2023-02-06 13:00:00,1630.34
2023-02-06 14:10:00,1629.67
2023-02-06 15:20:00,1628.87
2023-02-06 16:30:00,1628.27
2023-02-06 17:40:00,1627.91
2023-02-06 18:50:00,1627.89
2023-02-06 20:00:00,1628.33
2023-02-06 21:10:00,1628.74
2023-02-06 22:20:00,1628.94
2023-02-06 23:30:00,1629.1
2023-02-07 00:50:00,1629.31
2023-02-07 02:00:00,1629.54
2023-02-07 03:10:00,1629.79
2023-02-07 04:20:00,1630.04
2023-02-07 05:30:00,1630.31
2023-02-07 06:40:00,1630.55
2023-02-07 07:50:00,1630.67
2023-02-07 09:00:00,1675.53
2023-02-07 10:10:00,1630.76
2023-02-07 11:20:00,1630.76
2023-02-07 12:30:00,1630
2023-02-07 13:40:00,1629.34
2023-02-07 14:50:00,1629.09
2023-02-07 16:00:00,1628.79
2023-02-07 17:10:00,1628.72
2023-02-07 18:20:00,1628.66
2023-02-07 19:30:00,1628.61
2023-02-07 20:40:00,1628.6
2023-02-07 21:50:00,1628.6
2023-02-07 23:00:00,1628.61
2023-02-08 00:20:00,1628.69
2023-02-08 01:30:00,1628.82
