时间,索力值(kN)
2023-01-01 01:10:00,2997.592
2023-01-01 02:20:00,2996.944
2023-01-01 03:30:00,2996.64
2023-01-01 04:40:00,2996.496
2023-01-01 05:50:00,2996.352
2023-01-01 07:00:00,2996.456
2023-01-01 08:10:00,2996.416
2023-01-01 09:20:00,2996.44
2023-01-01 10:30:00,2996.824
2023-01-01 11:40:00,2997.056
2023-01-01 12:50:00,2997.208
2023-01-01 14:00:00,2997.296
2023-01-01 15:10:00,2997.368
2023-01-01 16:20:00,2997.456
2023-01-01 17:30:00,2997.488
2023-01-01 18:40:00,2997.376
2023-01-01 19:50:00,2997.456
2023-01-01 21:00:00,2997.32
2023-01-01 22:10:00,2997.12
2023-01-01 23:20:00,2997.088
2023-01-02 00:40:00,2997.088
2023-01-02 02:00:00,2996.92
2023-01-02 03:10:00,2996.624
2023-01-02 04:20:00,2996.528
2023-01-02 05:30:00,2996.504
2023-01-02 06:40:00,2996.44
2023-01-02 07:50:00,2996.512
2023-01-02 09:00:00,2996.68
2023-01-02 10:10:00,2996.904
2023-01-02 11:30:00,2997.056
2023-01-02 12:40:00,2997.368
2023-01-02 13:50:00,2997.76
2023-01-02 15:00:00,2997.408
2023-01-02 16:10:00,2997.504
2023-01-02 17:20:00,2997.568
2023-01-02 18:30:00,2997.216
2023-01-02 19:40:00,2997.096
2023-01-02 20:50:00,2996.776
2023-01-02 22:00:00,2996.624
2023-01-02 23:10:00,2996.512
2023-01-03 00:30:00,2996.368
2023-01-03 01:40:00,2996.176
2023-01-03 02:50:00,2996.264
2023-01-03 04:00:00,2996.12
2023-01-03 05:10:00,2996.096
2023-01-03 06:20:00,2996.256
2023-01-03 07:30:00,2996.336
2023-01-03 08:40:00,2996.368
2023-01-03 09:50:00,2996.752
2023-01-03 11:00:00,2996.816
2023-01-03 12:10:00,2997.36
2023-01-03 13:20:00,2997.672
2023-01-03 14:30:00,2997.92
2023-01-03 15:40:00,2998.112
2023-01-03 16:50:00,2998.088
2023-01-03 18:00:00,2998.008
2023-01-03 19:10:00,2997.92
2023-01-03 20:20:00,2997.832
2023-01-03 21:30:00,2997.568
2023-01-03 22:40:00,2997.448
2023-01-03 23:50:00,2997.248
2023-01-04 01:10:00,2997.056
2023-01-04 02:20:00,2996.928
2023-01-04 03:30:00,2996.88
2023-01-04 04:40:00,2996.768
2023-01-04 05:50:00,2996.8
2023-01-04 07:00:00,2996.848
2023-01-04 08:10:00,2996.912
2023-01-04 09:20:00,2996.984
2023-01-04 10:30:00,2997.288
2023-01-04 11:40:00,2997.408
