时间,索力值(kN)
2023-01-01 01:10:00,3246.652
2023-01-01 02:20:00,3246.004
2023-01-01 03:30:00,3245.7
2023-01-01 04:40:00,3245.556
2023-01-01 05:50:00,3245.412
2023-01-01 07:00:00,3245.516
2023-01-01 08:10:00,3245.476
2023-01-01 09:20:00,3245.5
2023-01-01 10:30:00,3245.884
2023-01-01 11:40:00,3246.116
2023-01-01 12:50:00,3246.268
2023-01-01 14:00:00,3246.356
2023-01-01 15:10:00,3246.428
2023-01-01 16:20:00,3246.516
2023-01-01 17:30:00,3246.548
2023-01-01 18:40:00,3246.436
2023-01-01 19:50:00,3246.516
2023-01-01 21:00:00,3246.38
2023-01-01 22:10:00,3246.18
2023-01-01 23:20:00,3246.148
2023-01-02 00:40:00,3246.148
2023-01-02 02:00:00,3245.98
2023-01-02 03:10:00,3245.684
2023-01-02 04:20:00,3245.588
2023-01-02 05:30:00,3245.564
2023-01-02 06:40:00,3245.5
2023-01-02 07:50:00,3245.572
2023-01-02 09:00:00,3245.74
2023-01-02 10:10:00,3245.964
2023-01-02 11:30:00,3246.116
2023-01-02 12:40:00,3246.428
2023-01-02 13:50:00,3246.82
2023-01-02 15:00:00,3246.468
2023-01-02 16:10:00,3246.564
2023-01-02 17:20:00,3246.628
2023-01-02 18:30:00,3246.276
2023-01-02 19:40:00,3246.156
2023-01-02 20:50:00,3245.836
2023-01-02 22:00:00,3245.684
2023-01-02 23:10:00,3245.572
2023-01-03 00:30:00,3245.428
2023-01-03 01:40:00,3245.236
2023-01-03 02:50:00,3245.324
2023-01-03 04:00:00,3245.18
2023-01-03 05:10:00,3245.156
2023-01-03 06:20:00,3245.316
2023-01-03 07:30:00,3245.396
2023-01-03 08:40:00,3245.428
2023-01-03 09:50:00,3245.812
2023-01-03 11:00:00,3245.876
2023-01-03 12:10:00,3246.42
2023-01-03 13:20:00,3246.732
2023-01-03 14:30:00,3246.98
2023-01-03 15:40:00,3247.172
2023-01-03 16:50:00,3247.148
2023-01-03 18:00:00,3247.068
2023-01-03 19:10:00,3246.98
2023-01-03 20:20:00,3246.892
2023-01-03 21:30:00,3246.628
2023-01-03 22:40:00,3246.508
2023-01-03 23:50:00,3246.308
2023-01-04 01:10:00,3246.116
2023-01-04 02:20:00,3245.988
2023-01-04 03:30:00,3245.94
2023-01-04 04:40:00,3245.828
2023-01-04 05:50:00,3245.86
2023-01-04 07:00:00,3245.908
2023-01-04 08:10:00,3245.972
2023-01-04 09:20:00,3246.044
2023-01-04 10:30:00,3246.348
2023-01-04 11:40:00,3246.468
2023-01-04 12:50:00,3246.628
2023-01-04 14:00:00,3247.044
2023-01-04 15:10:00,3247.204
2023-01-04 16:20:00,3247.276
2023-01-04 17:30:00,3247.34
2023-01-04 18:40:00,3247.3
2023-01-04 19:50:00,3247.156
2023-01-04 21:00:00,3246.98
2023-01-04 22:10:00,3246.732
2023-01-04 23:20:00,3246.596
2023-01-05 00:40:00,3246.452
2023-01-05 01:50:00,3246.268
2023-01-05 03:00:00,3246.284
2023-01-05 04:10:00,3246.132
2023-01-05 05:20:00,3246.196
