时间,挠度(mm)
2023-01-01 00:50:00,-25.88
2023-01-01 01:40:00,-29.71
2023-01-01 02:30:00,-27.87
2023-01-01 03:20:00,-31.25
2023-01-01 04:10:00,-32.38
2023-01-01 05:00:00,-32.83
2023-01-01 05:50:00,-31.68
2023-01-01 06:40:00,-33.24
2023-01-01 07:30:00,-34.95
2023-01-01 08:20:00,-32.47
2023-01-01 09:10:00,-35.34
2023-01-01 10:30:00,-36.62
2023-01-01 12:10:00,-35.36
2023-01-01 14:10:00,-31.7
2023-01-01 15:00:00,-34.14
2023-01-01 16:00:00,-33.54
2023-01-01 16:50:00,-31.45
2023-01-01 17:40:00,-34.77
2023-01-01 18:30:00,-34.4
2023-01-01 19:20:00,-30.35
2023-01-01 20:10:00,-31.64
2023-01-01 21:00:00,-33.17
2023-01-01 21:50:00,-34.13
2023-01-02 00:20:00,-33.76
2023-01-02 01:20:00,-34.32
2023-01-02 02:10:00,-31.11
2023-01-02 03:00:00,-31.85
2023-01-02 03:50:00,-36.02
2023-01-02 04:40:00,-34.47
2023-01-02 05:30:00,-36.57
2023-01-02 06:20:00,-35.23
2023-01-02 07:10:00,-32.8
2023-01-02 08:00:00,-32.68
2023-01-02 08:50:00,-36.88
2023-01-02 09:40:00,-35.63
2023-01-02 10:30:00,-35.49
2023-01-02 11:20:00,-34.79
2023-01-02 12:10:00,-32.99
2023-01-02 13:00:00,-32.79
2023-01-02 13:50:00,-34.85
2023-01-02 14:40:00,-35.09
2023-01-02 15:30:00,-30.34
2023-01-02 18:40:00,-33.1
2023-01-02 19:30:00,-31.74
2023-01-02 20:20:00,-32.03
2023-01-02 21:10:00,-32.34
2023-01-02 22:00:00,-33.95
2023-01-02 22:50:00,-34.88
2023-01-02 23:40:00,-33.89
2023-01-03 00:40:00,-33.81
2023-01-03 01:30:00,-36.76
2023-01-03 02:20:00,-34.72
2023-01-03 03:10:00,-37.5
2023-01-03 04:00:00,-36.38
2023-01-03 04:50:00,-37.61
2023-01-03 05:40:00,-34.56
2023-01-03 06:30:00,-36.73
2023-01-03 07:20:00,-35.98
2023-01-03 08:10:00,-36.95
2023-01-03 09:00:00,-38.33
