时间,风向(°)
2023-01-08 00:55:00,148.4333
2023-01-08 02:14:00,146
2023-01-08 03:32:00,142.7667
2023-01-08 04:50:00,142
2023-01-08 06:09:00,12.9833
2023-01-08 07:27:00,303.65
2023-01-08 08:45:00,12.5167
2023-01-08 10:05:00,36.1333
2023-01-08 11:24:00,96.5833
2023-01-08 12:43:00,320
2023-01-08 14:02:00,110
2023-01-08 15:20:00,157
2023-01-08 16:39:00,148
2023-01-08 17:58:00,151
2023-01-08 19:17:00,172
2023-01-08 20:35:00,145
2023-01-08 21:54:00,150.3
2023-01-08 23:13:00,118
2023-01-09 00:32:00,250
2023-01-09 01:51:00,177
2023-01-09 03:10:00,314
2023-01-09 04:29:00,340
2023-01-09 05:47:00,142.0833
2023-01-09 07:05:00,178.2833
2023-01-09 08:24:00,357
2023-01-09 09:43:00,27.1333
2023-01-09 11:03:00,22
2023-01-09 12:21:00,258.8833
2023-01-09 13:40:00,222
2023-01-09 14:58:00,13
2023-01-09 16:16:00,165.4667
2023-01-09 17:34:00,149
2023-01-09 18:52:00,162.8
2023-01-09 20:11:00,208
2023-01-09 21:29:00,202
2023-01-09 22:47:00,110.5333
2023-01-10 00:08:00,138.0333
2023-01-10 01:26:00,157.4833
2023-01-10 02:45:00,138.95
2023-01-10 04:03:00,133.1167
2023-01-10 05:22:00,12.0667
2023-01-10 06:41:00,272.35
2023-01-10 07:59:00,221.4
2023-01-10 09:18:00,203.2833
2023-01-10 10:36:00,185.5833
2023-01-10 11:54:00,7
2023-01-10 13:13:00,142
2023-01-10 14:32:00,166
2023-01-10 15:51:00,260
2023-01-10 17:09:00,163.8
2023-01-10 18:28:00,172
2023-01-10 19:46:00,168
2023-01-10 21:05:00,118
2023-01-10 22:24:00,299
2023-01-10 23:44:00,311
2023-01-11 01:04:00,158.8333
2023-01-11 02:22:00,347
2023-01-11 03:40:00,334
2023-01-11 04:58:00,324
2023-01-11 06:17:00,356
2023-01-11 07:36:00,329
2023-01-11 08:55:00,346
2023-01-11 10:13:00,332
2023-01-11 11:31:00,351
2023-01-11 12:50:00,306.7333
2023-01-11 14:09:00,19
2023-01-11 15:27:00,1
2023-01-11 16:45:00,333
2023-01-11 18:04:00,340
2023-01-11 19:23:00,342
2023-01-11 20:41:00,323
2023-01-11 21:59:00,318.3167
2023-01-11 23:17:00,276.7
2023-01-12 00:38:00,333.5167
2023-01-12 01:56:00,318.15
2023-01-12 03:14:00,325.7167
2023-01-12 04:33:00,319.8833
2023-01-12 05:51:00,158.1667
2023-01-12 07:09:00,154
2023-01-12 08:28:00,145.3667
2023-01-12 09:47:00,178.85
2023-01-12 11:05:00,109.3833
2023-01-12 12:24:00,141
2023-01-12 13:42:00,97
2023-01-12 15:00:00,356
2023-01-12 16:19:00,341
2023-01-12 17:37:00,6
2023-01-12 18:55:00,13
2023-01-12 20:14:00,359
2023-01-12 21:32:00,353
2023-01-12 22:51:00,355
2023-01-13 00:13:00,356
2023-01-13 01:31:00,340
2023-01-13 02:49:00,341
2023-01-13 04:07:00,345.8667
2023-01-13 05:25:00,293.8333
2023-01-13 06:43:00,149.25
2023-01-13 08:02:00,163
2023-01-13 09:20:00,155
2023-01-13 10:39:00,123
2023-01-13 11:57:00,185
2023-01-13 13:15:00,165
2023-01-13 14:33:00,171.4333
2023-01-13 15:51:00,213
2023-01-13 17:10:00,155
2023-01-13 18:28:00,341
2023-01-13 19:46:00,180
2023-01-13 21:04:00,189
2023-01-13 22:23:00,304.1
2023-01-13 23:41:00,13
2023-01-14 01:02:00,331
2023-01-14 02:21:00,341
2023-01-14 03:39:00,342.85
2023-01-14 04:57:00,343.0167
2023-01-14 06:15:00,155.2333
2023-01-14 07:34:00,31.9167
2023-01-14 08:52:00,10.85
2023-01-14 10:12:00,141.2833
2023-01-14 11:30:00,110.5
2023-01-14 12:49:00,343
2023-01-14 14:07:00,356
2023-01-14 15:25:00,13
2023-01-14 16:43:00,8.9167
2023-01-14 18:02:00,136.1
2023-01-14 19:21:00,8
2023-01-14 20:40:00,19.45
2023-01-14 21:59:00,19
2023-01-14 23:17:00,25.2
2023-01-15 00:36:00,9.75
2023-01-15 01:54:00,5
2023-01-15 03:12:00,24
2023-01-15 04:30:00,324.4
2023-01-15 05:48:00,232
2023-01-15 07:06:00,42
2023-01-15 08:25:00,9.0667
2023-01-15 09:43:00,274
2023-01-15 11:01:00,2
2023-01-15 12:19:00,5
2023-01-15 13:38:00,13
2023-01-15 14:56:00,2
2023-01-15 16:14:00,22
2023-01-15 17:32:00,16
2023-01-15 18:50:00,6
2023-01-15 20:08:00,1
2023-01-15 21:27:00,337.0167
2023-01-15 22:47:00,339.4167
2023-01-16 00:07:00,331.55
2023-01-16 01:26:00,65.6167
2023-01-16 02:44:00,17.6333
2023-01-16 04:03:00,346
2023-01-16 05:21:00,338.75
2023-01-16 06:39:00,158
2023-01-16 07:57:00,16.9167
2023-01-16 09:16:00,235.0333
2023-01-16 10:34:00,231.2
2023-01-16 11:52:00,116.0167
2023-01-16 13:10:00,353
2023-01-16 14:28:00,280.8
2023-01-16 15:47:00,13
2023-01-16 17:05:00,16
2023-01-16 18:23:00,13
2023-01-16 19:41:00,6.25
2023-01-16 21:00:00,8
2023-01-16 22:19:00,205.9
2023-01-16 23:37:00,292
2023-01-17 00:58:00,331
2023-01-17 02:16:00,159.2667
2023-01-17 03:34:00,140
2023-01-17 04:53:00,146
2023-01-17 06:11:00,250
2023-01-17 07:29:00,259
2023-01-17 08:47:00,337
2023-01-17 10:05:00,3
2023-01-17 11:23:00,280
2023-01-17 12:42:00,283
2023-01-17 14:00:00,181
2023-01-17 15:18:00,319
2023-01-17 16:36:00,180
2023-01-17 17:55:00,166.2333
2023-01-17 19:13:00,91
2023-01-17 20:31:00,83
2023-01-17 21:50:00,154.8833
2023-01-17 23:08:00,160
2023-01-18 00:28:00,264
2023-01-18 01:46:00,118.5
2023-01-18 03:04:00,111.3833
2023-01-18 04:22:00,137.3667
2023-01-18 05:41:00,335
2023-01-18 07:00:00,354
2023-01-18 08:18:00,332.6333
2023-01-18 09:37:00,331
2023-01-18 10:55:00,350
2023-01-18 12:13:00,35.15
2023-01-18 13:32:00,305
2023-01-18 14:51:00,321.8
2023-01-18 16:09:00,31
2023-01-18 17:27:00,13
2023-01-18 18:45:00,5.1167
2023-01-18 20:04:00,344
2023-01-18 21:23:00,328
2023-01-18 22:41:00,340
2023-01-19 00:02:00,336
2023-01-19 01:21:00,269
2023-01-19 02:39:00,324.6
2023-01-19 03:58:00,328
2023-01-19 05:16:00,186
2023-01-19 06:34:00,146.2
2023-01-19 07:53:00,343
2023-01-19 09:11:00,7
2023-01-19 10:30:00,353
2023-01-19 11:48:00,350
2023-01-19 13:06:00,2
2023-01-19 14:24:00,354.95
2023-01-19 15:42:00,107.8
2023-01-19 17:00:00,182
2023-01-19 18:19:00,269
2023-01-19 19:38:00,71
2023-01-19 20:56:00,154
2023-01-19 22:14:00,354
2023-01-19 23:33:00,357
2023-01-20 00:52:00,350.4
2023-01-20 02:11:00,320.85
2023-01-20 03:29:00,2
2023-01-20 04:47:00,232.1333
2023-01-20 06:06:00,310.2333
2023-01-20 07:25:00,294.5833
2023-01-20 08:44:00,334
2023-01-20 10:02:00,344
2023-01-20 11:21:00,331.65
2023-01-20 12:40:00,157.55
2023-01-20 13:58:00,356
2023-01-20 15:16:00,165.2
2023-01-20 16:34:00,180
2023-01-20 17:52:00,157.65
2023-01-20 19:10:00,127
2023-01-20 20:29:00,331
2023-01-20 21:48:00,356
2023-01-20 23:07:00,331
2023-01-21 00:26:00,113
2023-01-21 01:45:00,182
2023-01-21 03:03:00,215.6667
2023-01-21 04:21:00,166
2023-01-21 05:39:00,356.2167
2023-01-21 06:58:00,325
2023-01-21 08:16:00,10
2023-01-21 09:35:00,352
2023-01-21 10:53:00,353
2023-01-21 12:11:00,337
2023-01-21 13:29:00,126.15
2023-01-21 14:48:00,346
2023-01-21 16:06:00,106
2023-01-21 17:24:00,110.0333
2023-01-21 18:42:00,228.4
2023-01-21 20:01:00,259
2023-01-21 21:20:00,328
2023-01-21 22:38:00,323.3167
2023-01-21 23:58:00,103
2023-01-22 01:18:00,176.2333
2023-01-22 02:38:00,15.05
2023-01-22 03:56:00,150
2023-01-22 05:15:00,123.0833
2023-01-22 06:33:00,325
2023-01-22 07:52:00,4
2023-01-22 09:10:00,319.4167
2023-01-22 10:28:00,328
2023-01-22 11:47:00,331
2023-01-22 13:05:00,127
2023-01-22 14:24:00,131
2023-01-22 15:43:00,343
2023-01-22 17:01:00,357
2023-01-22 18:19:00,130.3667
2023-01-22 19:38:00,226.55
2023-01-22 20:57:00,216
2023-01-22 22:15:00,123.9333
2023-01-22 23:34:00,3.6
2023-01-23 00:55:00,337
2023-01-23 02:15:00,340
2023-01-23 03:33:00,331.65
2023-01-23 04:52:00,334
2023-01-23 06:10:00,351
2023-01-23 07:28:00,335
2023-01-23 08:47:00,2
2023-01-23 10:05:00,283
2023-01-23 11:24:00,316
2023-01-23 12:42:00,247.3333
2023-01-23 14:01:00,257
2023-01-23 15:19:00,212
2023-01-23 16:37:00,174
2023-01-23 17:56:00,155
2023-01-23 19:15:00,173
2023-01-23 20:33:00,149.4167
2023-01-23 21:51:00,124
2023-01-23 23:09:00,124
2023-01-24 00:30:00,345.2833
2023-01-24 01:49:00,226
2023-01-24 03:08:00,305.7833
2023-01-24 04:26:00,341.8
2023-01-24 05:44:00,315
2023-01-24 07:02:00,13
2023-01-24 08:22:00,350
2023-01-24 09:41:00,356
2023-01-24 10:59:00,298.1
2023-01-24 12:17:00,328
2023-01-24 13:36:00,138.2667
2023-01-24 14:55:00,226
2023-01-24 16:13:00,328
2023-01-24 17:32:00,350
2023-01-24 18:50:00,343
2023-01-24 20:08:00,8
2023-01-24 21:27:00,339
2023-01-24 22:45:00,342.0667
2023-01-25 00:06:00,324
2023-01-25 01:24:00,328
2023-01-25 02:43:00,328
2023-01-25 04:02:00,301
2023-01-25 05:20:00,8
2023-01-25 06:38:00,346
2023-01-25 07:57:00,340
2023-01-25 09:16:00,16
2023-01-25 10:34:00,14.4
2023-01-25 11:52:00,356
2023-01-25 13:11:00,13
2023-01-25 14:29:00,344.8333
2023-01-25 15:48:00,342
2023-01-25 17:07:00,340
2023-01-25 18:26:00,8
2023-01-25 19:45:00,307.05
2023-01-25 21:03:00,321.5167
2023-01-25 22:22:00,336
2023-01-25 23:40:00,328
2023-01-26 00:59:00,328
2023-01-26 02:18:00,359
2023-01-26 03:37:00,325.45
2023-01-26 04:56:00,330.05
2023-01-26 06:14:00,343.0333
2023-01-26 07:32:00,240
2023-01-26 08:51:00,8
2023-01-26 10:10:00,356
2023-01-26 11:28:00,352
2023-01-26 12:46:00,352
2023-01-26 14:04:00,6
2023-01-26 15:22:00,337
2023-01-26 16:42:00,330.5333
2023-01-26 18:00:00,342
2023-01-26 19:18:00,335
2023-01-26 20:37:00,275
2023-01-26 21:55:00,341
2023-01-26 23:14:00,295.2333
2023-01-27 00:34:00,177.5
2023-01-27 01:52:00,328
2023-01-27 03:11:00,3
2023-01-27 04:29:00,269
2023-01-27 05:48:00,298
2023-01-27 07:06:00,252
2023-01-27 08:24:00,314.4667
2023-01-27 09:42:00,10.8167
2023-01-27 11:01:00,8
2023-01-27 12:21:00,7
2023-01-27 13:40:00,243
2023-01-27 14:59:00,232.9667
2023-01-27 16:19:00,341
2023-01-27 17:39:00,359
2023-01-27 18:58:00,275
2023-01-27 20:17:00,332.3333
2023-01-27 21:36:00,329
2023-01-27 22:55:00,261
2023-01-28 00:14:00,263
2023-01-28 01:32:00,331
2023-01-28 02:51:00,315.6667
2023-01-28 04:11:00,242
2023-01-28 05:30:00,336.1167
2023-01-28 06:49:00,236.9833
2023-01-28 08:09:00,279
2023-01-28 09:29:00,329.2
2023-01-28 10:48:00,191
2023-01-28 12:07:00,149
2023-01-28 13:25:00,137
2023-01-28 14:45:00,177
2023-01-28 16:03:00,151
2023-01-28 17:22:00,185.65
2023-01-28 18:41:00,185
2023-01-28 19:59:00,341
2023-01-28 21:19:00,222
2023-01-28 22:39:00,162.8
2023-01-28 23:58:00,208
2023-01-29 01:18:00,228.9333
2023-01-29 02:36:00,17
2023-01-29 03:55:00,344
2023-01-29 05:15:00,238
2023-01-29 06:34:00,147
2023-01-29 07:52:00,329
2023-01-29 09:11:00,335.4
2023-01-29 10:30:00,308
2023-01-29 11:49:00,145.2167
2023-01-29 13:08:00,137
2023-01-29 14:28:00,153
2023-01-29 15:47:00,145
2023-01-29 17:06:00,140.2
2023-01-29 18:25:00,345
2023-01-29 19:44:00,327.1333
2023-01-29 21:04:00,263
2023-01-29 22:23:00,321.8333
2023-01-29 23:43:00,255.8333
2023-01-30 01:04:00,353
2023-01-30 02:24:00,51.7833
2023-01-30 03:44:00,317.5833
2023-01-30 05:03:00,334.55
2023-01-30 06:22:00,334.3
2023-01-30 07:41:00,326.5167
2023-01-30 09:01:00,319.7833
2023-01-30 10:20:00,342
2023-01-30 11:39:00,359
2023-01-30 12:57:00,343
2023-01-30 14:16:00,12.6667
2023-01-30 15:35:00,14
2023-01-30 16:54:00,24
2023-01-30 18:13:00,283.45
2023-01-30 19:32:00,346
2023-01-30 20:50:00,345
2023-01-30 22:09:00,340
2023-01-30 23:27:00,329
2023-01-31 00:47:00,328
2023-01-31 02:05:00,342
2023-01-31 03:24:00,350
2023-01-31 04:42:00,335
2023-01-31 06:02:00,324
2023-01-31 07:21:00,353
2023-01-31 08:42:00,313
2023-01-31 10:01:00,182
2023-01-31 11:20:00,183
2023-01-31 12:39:00,148
2023-01-31 13:59:00,137
2023-01-31 15:18:00,153
2023-01-31 16:37:00,163
2023-01-31 17:57:00,195
2023-01-31 19:17:00,143
2023-01-31 20:36:00,282.35
2023-01-31 21:55:00,233.45
2023-01-31 23:15:00,353.7167
2023-02-01 00:36:00,322.8833
2023-02-01 01:54:00,326.3833
2023-02-01 03:13:00,328.4
2023-02-01 04:32:00,351.2333
2023-02-01 05:50:00,348.3333
2023-02-01 07:09:00,329
2023-02-01 08:27:00,343.1
2023-02-01 09:46:00,354
2023-02-01 11:04:00,322
2023-02-01 12:24:00,192.1
2023-02-01 13:44:00,185
2023-02-01 15:02:00,157
2023-02-01 16:22:00,172
2023-02-01 17:41:00,343
2023-02-01 19:01:00,40
2023-02-01 20:20:00,233
2023-02-01 21:39:00,171
2023-02-01 22:58:00,257.3333
2023-02-02 00:19:00,191
2023-02-02 01:38:00,165
2023-02-02 02:57:00,214
2023-02-02 04:16:00,307
2023-02-02 05:34:00,143.6
2023-02-02 06:53:00,236
2023-02-02 08:11:00,182
2023-02-02 09:30:00,17.65
2023-02-02 10:50:00,339
2023-02-02 12:09:00,29
2023-02-02 13:28:00,356
2023-02-02 14:47:00,90
2023-02-02 16:06:00,353
2023-02-02 17:24:00,112.5333
2023-02-02 18:42:00,21
2023-02-02 20:01:00,337.3
2023-02-02 21:19:00,340
2023-02-02 22:39:00,75.9833
2023-02-02 23:58:00,250.9167
2023-02-03 01:17:00,12.8333
2023-02-03 02:36:00,14.4333
2023-02-03 03:54:00,40.55
2023-02-03 05:13:00,25
2023-02-03 06:32:00,31
2023-02-03 07:50:00,350
2023-02-03 09:10:00,13
2023-02-03 10:29:00,5
2023-02-03 11:49:00,2
2023-02-03 13:07:00,331
2023-02-03 14:26:00,343
2023-02-03 15:45:00,241
2023-02-03 17:04:00,307.2
2023-02-03 18:23:00,50
2023-02-03 19:42:00,352.75
2023-02-03 21:00:00,345
2023-02-03 22:18:00,350
2023-02-03 23:38:00,249
2023-02-04 00:58:00,337
2023-02-04 02:18:00,30
2023-02-04 03:37:00,309
2023-02-04 04:56:00,6
2023-02-04 06:15:00,339
2023-02-04 07:34:00,147
2023-02-04 08:52:00,6
2023-02-04 10:11:00,334
2023-02-04 11:29:00,144
2023-02-04 12:49:00,127
2023-02-04 14:08:00,350
2023-02-04 15:28:00,203.95
2023-02-04 16:46:00,352
2023-02-04 18:06:00,328
2023-02-04 19:23:00,317
2023-02-04 20:43:00,332
2023-02-04 22:02:00,201.15
2023-02-04 23:21:00,342.6833
2023-02-05 00:41:00,340.7667
2023-02-05 02:00:00,331
2023-02-05 03:19:00,328
2023-02-05 04:37:00,332.65
2023-02-05 05:56:00,308
2023-02-05 07:14:00,331
2023-02-05 08:34:00,311
2023-02-05 09:53:00,193.9333
2023-02-05 11:13:00,351
2023-02-05 12:33:00,340
2023-02-05 13:52:00,328
2023-02-05 15:11:00,320
2023-02-05 16:30:00,353
2023-02-05 17:48:00,214.7333
2023-02-05 19:06:00,356
2023-02-05 20:25:00,253
2023-02-05 21:43:00,313
2023-02-05 23:02:00,5
2023-02-06 00:22:00,89.9167
2023-02-06 01:42:00,353
2023-02-06 03:00:00,295.4
2023-02-06 04:20:00,28
2023-02-06 05:39:00,343
2023-02-06 06:59:00,345
2023-02-06 08:18:00,301
2023-02-06 09:37:00,337
2023-02-06 10:56:00,332.1
2023-02-06 12:16:00,186
2023-02-06 13:35:00,144.4167
2023-02-06 14:53:00,150.55
2023-02-06 16:13:00,179
2023-02-06 17:32:00,152.4
2023-02-06 18:51:00,202.0833
2023-02-06 20:10:00,146
2023-02-06 21:29:00,164
2023-02-06 22:48:00,323
2023-02-07 00:08:00,339.1667
2023-02-07 01:26:00,342.7
2023-02-07 02:45:00,343
2023-02-07 04:03:00,334
2023-02-07 05:22:00,350
2023-02-07 06:40:00,325
2023-02-07 07:59:00,328
2023-02-07 09:18:00,342.6667
2023-02-07 10:37:00,329
2023-02-07 11:57:00,281
2023-02-07 13:15:00,301
2023-02-07 14:35:00,354
2023-02-07 15:54:00,123
2023-02-07 17:13:00,147.5167
2023-02-07 18:34:00,341
2023-02-07 19:53:00,351
2023-02-07 21:12:00,314
2023-02-07 22:30:00,323
2023-02-07 23:49:00,329
2023-02-08 01:09:00,214
2023-02-08 02:28:00,335.1667
2023-02-08 03:47:00,309
2023-02-08 05:06:00,297.6667
2023-02-08 06:24:00,295
2023-02-08 07:43:00,293
2023-02-08 09:03:00,281
2023-02-08 10:21:00,336
2023-02-08 11:41:00,93.5667
2023-02-08 13:00:00,273
2023-02-08 14:18:00,62.0333
2023-02-08 15:37:00,13.8667
2023-02-08 16:56:00,2
2023-02-08 18:15:00,310.15
2023-02-08 19:33:00,67.65
2023-02-08 20:53:00,334.5333
2023-02-08 22:11:00,323
2023-02-08 23:31:00,13
2023-02-09 00:52:00,90.0167
2023-02-09 02:11:00,324
2023-02-09 03:30:00,331.5667
2023-02-09 04:49:00,346
2023-02-09 06:11:00,328
2023-02-09 07:29:00,354
2023-02-09 08:48:00,168
2023-02-09 10:07:00,347
2023-02-09 11:27:00,158
2023-02-09 12:50:00,172
2023-02-09 14:08:00,140
2023-02-09 15:28:00,330.2
2023-02-09 16:46:00,312
2023-02-09 18:05:00,236
2023-02-09 19:25:00,37
2023-02-09 20:43:00,11
2023-02-09 22:02:00,94
2023-02-09 23:21:00,341
2023-02-10 00:42:00,17
2023-02-10 02:02:00,273.5
2023-02-10 03:20:00,344
2023-02-10 04:39:00,323
2023-02-10 05:58:00,350
2023-02-10 07:17:00,328
2023-02-10 08:37:00,311
2023-02-10 09:55:00,314.6167
2023-02-10 11:14:00,337.5667
2023-02-10 12:32:00,201.2167
2023-02-10 13:51:00,31
2023-02-10 15:11:00,258.2667
2023-02-10 16:29:00,338
2023-02-10 17:48:00,243
2023-02-10 19:07:00,353
2023-02-10 20:27:00,11
2023-02-10 21:45:00,358
2023-02-10 23:04:00,17
2023-02-11 00:25:00,13.6667
2023-02-11 01:44:00,17
2023-02-11 03:03:00,352
2023-02-11 04:22:00,4
2023-02-11 05:42:00,314
2023-02-11 07:02:00,350
2023-02-11 08:20:00,57.6667
2023-02-11 09:40:00,4.0333
2023-02-11 11:00:00,7.2
2023-02-11 12:19:00,2
2023-02-11 13:38:00,356.1667
2023-02-11 14:57:00,5
2023-02-11 16:16:00,328
2023-02-11 17:35:00,13
2023-02-11 18:55:00,134
2023-02-11 20:13:00,342.5833
2023-02-11 21:32:00,350
2023-02-11 22:51:00,359
2023-02-12 00:12:00,337
2023-02-12 01:30:00,350
2023-02-12 02:50:00,353
2023-02-12 04:08:00,341
2023-02-12 05:26:00,338.1833
2023-02-12 06:46:00,179.85
2023-02-12 08:06:00,155.35
2023-02-12 09:24:00,234
2023-02-12 10:43:00,124.4667
2023-02-12 12:01:00,335
2023-02-12 13:20:00,354
2023-02-12 14:39:00,13
2023-02-12 15:57:00,2
2023-02-12 17:15:00,336
2023-02-12 18:33:00,353
2023-02-12 19:52:00,357
2023-02-12 21:10:00,298
2023-02-12 22:29:00,11
2023-02-12 23:49:00,358
2023-02-13 01:10:00,278
2023-02-13 02:28:00,14.0333
2023-02-13 03:46:00,350
2023-02-13 05:04:00,21
2023-02-13 06:22:00,39.05
2023-02-13 07:40:00,50
2023-02-13 08:58:00,209
2023-02-13 10:17:00,149.6667
2023-02-13 11:36:00,37
2023-02-13 12:55:00,352
2023-02-13 14:13:00,248.3167
2023-02-13 15:31:00,99
2023-02-13 16:49:00,292
2023-02-13 18:07:00,359
2023-02-13 19:25:00,335.9
2023-02-13 20:43:00,340
2023-02-13 22:01:00,335
2023-02-13 23:20:00,353
2023-02-14 00:39:00,343
2023-02-14 01:58:00,328
2023-02-14 03:17:00,338
2023-02-14 04:37:00,353
2023-02-14 05:56:00,5.0833
2023-02-14 07:14:00,216
2023-02-14 08:33:00,334
2023-02-14 09:52:00,323
2023-02-14 11:10:00,340
2023-02-14 12:29:00,342
2023-02-14 13:48:00,6
2023-02-14 15:07:00,14
2023-02-14 16:26:00,8
2023-02-14 17:46:00,195.3167
2023-02-14 19:05:00,207.1333
2023-02-14 20:25:00,342
2023-02-14 21:44:00,9
2023-02-14 23:03:00,266.75
2023-02-15 00:24:00,358
2023-02-15 01:42:00,13
2023-02-15 03:01:00,25
2023-02-15 04:19:00,3.3
2023-02-15 05:37:00,341
2023-02-15 06:56:00,14.7167
2023-02-15 08:14:00,27
2023-02-15 09:32:00,5
2023-02-15 10:50:00,7
2023-02-15 12:08:00,35
2023-02-15 13:26:00,13
2023-02-15 14:46:00,2.9167
2023-02-15 16:04:00,241.5167
2023-02-15 17:23:00,32
2023-02-15 18:43:00,196
2023-02-15 20:02:00,241
2023-02-15 21:20:00,286
2023-02-15 22:40:00,317
2023-02-16 00:02:00,138.55
2023-02-16 01:20:00,2
2023-02-16 02:38:00,275.7
2023-02-16 03:57:00,344
2023-02-16 05:16:00,335
2023-02-16 06:35:00,337.55
2023-02-16 07:55:00,343
2023-02-16 09:13:00,184.8
2023-02-16 10:31:00,14.5
2023-02-16 11:50:00,180.3667
2023-02-16 13:09:00,11
2023-02-16 14:27:00,173
2023-02-16 15:46:00,205
2023-02-16 17:05:00,328
2023-02-16 18:23:00,19
2023-02-16 19:41:00,356
2023-02-16 21:00:00,329
2023-02-16 22:18:00,13
2023-02-16 23:37:00,338
2023-02-17 00:58:00,164.2
2023-02-17 02:18:00,334
2023-02-17 03:37:00,323
2023-02-17 04:56:00,5
2023-02-17 06:15:00,352
2023-02-17 07:34:00,330.15
2023-02-17 08:53:00,132.1
2023-02-17 10:11:00,356
2023-02-17 11:29:00,356
2023-02-17 12:47:00,1
2023-02-17 14:05:00,19.8833
2023-02-17 15:23:00,15
2023-02-17 16:41:00,11
2023-02-17 18:01:00,351
2023-02-17 19:20:00,22
2023-02-17 20:40:00,339
2023-02-17 21:59:00,347
2023-02-17 23:19:00,339
2023-02-18 00:40:00,344
2023-02-18 01:58:00,321.0667
2023-02-18 03:17:00,347
2023-02-18 04:35:00,353
2023-02-18 05:54:00,245
2023-02-18 07:13:00,329
2023-02-18 08:32:00,149.3833
