时间,挠度(mm)
2023-01-01 00:50:00,-41.42
2023-01-01 01:40:00,-42.04
2023-01-01 02:30:00,-46.37
2023-01-01 03:20:00,-45.66
2023-01-01 04:10:00,-47.71
2023-01-01 05:00:00,-47.61
2023-01-01 05:50:00,-46.95
2023-01-01 06:40:00,-44.9
2023-01-01 07:30:00,-46.67
2023-01-01 08:20:00,-46.66
2023-01-01 09:10:00,-51.55
2023-01-01 10:30:00,-50.22
2023-01-01 12:10:00,-50.99
2023-01-01 14:10:00,-46.05
2023-01-01 15:00:00,-48.6
2023-01-01 16:00:00,-45.89
2023-01-01 16:50:00,-45.34
2023-01-01 17:40:00,-48.81
2023-01-01 18:30:00,-46.61
2023-01-01 19:20:00,-47.29
2023-01-01 20:10:00,-44.92
2023-01-01 21:00:00,-45.97
2023-01-01 21:50:00,-44.98
2023-01-02 00:20:00,-46.6
2023-01-02 01:20:00,-45.41
2023-01-02 02:10:00,-46.86
2023-01-02 03:00:00,-48.07
2023-01-02 03:50:00,-48.3
2023-01-02 04:40:00,-47.52
2023-01-02 05:30:00,-47.65
2023-01-02 06:20:00,-50.62
2023-01-02 07:10:00,-47.79
2023-01-02 08:00:00,-49.29
2023-01-02 08:50:00,-49.19
2023-01-02 09:40:00,-49.21
2023-01-02 10:30:00,-50.93
2023-01-02 11:20:00,-48.34
2023-01-02 12:10:00,-46.41
2023-01-02 13:00:00,-48.06
2023-01-02 13:50:00,-49.21
2023-01-02 14:40:00,-48.93
2023-01-02 15:30:00,-47.86
2023-01-02 18:40:00,-47.4
2023-01-02 19:30:00,-46.63
2023-01-02 20:20:00,-47.79
2023-01-02 21:10:00,-48.6
2023-01-02 22:00:00,-49.94
2023-01-02 22:50:00,-47.3
2023-01-02 23:40:00,-50.28
2023-01-03 00:40:00,-50.46
2023-01-03 01:30:00,-49.6
2023-01-03 02:20:00,-52.16
2023-01-03 03:10:00,-49.83
2023-01-03 04:00:00,-50.34
2023-01-03 04:50:00,-50.98
2023-01-03 05:40:00,-51.8
2023-01-03 06:30:00,-51.26
2023-01-03 07:20:00,-52.68
2023-01-03 08:10:00,-51.53
2023-01-03 09:00:00,-52.62
2023-01-03 09:50:00,-49.15
2023-01-03 10:40:00,-50.07
2023-01-03 11:30:00,-49.62
2023-01-03 12:20:00,-47.44
2023-01-03 13:10:00,-46.59
2023-01-03 14:00:00,-46.04
2023-01-03 14:50:00,-47.3
2023-01-03 15:40:00,-45.85
2023-01-03 17:40:00,-45.32
2023-01-03 19:10:00,-43.2
2023-01-03 20:00:00,-44.76
2023-01-03 20:50:00,-44.41
2023-01-03 23:40:00,-45.14
2023-01-04 00:40:00,-44.63
2023-01-04 01:30:00,-45.83
2023-01-04 02:20:00,-46.11
2023-01-04 03:10:00,-49.82
2023-01-04 04:00:00,-48.69
2023-01-04 04:50:00,-50.61
2023-01-04 05:40:00,-50.24
2023-01-04 06:30:00,-50.33
2023-01-04 07:20:00,-48.22
2023-01-04 08:10:00,-51.41
2023-01-04 09:00:00,-48.4
2023-01-04 09:50:00,-48.85
2023-01-04 10:40:00,-47.31
2023-01-04 11:30:00,-49.6
