时间,位移量(mm)
2023-01-07 11:10:00,84.72
2023-01-07 12:20:00,71.25
2023-01-07 13:30:00,54.31
2023-01-07 14:40:00,39.48
2023-01-07 15:50:00,29.66
2023-01-07 17:10:00,28.15
2023-01-07 18:20:00,31.12
2023-01-07 19:30:00,38.79
2023-01-07 20:40:00,47.03
2023-01-07 21:50:00,55.16
2023-01-07 23:00:00,62.61
2023-01-08 00:20:00,70.07
2023-01-08 01:30:00,75.81
2023-01-08 02:40:00,79.21
2023-01-08 03:50:00,81.12
2023-01-08 05:00:00,82.07
2023-01-08 06:10:00,82.94
2023-01-08 07:20:00,84.68
2023-01-08 08:30:00,85.98
2023-01-08 09:40:00,86.98
2023-01-08 10:50:00,87.05
2023-01-08 12:00:00,85.43
2023-01-08 13:10:00,82.61
2023-01-08 14:20:00,76.85
2023-01-08 15:30:00,67
2023-01-08 16:40:00,62.73
2023-01-08 17:50:00,62.53
2023-01-08 19:00:00,64.95
2023-01-08 20:10:00,67.44
2023-01-08 21:20:00,71.13
2023-01-08 22:30:00,75.01
2023-01-08 23:40:00,78.69
2023-01-09 01:00:00,80.84
2023-01-09 02:10:00,81.51
2023-01-09 03:20:00,82.11
2023-01-09 04:30:00,82.7
2023-01-09 05:40:00,83.45
2023-01-09 06:50:00,84.4
2023-01-09 08:00:00,85.04
2023-01-09 09:10:00,85.47
2023-01-09 10:20:00,85.51
2023-01-09 11:30:00,84.72
2023-01-09 12:40:00,82.73
2023-01-09 13:50:00,77.73
2023-01-09 15:00:00,68.84
2023-01-09 16:10:00,62.16
2023-01-09 17:20:00,61.5
2023-01-09 18:30:00,63.37
2023-01-09 19:40:00,65.81
2023-01-09 20:50:00,69.53
2023-01-09 22:00:00,72.03
2023-01-09 23:10:00,72.67
2023-01-10 00:30:00,73.29
2023-01-10 01:40:00,74.13
2023-01-10 02:50:00,75.39
2023-01-10 04:00:00,77.25
2023-01-10 05:10:00,78.9
2023-01-10 06:20:00,80.12
2023-01-10 07:30:00,81.04
2023-01-10 08:40:00,81.48
2023-01-10 09:50:00,81.91
2023-01-10 11:00:00,81.91
2023-01-10 12:10:00,81.27
2023-01-10 13:20:00,78.44
2023-01-10 14:30:00,71.74
2023-01-10 15:40:00,62.29
2023-01-10 16:50:00,59.9
2023-01-10 18:00:00,60.74
2023-01-10 19:10:00,63.75
2023-01-10 20:20:00,66.6
2023-01-10 21:30:00,69.73
2023-01-10 22:40:00,70.68
2023-01-10 23:50:00,71.2
2023-01-11 01:10:00,72.82
2023-01-11 02:20:00,74.4
2023-01-11 03:30:00,76.42
2023-01-11 04:40:00,77.92
2023-01-11 05:50:00,79.55
2023-01-11 07:00:00,81.49
2023-01-11 08:10:00,83.51
2023-01-11 09:20:00,84.11
2023-01-11 10:30:00,83.67
2023-01-11 11:40:00,81.24
2023-01-11 12:50:00,75.6
2023-01-11 14:00:00,60.8
2023-01-11 15:10:00,44.68
2023-01-11 16:20:00,37.26
2023-01-11 17:30:00,35.56
2023-01-11 18:40:00,36.08
2023-01-11 19:50:00,39.29
2023-01-11 21:00:00,44.48
2023-01-11 22:10:00,49.15
2023-01-11 23:20:00,54.21
2023-01-12 00:40:00,57.38
2023-01-12 01:50:00,58.33
2023-01-12 03:00:00,58.68
2023-01-12 04:10:00,59
2023-01-12 05:20:00,59.28
2023-01-12 06:30:00,59.39
2023-01-12 07:40:00,59.4
2023-01-12 08:50:00,59.43
2023-01-12 10:00:00,59.23
2023-01-12 11:10:00,58.48
2023-01-12 12:20:00,57.44
2023-01-12 13:30:00,56.78
2023-01-12 14:40:00,55.39
2023-01-12 15:50:00,52.77
2023-01-12 17:00:00,51.23
2023-01-12 18:10:00,50.83
2023-01-12 19:20:00,51.35
2023-01-12 20:30:00,53.96
2023-01-12 21:40:00,57.53
2023-01-12 22:50:00,61.5
2023-01-13 00:10:00,66.48
2023-01-13 01:20:00,69.52
2023-01-13 02:30:00,72.33
2023-01-13 03:40:00,74.63
2023-01-13 04:50:00,76.89
2023-01-13 06:00:00,78.36
2023-01-13 07:10:00,78.79
2023-01-13 08:20:00,78.87
2023-01-13 09:30:00,78.47
2023-01-13 10:40:00,76.68
2023-01-13 11:50:00,74.86
2023-01-13 13:00:00,72.68
2023-01-13 14:10:00,69.81
2023-01-13 15:20:00,65.99
2023-01-13 16:30:00,63.92
2023-01-13 17:40:00,63.41
2023-01-13 18:50:00,63.41
2023-01-13 20:00:00,63.41
2023-01-13 21:10:00,63.45
2023-01-13 22:20:00,63.56
2023-01-13 23:30:00,63.76
2023-01-14 00:50:00,64.08
2023-01-14 02:00:00,64.63
2023-01-14 03:10:00,65.03
2023-01-14 04:20:00,65.35
2023-01-14 05:30:00,65.82
2023-01-14 06:40:00,66.22
2023-01-14 07:50:00,66.42
2023-01-14 09:00:00,66.85
2023-01-14 10:10:00,68
2023-01-14 11:20:00,69.18
2023-01-14 12:30:00,71.12
2023-01-14 13:40:00,72.94
2023-01-14 14:50:00,75.08
2023-01-14 16:00:00,77.11
2023-01-14 17:10:00,79.71
2023-01-14 18:20:00,82.84
2023-01-14 19:30:00,85.72
2023-01-14 20:40:00,87.86
2023-01-14 21:50:00,89.69
2023-01-14 23:00:00,91.34
2023-01-15 00:20:00,93.79
2023-01-15 01:30:00,95.81
2023-01-15 02:40:00,98.66
2023-01-15 03:50:00,101.55
2023-01-15 05:00:00,104.76
2023-01-15 06:10:00,107.02
2023-01-15 07:20:00,109.08
2023-01-15 08:30:00,110.91
2023-01-15 09:40:00,112.53
2023-01-15 10:50:00,113.63
2023-01-15 12:00:00,114.11
2023-01-15 13:10:00,114.15
2023-01-15 14:20:00,114.15
2023-01-15 15:30:00,114.15
2023-01-15 16:40:00,114.15
2023-01-15 17:50:00,114.15
2023-01-15 19:00:00,114.15
2023-01-15 20:10:00,114.14
2023-01-15 21:20:00,114.15
2023-01-15 22:30:00,114.15
2023-01-15 23:40:00,114.15
2023-01-16 01:00:00,114.15
2023-01-16 02:10:00,114.31
2023-01-16 03:20:00,115.02
2023-01-16 04:30:00,115.33
2023-01-16 05:40:00,115.92
2023-01-16 06:50:00,116.4
2023-01-16 08:00:00,116.68
2023-01-16 09:10:00,116.68
2023-01-16 10:20:00,116.68
2023-01-16 11:30:00,116.68
2023-01-16 12:40:00,116.43
2023-01-16 13:50:00,115.65
2023-01-16 15:00:00,114.3
2023-01-16 16:10:00,113.74
2023-01-16 17:20:00,113.42
2023-01-16 18:30:00,113.42
2023-01-16 19:40:00,113.42
2023-01-16 20:50:00,113.42
2023-01-16 22:00:00,113.42
2023-01-16 23:10:00,113.42
2023-01-17 00:30:00,113.74
2023-01-17 01:40:00,114.77
2023-01-17 02:50:00,115.88
2023-01-17 04:00:00,116.74
2023-01-17 05:10:00,116.86
2023-01-17 06:20:00,116.9
2023-01-17 07:30:00,116.9
2023-01-17 08:40:00,116.9
2023-01-17 09:50:00,116.74
2023-01-17 11:00:00,116.15
2023-01-17 12:10:00,115.55
2023-01-17 13:20:00,114.17
2023-01-17 14:30:00,111.31
2023-01-17 15:40:00,108.73
2023-01-17 16:50:00,107.41
2023-01-17 18:00:00,107.34
2023-01-17 19:10:00,108.48
2023-01-17 20:20:00,109.86
2023-01-17 21:30:00,110.42
2023-01-17 22:40:00,111.56
2023-01-17 23:50:00,111.96
2023-01-18 01:10:00,112
2023-01-18 02:20:00,112.12
2023-01-18 03:30:00,112.23
2023-01-18 04:40:00,112.28
2023-01-18 05:50:00,112.39
2023-01-18 07:00:00,113.47
2023-01-18 08:10:00,114.45
2023-01-18 09:20:00,114.53
2023-01-18 10:30:00,114.53
2023-01-18 11:40:00,112.9
2023-01-18 12:50:00,109.82
2023-01-18 14:00:00,104.07
2023-01-18 15:10:00,98.13
2023-01-18 16:20:00,94.83
2023-01-18 17:30:00,94.2
2023-01-18 18:40:00,94.08
2023-01-18 19:50:00,94.32
2023-01-18 21:00:00,94.92
2023-01-18 22:10:00,96.38
2023-01-18 23:20:00,97.73
2023-01-19 00:40:00,98.95
2023-01-19 01:50:00,99.74
2023-01-19 03:00:00,103.41
2023-01-19 04:10:00,107.45
2023-01-19 05:20:00,109.18
2023-01-19 06:30:00,111.01
2023-01-19 07:40:00,111.96
2023-01-19 08:50:00,113.1
2023-01-19 10:00:00,112.98
2023-01-19 11:10:00,108.41
2023-01-19 12:20:00,98.22
2023-01-19 13:30:00,80.95
2023-01-19 14:40:00,64.46
2023-01-19 15:50:00,55.85
2023-01-19 17:00:00,54.34
2023-01-19 18:10:00,54.38
2023-01-19 19:20:00,58.46
2023-01-19 20:30:00,66.04
2023-01-19 21:40:00,74.94
2023-01-19 22:50:00,81.16
2023-01-20 00:10:00,88.56
2023-01-20 01:20:00,95.01
2023-01-20 02:30:00,100.47
2023-01-20 03:40:00,105.82
2023-01-20 04:50:00,109.69
2023-01-20 06:00:00,112.78
2023-01-20 07:10:00,115.95
2023-01-20 08:20:00,117.53
2023-01-20 09:30:00,117.53
2023-01-20 10:40:00,114.96
2023-01-20 11:50:00,112.93
2023-01-20 13:00:00,109.21
2023-01-20 14:10:00,105.88
2023-01-20 15:20:00,103.7
2023-01-20 16:30:00,101.84
2023-01-20 17:40:00,100.97
2023-01-20 18:50:00,100.88
2023-01-20 20:00:00,100.89
2023-01-20 21:10:00,100.89
2023-01-20 22:20:00,100.88
2023-01-20 23:30:00,100.85
2023-01-21 00:50:00,100.85
2023-01-21 02:00:00,100.93
2023-01-21 03:10:00,101.04
2023-01-21 04:20:00,101.56
2023-01-21 05:30:00,102.2
2023-01-21 06:40:00,102.79
2023-01-21 07:50:00,103.34
2023-01-21 09:00:00,103.42
2023-01-21 10:10:00,103.42
2023-01-21 11:20:00,103.34
2023-01-21 12:30:00,102.27
2023-01-21 13:40:00,101.56
2023-01-21 14:50:00,99.65
2023-01-21 16:00:00,97.25
2023-01-21 17:10:00,95.79
2023-01-21 18:20:00,95.55
2023-01-21 19:30:00,95.55
2023-01-21 20:40:00,95.55
2023-01-21 21:50:00,95.43
2023-01-21 23:00:00,95.43
2023-01-22 00:20:00,95.47
2023-01-22 01:30:00,95.51
2023-01-22 02:40:00,95.55
2023-01-22 03:50:00,95.99
2023-01-22 05:00:00,96.78
2023-01-22 06:10:00,97.65
2023-01-22 07:20:00,98.53
2023-01-22 08:30:00,98.84
2023-01-22 09:40:00,98.84
2023-01-22 10:50:00,98.84
2023-01-22 12:00:00,97.14
2023-01-22 13:10:00,95.03
2023-01-22 14:20:00,88.86
2023-01-22 15:30:00,81.73
2023-01-22 16:40:00,79.67
2023-01-22 17:50:00,79.6
2023-01-22 19:00:00,79.6
2023-01-22 20:10:00,79.72
2023-01-22 21:20:00,79.72
2023-01-22 22:30:00,80.39
2023-01-22 23:40:00,81.89
2023-01-23 01:00:00,83.04
2023-01-23 02:10:00,83.91
2023-01-23 03:20:00,85.21
2023-01-23 04:30:00,86.48
2023-01-23 05:40:00,87.55
2023-01-23 06:50:00,88.5
2023-01-23 08:00:00,89.33
2023-01-23 09:10:00,89.56
2023-01-23 10:20:00,89.6
2023-01-23 11:30:00,89.52
2023-01-23 12:40:00,87.69
2023-01-23 13:50:00,82.29
2023-01-23 15:00:00,75.39
2023-01-23 16:10:00,72.17
2023-01-23 17:20:00,71.65
2023-01-23 18:30:00,71.69
2023-01-23 19:40:00,71.73
2023-01-23 20:50:00,72.29
2023-01-23 22:00:00,73.12
2023-01-23 23:10:00,74.31
2023-01-24 00:30:00,77.04
2023-01-24 01:40:00,81.51
2023-01-24 02:50:00,86.38
2023-01-24 04:00:00,89.86
2023-01-24 05:10:00,93.19
2023-01-24 06:20:00,97.61
2023-01-24 07:30:00,101.77
2023-01-24 08:40:00,104.61
2023-01-24 09:50:00,104.69
2023-01-24 11:00:00,102.31
2023-01-24 12:10:00,97.67
2023-01-24 13:20:00,84.06
2023-01-24 14:30:00,76.13
2023-01-24 15:40:00,74.35
2023-01-24 16:50:00,74.15
2023-01-24 18:00:00,74.19
2023-01-24 19:10:00,74.23
2023-01-24 20:20:00,75.5
2023-01-24 21:30:00,77.63
2023-01-24 22:40:00,82.22
2023-01-24 23:50:00,87.13
2023-01-25 01:10:00,93.27
2023-01-25 02:20:00,98.58
2023-01-25 03:30:00,103.68
2023-01-25 04:40:00,108.1
2023-01-25 05:50:00,110.91
2023-01-25 07:00:00,111.58
2023-01-25 08:10:00,111.65
2023-01-25 09:20:00,111.7
2023-01-25 10:30:00,111.58
2023-01-25 11:40:00,110.15
2023-01-25 12:50:00,108.1
2023-01-25 14:00:00,101.61
2023-01-25 15:10:00,92.33
2023-01-25 16:20:00,85.6
2023-01-25 17:30:00,83.58
2023-01-25 18:40:00,83.58
2023-01-25 19:50:00,84.3
2023-01-25 21:00:00,87.18
2023-01-25 22:10:00,90.87
2023-01-25 23:20:00,94.67
2023-01-26 00:40:00,100.64
2023-01-26 01:50:00,103.53
2023-01-26 03:00:00,105.46
2023-01-26 04:10:00,105.9
2023-01-26 05:20:00,106.57
2023-01-26 06:30:00,106.97
2023-01-26 07:40:00,107
2023-01-26 08:50:00,107
2023-01-26 10:00:00,107
2023-01-26 11:10:00,106.92
2023-01-26 12:20:00,105.18
2023-01-26 13:30:00,102.29
2023-01-26 14:40:00,97.98
2023-01-26 15:50:00,94.18
2023-01-26 17:00:00,92
2023-01-26 18:10:00,91.56
2023-01-26 19:20:00,91.52
2023-01-26 20:30:00,91.52
2023-01-26 21:40:00,91.52
2023-01-26 22:50:00,91.64
2023-01-27 00:10:00,92.24
2023-01-27 01:20:00,94.37
2023-01-27 02:30:00,97.73
2023-01-27 03:40:00,102.13
2023-01-27 04:50:00,105.94
2023-01-27 06:00:00,110.33
2023-01-27 07:10:00,114.22
2023-01-27 08:20:00,117.39
2023-01-27 09:30:00,117.86
2023-01-27 10:40:00,115
2023-01-27 11:50:00,101.58
2023-01-27 13:00:00,81.69
2023-01-27 14:10:00,62.22
2023-01-27 15:20:00,48.09
2023-01-27 16:30:00,41.45
2023-01-27 17:40:00,41.02
2023-01-27 18:50:00,43.4
2023-01-27 20:00:00,50.46
2023-01-27 21:10:00,59.86
2023-01-27 22:20:00,68.37
2023-01-27 23:30:00,76.91
2023-01-28 00:50:00,83.64
2023-01-28 02:00:00,89.49
2023-01-28 03:10:00,93.82
2023-01-28 04:20:00,98.05
2023-01-28 05:30:00,102.73
2023-01-28 06:40:00,106.56
2023-01-28 07:50:00,110.56
2023-01-28 09:00:00,111.85
2023-01-28 10:10:00,111.1
2023-01-28 11:20:00,100.66
2023-01-28 12:30:00,82.41
2023-01-28 13:40:00,64.41
2023-01-28 14:50:00,50.18
2023-01-28 16:00:00,41.7
2023-01-28 17:10:00,39.79
2023-01-28 18:20:00,39.83
2023-01-28 19:30:00,43.79
2023-01-28 20:40:00,51.85
2023-01-28 21:50:00,61.65
2023-01-28 23:00:00,71.11
2023-01-29 00:20:00,79.47
2023-01-29 01:30:00,86.27
2023-01-29 02:40:00,92.33
2023-01-29 03:50:00,98.35
2023-01-29 05:00:00,102.97
2023-01-29 06:10:00,108.35
2023-01-29 07:20:00,112.55
2023-01-29 08:30:00,115.13
2023-01-29 09:40:00,115.08
2023-01-29 10:50:00,109.28
2023-01-29 12:00:00,93.9
2023-01-29 13:10:00,73.58
2023-01-29 14:20:00,54.85
2023-01-29 15:30:00,40.89
2023-01-29 16:40:00,34.63
2023-01-29 17:50:00,33.69
2023-01-29 19:00:00,36.46
2023-01-29 20:10:00,43.75
2023-01-29 21:20:00,52.9
2023-01-29 22:30:00,62.76
2023-01-29 23:40:00,71.7
2023-01-30 01:10:00,82.04
2023-01-30 02:20:00,88.93
2023-01-30 03:30:00,95.26
2023-01-30 04:40:00,100.23
2023-01-30 05:50:00,104.27
2023-01-30 07:00:00,108.55
2023-01-30 08:10:00,111.56
2023-01-30 09:20:00,111.87
2023-01-30 10:30:00,108.27
2023-01-30 11:40:00,92.26
2023-01-30 12:50:00,69.33
2023-01-30 14:00:00,47.05
2023-01-30 15:10:00,28.46
2023-01-30 16:20:00,16.8
2023-01-30 17:30:00,13.39
2023-01-30 18:40:00,14.34
2023-01-30 19:50:00,21.56
2023-01-30 21:00:00,31.75
2023-01-30 22:10:00,42.14
2023-01-30 23:20:00,51.05
2023-01-31 00:40:00,60.07
2023-01-31 01:50:00,67.15
2023-01-31 03:00:00,73.1
2023-01-31 04:10:00,78.41
2023-01-31 05:20:00,83.55
2023-01-31 06:30:00,88.06
2023-01-31 07:40:00,91.54
2023-01-31 08:50:00,92.45
2023-01-31 10:00:00,91.3
2023-01-31 11:10:00,81.93
2023-01-31 12:20:00,63.42
2023-01-31 13:30:00,43.03
2023-01-31 14:40:00,26.13
2023-01-31 15:50:00,13.86
2023-01-31 17:00:00,9.26
2023-01-31 18:10:00,9.13
2023-01-31 19:20:00,13.05
2023-01-31 20:30:00,20.91
2023-01-31 21:40:00,30.35
2023-01-31 22:50:00,38.36
2023-02-01 00:10:00,48.35
2023-02-01 01:20:00,56.18
2023-02-01 02:30:00,62.91
2023-02-01 03:40:00,68.37
2023-02-01 04:50:00,72.85
2023-02-01 06:00:00,77.05
2023-02-01 07:10:00,80.34
2023-02-01 08:20:00,81.17
2023-02-01 09:30:00,81.21
2023-02-01 10:40:00,81.01
2023-02-01 11:50:00,79.22
2023-02-01 13:00:00,76.17
2023-02-01 14:10:00,70.78
2023-02-01 15:20:00,65.65
2023-02-01 16:30:00,61.7
2023-02-01 17:40:00,60.78
2023-02-01 18:50:00,60.54
2023-02-01 20:00:00,60.54
2023-02-01 21:10:00,60.54
2023-02-01 22:20:00,60.55
2023-02-01 23:30:00,60.54
2023-02-02 00:50:00,60.42
2023-02-02 02:00:00,59.71
2023-02-02 03:10:00,59.27
2023-02-02 04:20:00,59.19
2023-02-02 05:30:00,59.19
2023-02-02 06:40:00,59.19
2023-02-02 07:50:00,59.19
2023-02-02 09:00:00,59.23
2023-02-02 10:10:00,59.23
2023-02-02 11:20:00,59.19
2023-02-02 12:30:00,59.19
2023-02-02 13:40:00,59.19
2023-02-02 14:50:00,59.15
2023-02-02 16:00:00,59.15
2023-02-02 17:10:00,59.11
2023-02-02 18:20:00,59.08
2023-02-02 19:30:00,59.08
2023-02-02 20:40:00,60.66
2023-02-02 21:50:00,63.04
2023-02-02 23:00:00,67.27
2023-02-03 00:20:00,71.86
2023-02-03 01:30:00,74.35
2023-02-03 02:40:00,75.97
2023-02-03 03:50:00,77
2023-02-03 05:00:00,77.12
2023-02-03 06:10:00,77.16
2023-02-03 07:20:00,79.54
2023-02-03 08:30:00,81.51
2023-02-03 09:40:00,81.71
2023-02-03 10:50:00,81.15
2023-02-03 12:00:00,78.91
2023-02-03 13:10:00,69.86
2023-02-03 14:20:00,51.81
2023-02-03 15:30:00,38.72
2023-02-03 16:40:00,31.9
2023-02-03 17:50:00,31.07
2023-02-03 19:00:00,32.1
2023-02-03 20:10:00,36.82
2023-02-03 21:20:00,43.44
2023-02-03 22:30:00,51.44
2023-02-03 23:40:00,57.86
2023-02-04 01:00:00,62.06
2023-02-04 02:10:00,64.74
2023-02-04 03:20:00,65.89
2023-02-04 04:30:00,66.13
2023-02-04 05:40:00,67.47
2023-02-04 06:50:00,68.7
2023-02-04 08:00:00,69.21
2023-02-04 09:10:00,69.25
2023-02-04 10:20:00,69.29
2023-02-04 11:30:00,69.29
2023-02-04 12:40:00,69.21
2023-02-04 13:50:00,69.21
2023-02-04 15:00:00,69.21
2023-02-04 16:10:00,69.21
2023-02-04 17:20:00,69.13
2023-02-04 18:30:00,68.89
2023-02-04 19:40:00,68.85
2023-02-04 20:50:00,68.89
2023-02-04 22:00:00,69.25
2023-02-04 23:10:00,72.22
2023-02-05 00:30:00,77.63
2023-02-05 01:40:00,81.71
2023-02-05 02:50:00,85.55
2023-02-05 04:00:00,89.46
2023-02-05 05:10:00,93.1
2023-02-05 06:20:00,96.78
2023-02-05 07:30:00,99.86
2023-02-05 08:40:00,100.85
2023-02-05 09:50:00,100.46
2023-02-05 11:00:00,97.39
2023-02-05 12:10:00,94.33
2023-02-05 13:20:00,88.26
2023-02-05 14:30:00,77.5
2023-02-05 15:40:00,66.61
2023-02-05 16:50:00,58.73
2023-02-05 18:00:00,57.3
2023-02-05 19:10:00,57.42
2023-02-05 20:20:00,60.35
2023-02-05 21:30:00,64.5
2023-02-05 22:40:00,69.96
2023-02-05 23:50:00,76.19
2023-02-06 01:20:00,83.51
2023-02-06 02:30:00,88.45
2023-02-06 03:40:00,92.8
2023-02-06 04:50:00,96.61
2023-02-06 06:00:00,99.63
2023-02-06 07:10:00,102.48
2023-02-06 08:20:00,103.75
2023-02-06 09:30:00,103.39
2023-02-06 10:40:00,99.96
2023-02-06 11:50:00,82.6
2023-02-06 13:00:00,62.68
2023-02-06 14:10:00,53.11
2023-02-06 15:20:00,41.29
2023-02-06 16:30:00,32.73
2023-02-06 17:40:00,31.74
2023-02-06 18:50:00,32.85
2023-02-06 20:00:00,37.7
2023-02-06 21:10:00,44.73
2023-02-06 22:20:00,51.67
2023-02-06 23:30:00,58.64
2023-02-07 00:50:00,65.68
2023-02-07 02:00:00,71.51
2023-02-07 03:10:00,76.69
2023-02-07 04:20:00,80.17
2023-02-07 05:30:00,82.59
2023-02-07 06:40:00,83.87
2023-02-07 07:50:00,84.42
2023-02-07 09:00:00,84.42
2023-02-07 10:10:00,83.82
2023-02-07 11:20:00,81.83
2023-02-07 12:30:00,76.77
2023-02-07 13:40:00,67.53
2023-02-07 14:50:00,63.17
2023-02-07 16:00:00,60.67
2023-02-07 17:10:00,59.64
2023-02-07 18:20:00,59.64
2023-02-07 19:30:00,59.64
2023-02-07 20:40:00,59.72
2023-02-07 21:50:00,59.8
2023-02-07 23:00:00,60.83
2023-02-08 00:20:00,62.38
2023-02-08 01:30:00,63.48
2023-02-08 02:40:00,64.78
2023-02-08 03:50:00,66.25
2023-02-08 05:00:00,67.4
2023-02-08 06:10:00,68.38
2023-02-08 07:20:00,69.45
2023-02-08 08:30:00,69.73
2023-02-08 09:40:00,69.88
2023-02-08 10:50:00,69.88
2023-02-08 12:00:00,69.01
2023-02-08 13:10:00,66.04
2023-02-08 14:20:00,62.15
2023-02-08 15:30:00,60.79
2023-02-08 16:40:00,60.16
2023-02-08 17:50:00,60.12
2023-02-08 19:00:00,60.16
2023-02-08 20:10:00,60.2
2023-02-08 21:20:00,60.2
2023-02-08 22:30:00,60.36
2023-02-08 23:40:00,60.64
2023-02-09 01:00:00,61.35
2023-02-09 02:10:00,62.1
2023-02-09 03:20:00,62.85
2023-02-09 04:30:00,63.76
2023-02-09 05:40:00,65.42
2023-02-09 06:50:00,68.4
2023-02-09 08:00:00,69.63
2023-02-09 09:10:00,70.03
2023-02-09 10:20:00,70.06
2023-02-09 11:30:00,69.51
2023-02-09 12:40:00,68.67
2023-02-09 13:50:00,68.55
2023-02-09 15:00:00,62.79
2023-02-09 16:10:00,54.53
2023-02-09 17:20:00,51.47
2023-02-09 18:30:00,51.43
2023-02-09 19:40:00,51.6
2023-02-09 20:50:00,52.43
2023-02-09 22:00:00,54.97
2023-02-09 23:10:00,58.59
2023-02-10 00:30:00,60.93
2023-02-10 01:40:00,62.74
2023-02-10 02:50:00,64.41
2023-02-10 04:00:00,66.82
2023-02-10 05:10:00,68.92
2023-02-10 06:20:00,70.34
2023-02-10 07:30:00,71.41
