时间,挠度(mm)
2023-01-01 00:50:00,-32.15
2023-01-01 01:40:00,-32.81
2023-01-01 02:30:00,-35.73
2023-01-01 03:20:00,-33.78
2023-01-01 04:10:00,-33.43
2023-01-01 05:00:00,-33.98
2023-01-01 05:50:00,-36.04
2023-01-01 06:40:00,-36.29
2023-01-01 07:30:00,-36.61
2023-01-01 08:20:00,-36.18
2023-01-01 09:10:00,-37.72
2023-01-01 10:30:00,-37.34
2023-01-01 12:10:00,-37.79
2023-01-01 14:10:00,-36.38
2023-01-01 15:00:00,-38.52
2023-01-01 16:00:00,-36.23
2023-01-01 16:50:00,-34.51
2023-01-01 17:40:00,-37.58
2023-01-01 18:30:00,-34.19
2023-01-01 19:20:00,-36.97
2023-01-01 20:10:00,-36.48
2023-01-01 21:00:00,-33.78
2023-01-01 21:50:00,-38.9
2023-01-02 00:20:00,-38.19
2023-01-02 01:20:00,-38.33
2023-01-02 02:10:00,-37.81
2023-01-02 03:00:00,-35.9
2023-01-02 03:50:00,-40.59
2023-01-02 04:40:00,-37.19
2023-01-02 05:30:00,-37.24
2023-01-02 06:20:00,-40.93
2023-01-02 07:10:00,-36.98
2023-01-02 08:00:00,-38.91
2023-01-02 08:50:00,-39.22
2023-01-02 09:40:00,-39.98
2023-01-02 10:30:00,-38.29
2023-01-02 11:20:00,-39.25
2023-01-02 12:10:00,-41.13
2023-01-02 13:00:00,-36.78
2023-01-02 13:50:00,-39.35
2023-01-02 14:40:00,-39.2
2023-01-02 15:30:00,-35.06
2023-01-02 18:40:00,-34.35
2023-01-02 19:30:00,-35.83
2023-01-02 20:20:00,-38.31
2023-01-02 21:10:00,-39.44
2023-01-02 22:00:00,-37.44
2023-01-02 22:50:00,-41.13
2023-01-02 23:40:00,-41.16
2023-01-03 00:40:00,-39.54
2023-01-03 01:30:00,-38.57
2023-01-03 02:20:00,-39.75
2023-01-03 03:10:00,-39.13
2023-01-03 04:00:00,-42.83
2023-01-03 04:50:00,-42.66
2023-01-03 05:40:00,-39.4
2023-01-03 06:30:00,-43.06
2023-01-03 07:20:00,-43.24
2023-01-03 08:10:00,-42.86
2023-01-03 09:00:00,-39.15
2023-01-03 09:50:00,-39.1
2023-01-03 10:40:00,-42.45
2023-01-03 11:30:00,-37.77
2023-01-03 12:20:00,-40.43
2023-01-03 13:10:00,-39.86
2023-01-03 14:00:00,-38.78
2023-01-03 14:50:00,-35.85
2023-01-03 15:40:00,-35.34
2023-01-03 17:40:00,-32.7
2023-01-03 19:10:00,-33.74
2023-01-03 20:00:00,-34.83
2023-01-03 20:50:00,-32.74
2023-01-03 23:40:00,-33.33
2023-01-04 00:40:00,-34.52
2023-01-04 01:30:00,-34.4
2023-01-04 02:20:00,-36.7
2023-01-04 03:10:00,-38.48
2023-01-04 04:00:00,-39.15
2023-01-04 04:50:00,-36.98
2023-01-04 05:40:00,-36.59
2023-01-04 06:30:00,-37.61
2023-01-04 07:20:00,-41.12
2023-01-04 08:10:00,-38.46
2023-01-04 09:00:00,-41.12
2023-01-04 09:50:00,-40.55
2023-01-04 10:40:00,-39.3
2023-01-04 11:30:00,-38.32
2023-01-04 12:20:00,-35.95
2023-01-04 13:10:00,-34.8
2023-01-04 14:00:00,-37.13
2023-01-04 14:50:00,-36.21
2023-01-04 15:40:00,-36.15
2023-01-04 19:10:00,-32.88
2023-01-04 20:40:00,-34.17
2023-01-04 21:30:00,-35.28
2023-01-04 22:20:00,-33.59
2023-01-04 23:10:00,-35.87
2023-01-05 00:10:00,-33.37
2023-01-05 01:00:00,-36.76
2023-01-05 01:50:00,-36.4
2023-01-05 02:40:00,-36.8
2023-01-05 03:30:00,-33.96
2023-01-05 04:20:00,-35.15
2023-01-05 05:10:00,-37.52
2023-01-05 06:30:00,-38.46
2023-01-05 07:20:00,-36.09
2023-01-05 08:10:00,-37.31
2023-01-05 09:00:00,-37.23
2023-01-05 10:00:00,-38.21
2023-01-05 12:10:00,-35.55
2023-01-05 13:00:00,-32.83
2023-01-05 13:50:00,-36.38
2023-01-05 14:40:00,-31.99
2023-01-05 15:40:00,-34.29
2023-01-05 16:30:00,-34.35
2023-01-05 17:20:00,-30.67
2023-01-05 18:10:00,-30.68
2023-01-05 19:00:00,-28.2
2023-01-05 19:50:00,-28.68
2023-01-05 20:40:00,-31.93
2023-01-05 21:30:00,-29.62
2023-01-05 22:20:00,-33.84
2023-01-05 23:10:00,-36.41
2023-01-06 00:10:00,-38.15
2023-01-06 01:00:00,-35.89
2023-01-06 02:10:00,-37.59
2023-01-06 03:00:00,-39.56
2023-01-06 03:50:00,-41.23
2023-01-06 04:40:00,-42.53
2023-01-06 05:30:00,-38.56
2023-01-06 06:20:00,-39.48
2023-01-06 07:10:00,-44.03
2023-01-06 08:00:00,-40.81
2023-01-06 08:50:00,-40.76
2023-01-06 09:40:00,-44.5
2023-01-06 10:30:00,-44.39
2023-01-06 11:30:00,-40.57
2023-01-06 12:20:00,-43.12
2023-01-06 13:10:00,-41.23
2023-01-06 14:00:00,-41.67
2023-01-06 14:50:00,-39.06
2023-01-06 15:40:00,-39.62
2023-01-06 17:50:00,-37.49
2023-01-06 18:50:00,-32.91
2023-01-06 21:50:00,-35.96
2023-01-06 22:40:00,-36.07
2023-01-06 23:30:00,-38.37
2023-01-07 00:30:00,-38.67
2023-01-07 01:20:00,-40.49
2023-01-07 02:10:00,-39.77
2023-01-07 03:00:00,-42.09
2023-01-07 03:50:00,-42.93
2023-01-07 04:40:00,-41.24
2023-01-07 05:30:00,-45.72
2023-01-07 06:20:00,-43.13
2023-01-07 07:10:00,-46.69
2023-01-07 08:00:00,-43.84
2023-01-07 09:00:00,-47.48
2023-01-07 09:50:00,-42.93
2023-01-07 10:40:00,-44.96
2023-01-07 11:30:00,-39.18
2023-01-07 12:20:00,-36.76
2023-01-07 13:10:00,-37.88
2023-01-07 14:10:00,-30.46
2023-01-07 15:00:00,-30
2023-01-07 15:50:00,-26.15
2023-01-07 16:50:00,-20.17
2023-01-07 17:40:00,-23.43
2023-01-07 18:30:00,-21.84
2023-01-07 19:20:00,-25.69
2023-01-07 20:10:00,-28.46
2023-01-07 21:00:00,-31.7
2023-01-07 21:50:00,-29.39
2023-01-07 22:40:00,-33.79
2023-01-07 23:30:00,-35.55
2023-01-08 00:30:00,-38.36
2023-01-08 01:20:00,-36.25
2023-01-08 02:30:00,-41.6
2023-01-08 03:20:00,-40.32
2023-01-08 04:10:00,-42.73
2023-01-08 05:00:00,-42.25
2023-01-08 05:50:00,-41.63
2023-01-08 06:40:00,-42.05
2023-01-08 07:30:00,-44.04
2023-01-08 08:20:00,-45.25
2023-01-08 09:10:00,-42.66
2023-01-08 10:00:00,-45.58
2023-01-08 10:50:00,-46.56
2023-01-08 11:40:00,-41.48
2023-01-08 12:30:00,-41.22
2023-01-08 13:20:00,-44.06
2023-01-08 14:10:00,-38.96
2023-01-08 15:00:00,-40.5
2023-01-08 16:00:00,-35.04
2023-01-08 16:50:00,-33.23
2023-01-08 17:40:00,-33.84
2023-01-08 18:30:00,-35.64
2023-01-08 19:20:00,-33.22
2023-01-08 20:10:00,-35.48
2023-01-08 21:10:00,-34.49
2023-01-08 22:00:00,-39.49
2023-01-08 22:50:00,-40.76
2023-01-08 23:40:00,-39.41
2023-01-09 00:40:00,-39.19
2023-01-09 01:30:00,-42.8
2023-01-09 02:20:00,-38.84
2023-01-09 03:10:00,-39.98
2023-01-09 04:00:00,-44.25
2023-01-09 04:50:00,-40.36
2023-01-09 05:40:00,-40.49
2023-01-09 06:30:00,-40.66
2023-01-09 07:20:00,-44.42
2023-01-09 08:10:00,-45.47
2023-01-09 09:00:00,-42.28
2023-01-09 09:50:00,-41.97
2023-01-09 10:40:00,-43.34
2023-01-09 11:30:00,-45.31
2023-01-09 12:20:00,-41.53
2023-01-09 13:10:00,-40.41
2023-01-09 14:00:00,-40.34
2023-01-09 14:50:00,-37.57
2023-01-09 16:00:00,-35.06
2023-01-09 16:50:00,-37.54
2023-01-09 17:40:00,-36.67
2023-01-09 18:30:00,-34.91
2023-01-09 19:50:00,-37.71
2023-01-09 20:40:00,-36.88
2023-01-09 21:30:00,-36.43
2023-01-09 22:20:00,-36.84
2023-01-09 23:10:00,-37.26
2023-01-10 00:10:00,-38.63
2023-01-10 01:00:00,-38.59
2023-01-10 01:50:00,-38.89
2023-01-10 02:40:00,-39.62
2023-01-10 03:30:00,-39.71
2023-01-10 04:20:00,-41.33
2023-01-10 05:10:00,-40.61
2023-01-10 06:00:00,-42.6
2023-01-10 06:50:00,-39.39
2023-01-10 07:40:00,-41.7
2023-01-10 08:30:00,-41.74
2023-01-10 09:20:00,-41.11
2023-01-10 10:10:00,-44.37
2023-01-10 11:00:00,-43.17
2023-01-10 11:50:00,-39.92
2023-01-10 12:40:00,-38.21
2023-01-10 13:30:00,-39.81
2023-01-10 14:20:00,-38.86
2023-01-10 15:10:00,-34.91
2023-01-10 16:20:00,-32.75
2023-01-10 17:10:00,-35.43
2023-01-10 18:00:00,-36.4
2023-01-10 18:50:00,-37.03
2023-01-10 19:40:00,-37.53
2023-01-10 21:50:00,-37.58
2023-01-10 22:40:00,-37.44
2023-01-10 23:30:00,-36.97
2023-01-11 00:30:00,-37.55
2023-01-11 01:20:00,-39.53
2023-01-11 02:10:00,-41.41
2023-01-11 03:00:00,-42.51
2023-01-11 03:50:00,-41.57
2023-01-11 04:40:00,-43.16
2023-01-11 05:30:00,-41.02
2023-01-11 06:20:00,-40.31
2023-01-11 07:10:00,-44.08
2023-01-11 08:00:00,-45.33
2023-01-11 08:50:00,-43.87
2023-01-11 09:40:00,-41.51
2023-01-11 10:30:00,-43.06
2023-01-11 11:20:00,-42.94
2023-01-11 12:10:00,-42
2023-01-11 13:00:00,-37.47
2023-01-11 13:50:00,-36.73
2023-01-11 14:40:00,-28.33
2023-01-11 15:30:00,-26.68
2023-01-11 16:20:00,-22.38
2023-01-11 17:10:00,-19.83
2023-01-11 18:00:00,-18.86
2023-01-11 18:50:00,-22.68
2023-01-11 19:40:00,-22.17
2023-01-11 20:30:00,-24.85
2023-01-11 21:20:00,-25
2023-01-11 22:10:00,-27.57
2023-01-11 23:00:00,-31.46
2023-01-11 23:50:00,-30.75
2023-01-12 00:50:00,-31.09
2023-01-12 01:40:00,-29.6
2023-01-12 02:30:00,-33.03
2023-01-12 03:20:00,-32.18
2023-01-12 04:10:00,-33.39
2023-01-12 05:00:00,-34.45
2023-01-12 05:50:00,-31.2
2023-01-12 06:40:00,-32.93
2023-01-12 07:30:00,-31.42
2023-01-12 08:20:00,-30.91
2023-01-12 09:10:00,-32.04
2023-01-12 10:00:00,-29.43
2023-01-12 10:50:00,-28.95
2023-01-12 11:40:00,-32.22
2023-01-12 12:30:00,-31
2023-01-12 13:20:00,-31.63
2023-01-12 14:10:00,-27.35
2023-01-12 15:10:00,-29.43
2023-01-12 16:00:00,-28.68
2023-01-12 16:50:00,-27.95
2023-01-12 17:40:00,-27.71
2023-01-12 18:30:00,-24.97
2023-01-12 19:20:00,-24.61
2023-01-12 20:10:00,-27.16
2023-01-12 21:00:00,-29.47
2023-01-12 21:50:00,-29.79
2023-01-12 22:40:00,-36.1
2023-01-12 23:30:00,-34.25
2023-01-13 00:30:00,-35.76
2023-01-13 01:20:00,-36.54
2023-01-13 02:10:00,-38.36
2023-01-13 03:00:00,-39.2
2023-01-13 03:50:00,-38.71
2023-01-13 05:30:00,-39.56
2023-01-13 06:20:00,-36.86
2023-01-13 07:10:00,-41.02
2023-01-13 08:00:00,-40.23
2023-01-13 08:50:00,-39.44
2023-01-13 09:40:00,-39.58
2023-01-13 10:30:00,-39.25
2023-01-13 11:50:00,-38.39
2023-01-13 12:40:00,-35.06
2023-01-13 13:30:00,-35.37
2023-01-13 14:20:00,-36.17
2023-01-13 15:10:00,-34.4
2023-01-13 16:00:00,-31.74
2023-01-13 16:50:00,-31.06
2023-01-13 17:40:00,-32.56
2023-01-13 18:30:00,-31.09
2023-01-13 19:20:00,-31.63
2023-01-13 20:10:00,-28.41
2023-01-13 21:00:00,-31.75
2023-01-13 21:50:00,-32.5
2023-01-13 22:40:00,-31.9
2023-01-13 23:30:00,-30.09
2023-01-14 00:30:00,-33
2023-01-14 01:20:00,-30
2023-01-14 02:10:00,-31.1
2023-01-14 03:00:00,-34.46
2023-01-14 03:50:00,-32.71
2023-01-14 04:40:00,-33.28
2023-01-14 05:30:00,-34.05
2023-01-14 06:20:00,-31.91
2023-01-14 07:10:00,-32.85
2023-01-14 08:00:00,-31.39
2023-01-14 08:50:00,-33.77
2023-01-14 09:40:00,-35.74
2023-01-14 10:30:00,-34.57
2023-01-14 11:20:00,-35.82
2023-01-14 12:10:00,-37.47
2023-01-14 13:40:00,-36.32
2023-01-14 14:30:00,-38.83
2023-01-14 15:20:00,-39.09
2023-01-14 16:10:00,-38.81
2023-01-14 17:00:00,-40.91
2023-01-14 17:50:00,-41.25
2023-01-14 18:40:00,-40.76
2023-01-14 19:30:00,-44.56
2023-01-14 20:20:00,-42.64
2023-01-14 21:10:00,-43.09
2023-01-14 22:00:00,-44.91
2023-01-14 22:50:00,-43.54
2023-01-14 23:40:00,-46.73
2023-01-15 00:40:00,-47.25
2023-01-15 01:30:00,-46.17
2023-01-15 02:20:00,-49.39
2023-01-15 03:10:00,-47.69
2023-01-15 04:00:00,-47.86
2023-01-15 05:20:00,-51.07
2023-01-15 06:10:00,-52.21
2023-01-15 07:00:00,-51.28
2023-01-15 07:50:00,-49.69
2023-01-15 08:40:00,-54.25
2023-01-15 09:30:00,-51.01
2023-01-15 10:20:00,-55.93
2023-01-15 11:10:00,-54.74
2023-01-15 12:00:00,-58.03
2023-01-15 12:50:00,-57.02
2023-01-15 13:40:00,-58.53
2023-01-15 14:30:00,-56.76
2023-01-15 15:20:00,-54.95
2023-01-15 16:10:00,-57.04
2023-01-15 17:00:00,-54.42
2023-01-15 17:50:00,-54.41
2023-01-15 18:40:00,-52.73
2023-01-15 19:30:00,-55.44
2023-01-15 20:20:00,-55.84
2023-01-15 21:10:00,-56.56
2023-01-15 22:00:00,-55.59
2023-01-15 22:50:00,-54.02
2023-01-15 23:40:00,-54.58
2023-01-16 00:40:00,-55.38
2023-01-16 01:30:00,-53.37
2023-01-16 02:20:00,-57.2
2023-01-16 03:10:00,-54.71
2023-01-16 04:00:00,-53.26
2023-01-16 04:50:00,-53.06
2023-01-16 05:40:00,-54.92
2023-01-16 06:30:00,-56.1
2023-01-16 07:20:00,-54.8
2023-01-16 08:10:00,-57.9
2023-01-16 09:00:00,-55.17
2023-01-16 09:50:00,-54.98
2023-01-16 10:40:00,-55.04
2023-01-16 11:40:00,-54.4
2023-01-16 12:40:00,-55.45
2023-01-16 13:30:00,-55.82
2023-01-16 14:20:00,-56.31
2023-01-16 15:10:00,-52.49
2023-01-16 16:00:00,-52.83
2023-01-16 16:50:00,-53.18
2023-01-16 17:40:00,-55.22
2023-01-16 18:30:00,-54.92
2023-01-16 19:20:00,-50.49
2023-01-16 20:10:00,-53.86
2023-01-16 21:00:00,-55.08
2023-01-16 21:50:00,-51.75
2023-01-16 22:40:00,-50.21
2023-01-16 23:30:00,-52.66
2023-01-17 00:30:00,-52.32
2023-01-17 01:20:00,-54.01
2023-01-17 02:10:00,-54.47
2023-01-17 03:00:00,-57.7
2023-01-17 03:50:00,-56.7
2023-01-17 04:40:00,-55.57
2023-01-17 05:30:00,-54.15
2023-01-17 06:20:00,-57.16
2023-01-17 07:10:00,-56.42
2023-01-17 08:00:00,-54.71
2023-01-17 08:50:00,-54.49
2023-01-17 09:40:00,-56.55
2023-01-17 10:30:00,-57.14
2023-01-17 11:20:00,-55.51
2023-01-17 12:10:00,-52.35
2023-01-17 13:00:00,-54.91
2023-01-17 13:50:00,-50.59
2023-01-17 14:40:00,-51.03
2023-01-17 15:30:00,-49.42
2023-01-17 16:20:00,-47.84
2023-01-17 17:10:00,-47.51
2023-01-17 18:00:00,-51.01
2023-01-17 18:50:00,-51.72
2023-01-17 19:40:00,-52.5
2023-01-17 20:30:00,-51.29
2023-01-17 21:20:00,-50.03
2023-01-17 22:10:00,-51.57
2023-01-17 23:00:00,-51.14
2023-01-17 23:50:00,-51.56
2023-01-18 00:50:00,-50.78
2023-01-18 01:40:00,-52.02
2023-01-18 02:30:00,-54.54
2023-01-18 03:20:00,-55.89
2023-01-18 04:10:00,-53.11
2023-01-18 05:00:00,-54.16
2023-01-18 05:50:00,-51.03
2023-01-18 06:40:00,-53.58
2023-01-18 07:30:00,-53.18
2023-01-18 08:20:00,-54.97
2023-01-18 09:10:00,-57.04
2023-01-18 10:00:00,-54.63
2023-01-18 10:50:00,-54.76
2023-01-18 11:40:00,-53.74
2023-01-18 12:30:00,-52.19
2023-01-18 13:20:00,-50.76
2023-01-18 14:10:00,-50.69
2023-01-18 15:00:00,-47.35
2023-01-18 15:50:00,-48.34
2023-01-18 16:40:00,-48.3
2023-01-18 17:40:00,-46.71
2023-01-18 18:30:00,-44.44
2023-01-18 19:20:00,-47.08
2023-01-18 20:10:00,-43.5
2023-01-18 21:00:00,-45.22
2023-01-18 21:50:00,-44.76
2023-01-18 22:40:00,-47.53
2023-01-18 23:30:00,-45.91
2023-01-19 00:30:00,-49
2023-01-19 01:20:00,-48.11
2023-01-19 02:10:00,-48.35
2023-01-19 03:00:00,-49.05
2023-01-19 03:50:00,-52.12
2023-01-19 04:40:00,-49.84
2023-01-19 05:30:00,-52.87
2023-01-19 06:20:00,-54.28
2023-01-19 07:10:00,-53.41
2023-01-19 08:00:00,-56.19
2023-01-19 08:50:00,-54.49
2023-01-19 09:40:00,-56.85
2023-01-19 10:30:00,-54.74
2023-01-19 11:20:00,-52.67
2023-01-19 12:10:00,-50.8
2023-01-19 13:00:00,-47.28
2023-01-19 13:50:00,-43.36
2023-01-19 14:40:00,-40.44
2023-01-19 15:30:00,-37.36
2023-01-19 16:20:00,-35.71
2023-01-19 17:10:00,-33.61
2023-01-19 18:00:00,-32.91
2023-01-19 18:50:00,-36.11
2023-01-19 19:40:00,-35.62
2023-01-19 20:30:00,-36.77
2023-01-19 21:20:00,-37.9
2023-01-19 22:10:00,-38.55
2023-01-19 23:00:00,-41.22
2023-01-19 23:50:00,-44.31
2023-01-20 00:50:00,-46.5
2023-01-20 01:40:00,-48.36
2023-01-20 02:50:00,-51.74
2023-01-20 03:40:00,-50.79
2023-01-20 04:30:00,-52.05
2023-01-20 05:20:00,-54.67
2023-01-20 06:10:00,-52.5
2023-01-20 07:00:00,-55.51
2023-01-20 07:50:00,-57.17
2023-01-20 08:40:00,-58.49
2023-01-20 09:30:00,-54.4
2023-01-20 10:20:00,-57.75
2023-01-20 11:10:00,-55.37
2023-01-20 12:00:00,-53.08
2023-01-20 12:50:00,-53.51
2023-01-20 13:40:00,-49.47
2023-01-20 14:30:00,-49.28
2023-01-20 15:20:00,-49.08
2023-01-20 16:10:00,-49.02
2023-01-20 17:00:00,-49.25
2023-01-20 17:50:00,-44.52
2023-01-20 18:40:00,-43.37
2023-01-20 19:30:00,-45.46
2023-01-20 20:20:00,-45.43
2023-01-20 21:20:00,-43
2023-01-20 22:10:00,-43.69
2023-01-20 23:00:00,-46.29
2023-01-20 23:50:00,-45.5
2023-01-21 00:50:00,-48
2023-01-21 01:40:00,-47.54
2023-01-21 02:30:00,-47.71
2023-01-21 03:20:00,-45.45
2023-01-21 04:10:00,-47.15
2023-01-21 05:00:00,-46.51
2023-01-21 05:50:00,-49.35
2023-01-21 06:40:00,-50.21
2023-01-21 07:30:00,-49.56
2023-01-21 08:20:00,-50.45
2023-01-21 09:10:00,-47.46
2023-01-21 10:00:00,-49.68
2023-01-21 10:50:00,-46.11
2023-01-21 11:40:00,-48.37
2023-01-21 12:30:00,-49.82
2023-01-21 13:20:00,-46.01
2023-01-21 14:10:00,-44.23
2023-01-21 15:00:00,-44.96
2023-01-21 16:50:00,-43.81
2023-01-21 17:40:00,-45.39
2023-01-21 18:30:00,-44.42
2023-01-21 19:20:00,-41.57
2023-01-21 20:10:00,-41.72
2023-01-21 21:00:00,-42.87
2023-01-21 21:50:00,-43.79
2023-01-21 22:40:00,-41.07
2023-01-21 23:30:00,-40.82
2023-01-22 00:40:00,-44.58
2023-01-22 01:30:00,-45.01
2023-01-22 02:20:00,-45.93
2023-01-22 03:10:00,-43.66
2023-01-22 04:00:00,-42.69
2023-01-22 04:50:00,-43.98
2023-01-22 06:00:00,-47.73
