时间,索力值(kN)
2023-01-01 01:10:00,3879.952
2023-01-01 02:20:00,3879.304
2023-01-01 03:30:00,3879
2023-01-01 04:40:00,3878.856
2023-01-01 05:50:00,3878.712
2023-01-01 07:00:00,3878.816
2023-01-01 08:10:00,3878.776
2023-01-01 09:20:00,3878.8
2023-01-01 10:30:00,3879.184
2023-01-01 11:40:00,3879.416
2023-01-01 12:50:00,3879.568
2023-01-01 14:00:00,3879.656
2023-01-01 15:10:00,3879.728
2023-01-01 16:20:00,3879.816
2023-01-01 17:30:00,3879.848
2023-01-01 18:40:00,3879.736
2023-01-01 19:50:00,3879.816
2023-01-01 21:00:00,3879.68
2023-01-01 22:10:00,3879.48
2023-01-01 23:20:00,3879.448
2023-01-02 00:40:00,3879.448
2023-01-02 02:00:00,3879.28
2023-01-02 03:10:00,3878.984
2023-01-02 04:20:00,3878.888
2023-01-02 05:30:00,3878.864
2023-01-02 06:40:00,3878.8
2023-01-02 07:50:00,3878.872
2023-01-02 09:00:00,3879.04
2023-01-02 10:10:00,3879.264
2023-01-02 11:30:00,3879.416
2023-01-02 12:40:00,3879.728
2023-01-02 13:50:00,3880.12
2023-01-02 15:00:00,3879.768
2023-01-02 16:10:00,3879.864
2023-01-02 17:20:00,3879.928
2023-01-02 18:30:00,3879.576
2023-01-02 19:40:00,3879.456
2023-01-02 20:50:00,3879.136
2023-01-02 22:00:00,3878.984
2023-01-02 23:10:00,3878.872
2023-01-03 00:30:00,3878.728
2023-01-03 01:40:00,3878.536
2023-01-03 02:50:00,3878.624
2023-01-03 04:00:00,3878.48
2023-01-03 05:10:00,3878.456
2023-01-03 06:20:00,3878.616
2023-01-03 07:30:00,3878.696
2023-01-03 08:40:00,3878.728
2023-01-03 09:50:00,3879.112
2023-01-03 11:00:00,3879.176
2023-01-03 12:10:00,3879.72
2023-01-03 13:20:00,3880.032
2023-01-03 14:30:00,3880.28
2023-01-03 15:40:00,3880.472
2023-01-03 16:50:00,3880.448
2023-01-03 18:00:00,3880.368
2023-01-03 19:10:00,3880.28
2023-01-03 20:20:00,3880.192
2023-01-03 21:30:00,3879.928
2023-01-03 22:40:00,3879.808
2023-01-03 23:50:00,3879.608
2023-01-04 01:10:00,3879.416
2023-01-04 02:20:00,3879.288
2023-01-04 03:30:00,3879.24
2023-01-04 04:40:00,3879.128
2023-01-04 05:50:00,3879.16
2023-01-04 07:00:00,3879.208
2023-01-04 08:10:00,3879.272
2023-01-04 09:20:00,3879.344
2023-01-04 10:30:00,3879.648
2023-01-04 11:40:00,3879.768
2023-01-04 12:50:00,3879.928
2023-01-04 14:00:00,3880.344
2023-01-04 15:10:00,3880.504
2023-01-04 16:20:00,3880.576
2023-01-04 17:30:00,3880.64
2023-01-04 18:40:00,3880.6
2023-01-04 19:50:00,3880.456
2023-01-04 21:00:00,3880.28
2023-01-04 22:10:00,3880.032
2023-01-04 23:20:00,3879.896
2023-01-05 00:40:00,3879.752
2023-01-05 01:50:00,3879.568
2023-01-05 03:00:00,3879.584
2023-01-05 04:10:00,3879.432
2023-01-05 05:20:00,3879.496
2023-01-05 06:30:00,3879.432
2023-01-05 07:40:00,3879.552
2023-01-05 08:50:00,3879.824
2023-01-05 10:00:00,3879.928
2023-01-05 11:10:00,3880.248
2023-01-05 12:20:00,3880.184
2023-01-05 13:30:00,3880.376
2023-01-05 14:40:00,3880.696
2023-01-05 15:50:00,3880.92
2023-01-05 17:00:00,3881.16
2023-01-05 18:10:00,3881.432
2023-01-05 19:20:00,3880.968
2023-01-05 20:30:00,3880.888
2023-01-05 21:40:00,3879.976
2023-01-05 22:50:00,3879.304
2023-01-06 00:10:00,3878.92
2023-01-06 01:20:00,3878.6
2023-01-06 02:30:00,3878.424
2023-01-06 03:40:00,3878.048
2023-01-06 04:50:00,3878.016
2023-01-06 06:00:00,3877.896
2023-01-06 07:10:00,3878.056
2023-01-06 08:20:00,3878.04
2023-01-06 09:30:00,3877.896
2023-01-06 10:40:00,3878.336
2023-01-06 11:50:00,3878.848
2023-01-06 13:00:00,3879.304
2023-01-06 14:10:00,3879.704
2023-01-06 15:20:00,3879.864
2023-01-06 16:30:00,3880.584
2023-01-06 17:40:00,3880.456
2023-01-06 18:50:00,3880.504
2023-01-06 20:00:00,3879.928
2023-01-06 21:10:00,3879.368
2023-01-06 22:20:00,3878.856
2023-01-06 23:30:00,3878.312
2023-01-07 00:50:00,3878.048
2023-01-07 02:00:00,3877.728
2023-01-07 03:10:00,3877.528
2023-01-07 04:20:00,3877.168
2023-01-07 05:30:00,3877.064
2023-01-07 06:40:00,3877.336
2023-01-07 07:50:00,3877.608
2023-01-07 09:00:00,3876.872
2023-01-07 10:10:00,3877.784
2023-01-07 11:20:00,3879.704
2023-01-07 12:30:00,3881.072
2023-01-07 13:40:00,3882.344
2023-01-07 14:50:00,3883.608
2023-01-07 16:00:00,3883.016
2023-01-07 17:20:00,3882.264
2023-01-07 18:30:00,3881.4
2023-01-07 19:40:00,3880.52
2023-01-07 20:50:00,3879.896
2023-01-07 22:00:00,3879.208
2023-01-07 23:10:00,3878.648
2023-01-08 00:30:00,3878.168
2023-01-08 01:40:00,3877.784
2023-01-08 02:50:00,3877.688
2023-01-08 04:00:00,3877.512
2023-01-08 05:10:00,3877.464
2023-01-08 06:20:00,3877.552
2023-01-08 07:30:00,3877.448
2023-01-08 08:40:00,3877.192
2023-01-08 09:50:00,3877.288
2023-01-08 11:00:00,3877.656
2023-01-08 12:10:00,3878.312
2023-01-08 13:20:00,3878.936
2023-01-08 14:30:00,3879.736
2023-01-08 15:40:00,3881.064
2023-01-08 16:50:00,3880.392
2023-01-08 18:00:00,3880.08
2023-01-08 19:10:00,3879.608
2023-01-08 20:20:00,3879.224
2023-01-08 21:30:00,3878.712
2023-01-08 22:40:00,3878.384
2023-01-08 23:50:00,3878.12
2023-01-09 01:10:00,3878.136
2023-01-09 02:20:00,3877.904
2023-01-09 03:30:00,3877.904
2023-01-09 04:40:00,3877.544
2023-01-09 05:50:00,3877.648
2023-01-09 07:00:00,3877.352
2023-01-09 08:10:00,3877.408
2023-01-09 09:20:00,3877.712
2023-01-09 10:30:00,3878.104
2023-01-09 11:40:00,3878.232
2023-01-09 12:50:00,3878.76
2023-01-09 14:00:00,3879.752
2023-01-09 15:10:00,3880.272
2023-01-09 16:20:00,3880.208
2023-01-09 17:30:00,3879.944
2023-01-09 18:40:00,3879.464
2023-01-09 19:50:00,3879.096
2023-01-09 21:00:00,3878.832
2023-01-09 22:10:00,3878.696
2023-01-09 23:20:00,3878.768
2023-01-10 00:40:00,3878.472
2023-01-10 01:50:00,3878.288
2023-01-10 03:00:00,3878.12
2023-01-10 04:10:00,3878.064
2023-01-10 05:20:00,3877.768
2023-01-10 06:30:00,3877.8
2023-01-10 07:40:00,3877.8
2023-01-10 08:50:00,3877.896
2023-01-10 10:00:00,3878.056
2023-01-10 11:10:00,3878.408
2023-01-10 12:20:00,3878.904
2023-01-10 13:30:00,3879.752
2023-01-10 14:40:00,3880.848
2023-01-10 15:50:00,3880.216
2023-01-10 17:00:00,3879.968
2023-01-10 18:10:00,3879.768
2023-01-10 19:20:00,3879.4
2023-01-10 20:30:00,3879.184
2023-01-10 21:40:00,3879.008
2023-01-10 22:50:00,3879
2023-01-11 00:10:00,3878.664
2023-01-11 01:20:00,3878.504
2023-01-11 02:30:00,3878.208
2023-01-11 03:40:00,3878.104
2023-01-11 04:50:00,3878.088
2023-01-11 06:00:00,3877.944
2023-01-11 07:10:00,3877.904
2023-01-11 08:20:00,3878.048
2023-01-11 09:30:00,3878.184
2023-01-11 10:40:00,3878.84
2023-01-11 11:50:00,3879.416
2023-01-11 13:00:00,3880.432
2023-01-11 14:10:00,3882.608
2023-01-11 15:20:00,3884.216
2023-01-11 16:30:00,3884.376
2023-01-11 17:40:00,3883.96
2023-01-11 18:50:00,3882.536
2023-01-11 20:00:00,3881.544
2023-01-11 21:10:00,3881.488
2023-01-11 22:20:00,3880.568
2023-01-11 23:30:00,3880.592
2023-01-12 00:50:00,3880.552
2023-01-12 02:00:00,3880.76
2023-01-12 03:10:00,3880.928
2023-01-12 04:20:00,3880.712
2023-01-12 05:30:00,3881.048
2023-01-12 06:40:00,3881.312
2023-01-12 07:50:00,3881.352
2023-01-12 09:00:00,3881.432
2023-01-12 10:10:00,3881.68
2023-01-12 11:20:00,3881.8
2023-01-12 12:30:00,3881.912
2023-01-12 13:40:00,3882.36
2023-01-12 14:50:00,3882.568
2023-01-12 16:00:00,3882.888
2023-01-12 17:10:00,3882.656
2023-01-12 18:20:00,3882.144
2023-01-12 19:30:00,3881.256
2023-01-12 20:40:00,3880.568
2023-01-12 21:50:00,3880.016
2023-01-12 23:00:00,3879.712
2023-01-13 00:20:00,3879.528
2023-01-13 01:30:00,3879.68
2023-01-13 02:40:00,3879.272
2023-01-13 03:50:00,3879.4
2023-01-13 05:00:00,3878.904
2023-01-13 06:10:00,3879.4
2023-01-13 07:20:00,3879.52
2023-01-13 08:30:00,3879.72
2023-01-13 09:40:00,3880.056
2023-01-13 10:50:00,3880.528
2023-01-13 12:00:00,3880.504
2023-01-13 13:10:00,3880.72
2023-01-13 14:20:00,3881.224
2023-01-13 15:30:00,3881.528
2023-01-13 16:40:00,3881.704
2023-01-13 17:50:00,3881.752
2023-01-13 19:00:00,3881.52
2023-01-13 20:10:00,3881.28
2023-01-13 21:20:00,3881.384
2023-01-13 22:30:00,3881.504
2023-01-13 23:40:00,3880.808
2023-01-14 01:00:00,3880.744
2023-01-14 02:10:00,3880.512
2023-01-14 03:20:00,3880.6
2023-01-14 04:30:00,3880.344
2023-01-14 05:40:00,3880.456
2023-01-14 06:50:00,3880.6
2023-01-14 08:00:00,3880.648
2023-01-14 09:10:00,3880.192
2023-01-14 10:20:00,3879.848
2023-01-14 11:30:00,3879.536
2023-01-14 12:40:00,3879.4
2023-01-14 13:50:00,3878.92
2023-01-14 15:00:00,3878.872
2023-01-14 16:10:00,3878.488
2023-01-14 17:20:00,3878.104
2023-01-14 18:30:00,3877.816
2023-01-14 19:40:00,3877.624
2023-01-14 20:50:00,3877.472
2023-01-14 22:00:00,3877.4
2023-01-14 23:10:00,3877.128
2023-01-15 00:30:00,3877.096
2023-01-15 01:40:00,3876.864
2023-01-15 02:50:00,3876.096
2023-01-15 04:00:00,3875.48
2023-01-15 05:10:00,3875.136
2023-01-15 06:20:00,3875.16
2023-01-15 07:30:00,3875.016
2023-01-15 08:40:00,3874.84
2023-01-15 09:50:00,3874.696
2023-01-15 11:00:00,3874.68
2023-01-15 12:10:00,3874.52
2023-01-15 13:20:00,3874.584
2023-01-15 14:30:00,3874.696
2023-01-15 15:40:00,3874.752
2023-01-15 16:50:00,3875.056
2023-01-15 18:00:00,3875.28
2023-01-15 19:10:00,3875.232
2023-01-15 20:20:00,3875.288
2023-01-15 21:30:00,3875.416
2023-01-15 22:40:00,3875.36
2023-01-15 23:50:00,3875.288
2023-01-16 01:10:00,3875.248
2023-01-16 02:20:00,3875.064
2023-01-16 03:30:00,3874.84
2023-01-16 04:40:00,3874.896
2023-01-16 05:50:00,3874.712
2023-01-16 07:00:00,3874.776
2023-01-16 08:10:00,3875.056
2023-01-16 09:20:00,3875.256
2023-01-16 10:30:00,3874.808
2023-01-16 11:40:00,3874.824
2023-01-16 12:50:00,3875.144
2023-01-16 14:00:00,3875.248
2023-01-16 15:10:00,3875.432
2023-01-16 16:20:00,3875.576
2023-01-16 17:30:00,3875.736
2023-01-16 18:40:00,3875.776
2023-01-16 19:50:00,3875.816
2023-01-16 21:00:00,3875.848
2023-01-16 22:10:00,3875.784
2023-01-16 23:20:00,3875.72
2023-01-17 00:40:00,3875.512
2023-01-17 01:50:00,3875.208
2023-01-17 03:00:00,3874.888
2023-01-17 04:10:00,3874.928
2023-01-17 05:20:00,3875.016
2023-01-17 06:30:00,3875.04
2023-01-17 07:40:00,3875.152
2023-01-17 08:50:00,3875.464
2023-01-17 10:00:00,3875.576
